CN,PLT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,COND_STATUS_CD,COND_NONSAMPLE_REASN_CD,RESERVCD,OWNCD,OWNGRPCD,ADFORCD,FORTYPCD,FLDTYPCD,MAPDEN,STDAGE,STDSZCD,FLDSZCD,SITECLCD,SICOND,SIBASE,SISP,STDORGCD,STDORGSP,PROP_BASIS,CONDPROP_UNADJ,MICRPROP_UNADJ,SUBPPROP_UNADJ,MACRPROP_UNADJ,SLOPE,ASPECT,PHYSCLCD,GSSTKCD,ALSTKCD,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,TRTCD1,TRTYR1,TRTCD2,TRTYR2,TRTCD3,TRTYR3,PRESNFCD,BALIVE,FLDAGE,ALSTK,GSSTK,FORTYPCDCALC,HABTYPCD1,HABTYPCD1_PUB_CD,HABTYPCD1_DESCR_PUB_CD,HABTYPCD2,HABTYPCD2_PUB_CD,HABTYPCD2_DESCR_PUB_CD,MIXEDCONFCD,VOL_LOC_GRP,SITECLCDEST,SITETREE_TREE,SITECL_METHOD,CARBON_DOWN_DEAD,CARBON_LITTER,CARBON_SOIL_ORG,CARBON_UNDERSTORY_AG,CARBON_UNDERSTORY_BG,CREATED_DATE,MODIFIED_DATE,CYCLE,SUBCYCLE,SOIL_ROOTING_DEPTH_PNW,GROUND_LAND_CLASS_PNW,PLANT_STOCKABILITY_FACTOR_PNW,STND_COND_CD_PNWRS,STND_STRUC_CD_PNWRS,STUMP_CD_PNWRS,FIRE_SRS,GRAZING_SRS,HARVEST_TYPE1_SRS,HARVEST_TYPE2_SRS,HARVEST_TYPE3_SRS,LAND_USE_SRS,OPERABILITY_SRS,STAND_STRUCTURE_SRS,NF_COND_STATUS_CD,NF_COND_NONSAMPLE_REASN_CD,CANOPY_CVR_SAMPLE_METHOD_CD,LIVE_CANOPY_CVR_PCT,LIVE_MISSING_CANOPY_CVR_PCT,NBR_LIVE_STEMS,OWNSUBCD,INDUSTRIALCD_FIADB,RESERVCD_5,ADMIN_WITHDRAWN_CD,CHAINING_CD,LAND_COVER_CLASS_CD_RET,AFFORESTATION_CD,PREV_AFFORESTATION_CD,DWM_FUELBED_TYPCD,NVCS_PRIMARY_CLASS,NVCS_LEVEL_1_CD,NVCS_LEVEL_2_CD,NVCS_LEVEL_3_CD,NVCS_LEVEL_4_CD,NVCS_LEVEL_5_CD,NVCS_LEVEL_6_CD,NVCS_LEVEL_7_CD,NVCS_LEVEL_8_CD,AGE_BASIS_CD_PNWRS,COND_STATUS_CHNG_CD_RMRS,CRCOVPCT_RMRS,DOMINANT_SPECIES1_PNWRS,DOMINANT_SPECIES2_PNWRS,DOMINANT_SPECIES3_PNWRS,DSTRBCD1_P2A,DSTRBCD2_P2A,DSTRBCD3_P2A,DSTRBYR1_P2A,DSTRBYR2_P2A,DSTRBYR3_P2A,FLDTYPCD_30,FOREST_COMMUNITY_PNWRS,LAND_USECD_RMRS,MAICF,PCTBARE_RMRS,QMD_RMRS,RANGETYPCD_RMRS,SDIMAX_RMRS,SDIPCT_RMRS,SDI_RMRS,STAND_STRUCTURE_ME_NERS,TREES_PRESENT_NCRS,TREES_PRESENT_NERS,TRTCD1_P2A,TRTCD2_P2A,TRTCD3_P2A,TRTOPCD,TRTYR1_P2A,TRTYR2_P2A,TRTYR3_P2A,LAND_COVER_CLASS_CD,SIEQN_REF_CD,SICOND_FVS,SIBASE_FVS,SISP_FVS,SIEQN_REF_CD_FVS,MQUADPROP_UNADJ,SOILPROP_UNADJ,FOREST_COND_STATUS_CHANGE_CD
9165823010661,9165822010661,1985,9,1,1,21,1,1,,1,31,30,,100,,,0,,,6,,,,0,,,1.0,1.0,1.0,,0,0,29,5,5,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.268066,6.155982,34.851718,0.842393,0.093599,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165852010661,9165851010661,1985,9,1,1,24,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165854010661,9165853010661,1985,9,1,1,25,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165856010661,9165855010661,1985,9,1,1,28,1,1,,0,46,40,,100,,,0,,,6,,50,,0,,,1.0,1.0,1.0,,0,0,29,5,5,,,,,,,,,,,,,,85.5494,,,,,,,,,,,,,,,,0.268066,6.155982,34.851718,0.842393,0.093599,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165883010661,9165882010661,1985,9,1,1,29,1,1,,0,46,40,,100,,,0,,,6,,50,,0,,,1.0,1.0,1.0,,0,0,29,5,5,,,,,,,,,,,,,,91.4761,,,,,,,,,,,,,,,,0.268066,6.155982,34.851718,0.842393,0.093599,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165898010661,9165897010661,1985,9,1,1,31,1,1,,0,46,40,,100,,,0,,,6,,50,,0,,,1.0,1.0,1.0,,0,0,29,5,5,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.268066,6.155982,34.851718,0.842393,0.093599,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165922010661,9165921010661,1985,9,1,1,64,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165924010661,9165923010661,1985,9,1,1,65,1,1,,0,46,40,,800,,,-999,1,,4,,50,,0,,,1.0,1.0,1.0,,15,327,29,2,2,,,,,,,,,,,,,,97.0241,,,,,,,,,,,,,,,,2.663603,12.356573,31.026445,0.697616,0.077513,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165957010661,9165956010661,1985,9,1,1,66,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165959010661,9165958010661,1985,9,1,1,67,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165961010661,9165960010661,1985,9,1,1,68,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165963010661,9165962010661,1985,9,1,1,69,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165965010661,9165964010661,1985,9,1,1,70,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165967010661,9165966010661,1985,9,1,1,71,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165969010661,9165968010661,1985,9,1,1,72,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9165971010661,9165970010661,1985,9,1,1,73,1,1,,0,31,30,,505,,,-999,1,,5,,50,,0,,,1.0,1.0,1.0,,15,95,19,1,1,,,,,,,,,,,,,,88.3858,,,,,,,,,,,,,,,,3.181625,3.657903,23.676674,0.733382,0.081487,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166003010661,9166002010661,1985,9,1,1,74,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166005010661,9166004010661,1985,9,1,1,75,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166007010661,9166006010661,1985,9,1,1,76,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166009010661,9166008010661,1985,9,1,1,77,1,1,,0,46,40,,801,,,65,1,,4,,50,,0,,,1.0,1.0,1.0,,18,191,29,3,3,,,,,,,,,,,,,,61.3896,,,,,,,,,,,,,,,,2.021387,12.219217,31.026445,0.706848,0.078539,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166038010661,9166037010661,1985,9,1,1,78,1,1,,0,46,40,,505,,,85,1,,5,,50,,0,,,1.0,1.0,1.0,,22,266,29,2,2,,,,,,,,,,,,,,86.3075,,,,,,,,,,,,,,,,2.488534,4.307565,23.676674,0.739038,0.082115,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166073010661,9166072010661,1985,9,1,1,79,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166075010661,9166074010661,1985,9,1,1,80,1,1,,0,46,40,,105,,,85,1,,6,,50,,0,,,1.0,1.0,1.0,,18,242,29,1,1,,,,,,,,,,,,,,128.6644,,,,,,,,,,,,,,,,2.676139,6.54835,34.851718,0.635696,0.070633,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166120010661,9166119010661,1985,9,1,1,81,1,1,,0,46,40,,701,,,-999,2,,6,,50,,0,,,1.0,1.0,1.0,,0,0,29,4,4,,,,,,,,,,,,,,22.2709,,,,,,,,,,,,,,,,0.785126,3.657903,49.812922,0.791126,0.087903,2003-09-26 00:00:00,2009-10-28 14:22:08,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166130010661,9166129010661,1985,9,1,1,82,1,1,,0,46,40,,105,,,-999,1,,6,,50,,0,,,1.0,1.0,1.0,,26,289,29,2,2,,,,,,,,,,,,,,142.9949,,,,,,,,,,,,,,,,3.164087,6.155982,34.851718,0.628642,0.069849,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166182010661,9166181010661,1985,9,1,1,83,1,1,,0,46,40,,520,,,45,1,,4,,50,,0,,,1.0,1.0,1.0,,8,360,39,4,2,,,,,,,,,,,,,,55.1279,,,,,,,,,,,,,,,,1.61269,2.816757,23.676674,0.759964,0.08444,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166209010661,9166208010661,1985,9,1,1,84,1,1,,0,46,40,,800,,,45,1,,5,,50,,0,,,1.0,1.0,1.0,,5,75,29,2,2,,,,,,,,,,,,,,85.6762,,,,,,,,,,,,,,,,2.499726,10.240484,31.026445,0.697755,0.077528,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166242010661,9166241010661,1985,9,1,1,85,1,1,,0,32,30,,505,,,-999,1,,6,,50,,0,,,1.0,1.0,1.0,,24,37,29,3,3,,,,,,,,,,,,,,74.7552,,,,,,,,,,,,,,,,2.754064,3.657903,23.676674,0.739636,0.082182,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166266010661,9166265010661,1985,9,1,1,86,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166268010661,9166267010661,1985,9,1,1,87,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166316010661,9166315010661,1985,9,1,1,91,1,1,,0,32,30,,800,,,85,1,,5,,50,,0,,,1.0,1.0,1.0,,4,0,29,2,2,,,,,,,,,,,,,,117.347,,,,,,,,,,,,,,,,3.124167,13.680735,31.026445,0.682359,0.075818,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166270010661,9166269010661,1985,9,1,1,88,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166272010661,9166271010661,1985,9,1,1,89,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166274010661,9166273010661,1985,9,1,1,90,1,1,,0,46,40,,800,,,45,1,,5,,50,,0,,,1.0,1.0,1.0,,20,84,29,2,1,,,,,,,,,,,,,,101.131,,,,,,,,,,,,,,,,2.646696,10.240484,31.026445,0.69443,0.077159,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166374010661,9166373010661,1985,9,1,1,92,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9166376010661,9166375010661,1985,9,1,1,93,1,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-09-26 00:00:00,2009-10-28 14:22:09,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
