lat,lon,category,label
37.9920,-90.9644,insects,Boring insects
35.1919,-91.2673,disease,Stem decay
47.1333,-93.2615,animal,Wild animals
38.2137,-79.7474,disease,Stem decay
36.9151,-83.8153,disease,Stem decay
41.3963,-92.2681,other,Other damages
42.5029,-123.9637,abiotic,Abiotic damage
45.9469,-92.2047,animal,Wild animals
32.3150,-89.6502,disease,Stem decay
35.1426,-84.5959,disease,Root/butt diseases
36.1795,-92.6514,disease,Stem decay
31.0036,-90.9695,disease,Stem decay
32.9432,-79.8281,canker/rust,Fusiform rust
39.3157,-120.9096,disease,Stem decay
30.1048,-92.8709,disease,Stem decay
44.7856,-75.3421,disease,Stem decay
48.7458,-122.6283,disease,Stem decay
34.9430,-92.1466,disease,Stem decay
40.6503,-121.1925,disease,Cankers (non-rust)
46.6250,-92.4121,animal,Wild animals
46.3402,-87.5021,animal,Wild animals
36.4836,-91.0928,disease,Stem decay
35.6745,-95.3005,disease,Stem decay
37.8080,-82.5157,disease,Stem decay
48.3317,-115.1835,disease,Foliage diseases
42.1454,-79.5632,disease,Stem decay
37.3441,-81.5015,disease,Stem decay
42.7407,-77.6562,disease,Stem decay
31.5942,-86.0963,disease,Stem decay
35.3022,-87.1449,disease,Stem decay
30.4996,-95.5435,disease,Stem decay
31.8395,-90.1709,disease,Stem decay
32.5040,-94.9174,disease,Stem decay
44.9025,-70.0061,disease,Stem decay
31.6770,-88.4998,disease,Stem decay
34.6803,-95.2862,disease,Stem decay
30.4100,-91.4132,disease,Stem decay
35.8376,-76.8420,disease,Stem decay
43.5928,-75.0960,disease,Stem decay
44.5824,-84.0798,disease,Cankers (non-rust)
47.7688,-122.9990,disease,Stem decay
36.8581,-81.4962,disease,Stem decay
43.3754,-75.4613,disease,Stem decay
32.1224,-83.1013,disease,Root/butt diseases
32.4177,-110.6883,fire,Fire
46.2895,-69.2420,disease,Stem decay
38.4273,-81.3682,disease,Stem decay
29.5179,-98.9393,disease,Stem decay
44.9820,-84.8258,other,Other damages
37.6391,-77.3248,disease,Stem decay
47.7595,-90.6957,animal,Wild animals
34.8407,-84.5405,disease,Root/butt diseases
48.0409,-92.0068,disease,General diseases
33.1290,-105.5384,disease,Stem decay
45.9646,-87.3829,disease,Stem decay
35.2645,-96.9716,disease,Stem decay
44.7344,-112.8936,defoliators,Western spruce budworm
35.6782,-93.5300,disease,Root/butt diseases
38.6911,-82.6857,disease,Stem decay
31.7207,-88.8968,disease,Stem decay
41.6642,-83.6491,disease,Stem decay
46.3720,-89.3923,other,Other damages
37.5260,-86.1285,disease,Stem decay
35.3555,-95.9430,disease,Stem decay
44.7936,-83.3713,boring insects,Emerald ash borer
48.8880,-116.2584,disease,Cankers (non-rust)
43.9804,-85.2731,other,Other damages
44.9705,-115.8594,defoliators,Western spruce budworm
32.1406,-82.8560,disease,Stem decay
47.2343,-93.9372,disease,Stem decay
41.4252,-93.7129,disease,Stem decay
48.1881,-93.4795,disease,Stem decay
35.6745,-93.2714,disease,Root/butt diseases
37.1003,-108.0176,disease,Stem decay
30.9443,-94.1754,disease,Stem decay
47.3140,-69.1559,disease,Stem decay
36.8526,-76.4178,disease,Stem decay
38.3981,-105.6927,disease,Broom rusts
44.5066,-70.1057,disease,Stem decay
44.4550,-72.5890,disease,Stem decay
41.1540,-93.6813,human,Human activities
32.8652,-83.9185,disease,Stem decay
32.4902,-89.2991,disease,Root/butt diseases
36.6951,-77.4053,canker/rust,Fusiform rust
35.3245,-106.4334,disease,Decline complexes/dieback/wilts
44.7456,-118.3740,insects,Sucking insects (adelgids/scales/aphids)
39.3224,-75.2088,disease,Stem decay
39.5554,-85.3506,disease,Stem decay
40.6005,-109.9421,disease,Cankers (non-rust)
36.7505,-95.5306,disease,Stem decay
31.4336,-90.9904,disease,Stem decay
44.4983,-73.2236,disease,Stem decay
33.7066,-91.7383,disease,Stem decay
36.2870,-81.0265,disease,Root/butt diseases
39.9704,-79.9191,insects,Boring insects
40.3295,-94.6664,disease,Stem decay
48.5498,-94.9535,disease,Stem decay
42.6943,-76.4504,disease,Stem decay
41.6044,-73.9116,disease,Stem decay
35.9179,-93.2100,disease,Stem decay
34.7712,-83.2077,disease,Root/butt diseases
40.3867,-77.7890,defoliators,Gypsy moth
31.8038,-83.8453,disease,Root/butt diseases
43.0201,-73.0961,disease,Stem decay
33.7857,-82.7508,canker/rust,Fusiform rust
31.8607,-92.5473,disease,Stem decay
33.8513,-109.0282,fire,Fire
47.0203,-68.7769,disease,Stem decay
36.7742,-111.7805,unknown,Unknown
43.9421,-71.4236,disease,Stem decay
37.9337,-85.8763,disease,Root/butt diseases
31.4566,-83.4384,canker/rust,Fusiform rust
32.7347,-83.2256,disease,Stem decay
37.0812,-93.5742,disease,Stem decay
34.6611,-86.8181,disease,Stem decay
44.8077,-74.0649,disease,Stem decay
37.4213,-89.5021,disease,Stem decay
37.9281,-85.8206,disease,Root/butt diseases
36.9175,-90.5451,insects,Boring insects
45.9505,-115.2654,disease,Cankers (non-rust)
32.8384,-93.9200,disease,Stem decay
33.3826,-95.6612,disease,Stem decay
35.7701,-91.7318,disease,Stem decay
37.0283,-86.5168,disease,Root/butt diseases
43.3909,-70.4839,disease,Stem decay
31.8097,-87.5586,disease,Stem decay
48.1868,-92.3635,disease,Stem decay
37.1183,-80.9773,disease,Stem decay
34.8562,-84.6872,disease,Stem decay
33.1804,-80.4543,disease,Stem decay
42.7793,-78.3197,defoliators,Gypsy moth
33.0514,-95.7346,disease,Stem decay
35.3454,-86.7881,disease,Root/butt diseases
30.5868,-81.8412,canker/rust,Fusiform rust
44.9412,-88.6572,disease,Stem decay
47.0711,-92.0264,disease,Stem decay
37.6229,-82.6148,disease,Root/butt diseases
48.9492,-114.3353,disease,Stem decay
41.0538,-82.8040,disease,Stem decay
41.2097,-92.7742,insects,Boring insects
32.0771,-95.9456,disease,Root/butt diseases
36.4161,-84.7215,disease,Stem decay
36.9253,-91.3507,disease,Stem decay
44.5228,-73.4278,disease,Stem decay
34.7159,-84.5887,disease,Stem decay
30.7494,-85.1820,disease,Stem decay
46.0800,-86.4134,disease,Stem decay
36.2069,-76.1682,disease,Stem decay
33.2671,-107.9510,fire,Fire
33.9344,-110.6699,disease,Stem decay
39.1058,-80.6989,disease,Stem decay
32.5774,-81.6182,insects,Bark beetles
37.7068,-85.4936,disease,Stem decay
47.7305,-123.0316,disease,Stem decay
35.8558,-76.4260,disease,Root/butt diseases
31.9375,-82.8986,disease,Root/butt diseases
47.6798,-95.0867,disease,Stem decay
33.1729,-79.5478,disease,Stem decay
31.3113,-84.3070,fire,Fire
42.1456,-75.6702,disease,Stem decay
32.0582,-88.7908,disease,Stem decay
46.0609,-68.0509,disease,Stem decay
39.9300,-79.9616,disease,Stem decay
41.0030,-72.1536,disease,Stem decay
32.4423,-81.6746,canker/rust,Fusiform rust
43.6400,-74.0773,disease,Cankers (non-rust)
32.7903,-88.9491,disease,Stem decay
44.3612,-114.4295,insects,Defoliators
33.7567,-91.2322,disease,Stem decay
43.7032,-85.6696,defoliators,Gypsy moth
44.0969,-69.8033,insects,Boring insects
43.5659,-91.7863,disease,Stem decay
47.3305,-120.4608,fire,Fire
42.5784,-92.6727,other,Other damages
40.5466,-109.0286,abiotic,Abiotic damage
46.0622,-90.5214,animal,Wild animals
31.3274,-101.2212,disease,Stem decay
31.8307,-91.3143,disease,Stem decay
35.1141,-79.7714,fire,Fire
48.0315,-121.6101,disease,Stem decay
40.8251,-77.4004,animal,Wild animals
39.9772,-89.9601,disease,Stem decay
31.9316,-88.5374,disease,Stem decay
35.1929,-82.1669,canker/rust,Fusiform rust
36.5509,-93.8107,insects,Boring insects
31.2917,-89.8979,canker/rust,Fusiform rust
38.6559,-82.4459,disease,Stem decay
43.7958,-75.7083,disease,Stem decay
28.3947,-97.6298,disease,Cankers (non-rust)
31.4295,-85.5121,competition,Competition
47.1557,-113.3742,disease,Cankers (non-rust)
32.5258,-83.2798,disease,Stem decay
32.8817,-94.0807,human,Human activities
45.3848,-112.8269,disease,Cankers (non-rust)
34.7692,-91.3699,disease,Stem decay
35.6949,-87.3387,disease,Root/butt diseases
33.6720,-79.4136,canker/rust,Fusiform rust
44.3439,-70.6948,disease,Stem decay
47.9297,-94.5384,disease,Stem decay
30.2823,-93.9255,disease,Stem decay
44.2523,-121.9749,fire,Fire
38.1539,-91.6392,disease,Stem decay
34.6884,-88.4694,disease,Stem decay
46.6069,-69.4894,disease,Stem decay
44.9412,-88.6572,disease,Stem rusts
34.8396,-90.0456,disease,Stem decay
32.7662,-94.9104,disease,Stem decay
33.7585,-83.9137,disease,Stem decay
31.4616,-89.6749,disease,Stem decay
44.5580,-70.5223,disease,Stem decay
47.1482,-92.5730,disease,Stem decay
46.3577,-92.1068,disease,Stem decay
35.6582,-94.2083,disease,Stem decay
43.9543,-119.5547,insects,Bark beetles
41.3706,-111.7244,unknown,Unknown
42.2108,-76.8587,disease,Stem decay
44.4507,-122.2725,disease,Stem decay
47.4180,-121.3655,disease,Broom rusts
48.9400,-96.5148,disease,Stem decay
32.2296,-88.9467,disease,Stem decay
43.4169,-71.6948,disease,Stem decay
36.4739,-77.5830,disease,Stem decay
37.1993,-87.7823,disease,Parasitic/epiphytic plants
42.3650,-76.9451,disease,Stem decay
45.8564,-87.0614,disease,Stem decay
44.8930,-73.4505,foliage/wilt disease,Dutch elm disease
46.6454,-96.2036,animal,Wild animals
37.5853,-78.5008,disease,Stem decay
46.4899,-69.6862,disease,Stem decay
38.5702,-106.3888,disease,Stem decay
39.9529,-108.4784,disease,Stem decay
44.6822,-70.0037,disease,Stem decay
43.6511,-74.1663,canker/rust,Beech bark disease
45.4452,-69.9149,disease,Stem decay
44.2218,-70.5327,disease,Stem decay
34.8838,-83.0834,abiotic,Abiotic damage
42.7228,-122.7584,animal,Wild animals
39.7443,-80.3635,disease,Stem decay
43.4370,-70.6694,disease,Stem decay
42.6992,-76.0511,disease,Stem decay
44.1017,-91.1049,disease,Stem decay
46.1388,-112.2927,disease,Cankers (non-rust)
36.8027,-121.4715,disease,Root/butt diseases
44.3957,-121.9680,disease,Stem decay
48.9530,-96.3926,animal,Wild animals
46.2871,-85.6708,disease,Stem decay
36.0841,-93.0921,fire,Fire
33.2363,-92.9190,canker/rust,Fusiform rust
38.6585,-82.6102,disease,Stem decay
35.3333,-98.6609,disease,Stem decay
41.9806,-85.5292,animal,Wild animals
40.3333,-91.8547,disease,Cankers (non-rust)
47.9463,-92.9978,disease,Stem decay
44.5154,-75.3970,other,Other damages
44.2052,-74.5176,animal,Wild animals
38.7564,-79.2511,disease,Stem decay
41.7084,-78.8182,disease,Cankers (non-rust)
30.5418,-95.2399,disease,Stem decay
38.2698,-83.4162,disease,Root/butt diseases
41.7389,-123.7834,insects,Boring insects
43.4510,-74.8037,disease,Stem decay
45.3368,-92.2022,insects,Boring insects
45.0304,-88.8206,insects,Boring insects
39.9011,-80.2780,disease,Stem decay
46.2569,-95.4683,disease,Stem decay
44.3378,-115.4936,disease,Stem rusts
34.2768,-90.1009,disease,Stem decay
39.7613,-121.1499,insects,Defoliators
32.3058,-82.7236,disease,Stem decay
45.8953,-88.6706,disease,Stem decay
39.8263,-111.3834,disease,Stem decay
45.4475,-90.1953,other,Other damages
33.1241,-84.6100,disease,Root/butt diseases
46.9280,-94.9834,animal,Wild animals
33.8837,-97.7885,disease,Stem decay
40.0292,-83.2813,disease,Stem decay
30.6435,-90.4131,insects,Boring insects
38.4114,-85.7683,disease,Stem decay
45.2508,-90.6474,disease,Stem decay
44.1760,-122.1732,disease,Stem decay
35.9168,-88.0424,disease,Root/butt diseases
42.9812,-76.0253,disease,Stem decay
43.4607,-91.4409,disease,Stem decay
46.4485,-85.4789,disease,Stem decay
36.0084,-77.4578,disease,Stem decay
34.8707,-83.3062,abiotic,Abiotic damage
31.8496,-94.6629,disease,Stem decay
43.3810,-73.6898,defoliators,Gypsy moth
31.2115,-93.7119,disease,Stem decay
37.3890,-90.7098,disease,Stem decay
30.3714,-82.6529,canker/rust,Fusiform rust
35.7602,-96.5893,disease,Root/butt diseases
37.2254,-90.5382,insects,Boring insects
46.2679,-90.4212,disease,Stem decay
33.7664,-91.9886,disease,Stem decay
47.3286,-91.8315,disease,Cankers (non-rust)
45.4557,-91.4687,other,Other damages
36.2780,-93.7742,disease,Stem decay
45.7660,-68.3602,disease,Stem decay
35.2596,-87.9943,disease,Stem decay
44.8096,-85.1372,disease,Stem decay
45.5960,-87.8292,other,Other damages
37.9740,-120.0240,disease,Stem decay
31.9608,-94.5461,disease,Stem decay
37.4625,-82.5213,insects,Boring insects
41.4438,-78.9873,disease,Stem decay
41.6762,-79.3861,other,Other damages
46.9812,-68.8821,disease,Stem decay
32.1046,-85.5959,disease,Stem decay
43.7983,-72.7965,disease,Stem decay
38.4365,-106.3221,abiotic,Abiotic damage
44.7420,-95.0218,insects,General insects
47.5093,-95.0603,disease,Cankers (non-rust)
44.6574,-71.4762,disease,Cankers (non-rust)
45.3180,-84.7533,insects,General insects
37.5665,-81.7897,fire,Fire
37.2925,-81.9260,disease,Cankers (non-rust)
34.9023,-84.7069,disease,Root/butt diseases
41.8689,-78.2211,disease,Stem decay
45.1235,-90.6432,other,Other damages
43.2656,-110.3212,disease,Stem decay
33.8546,-82.1341,canker/rust,Fusiform rust
37.5225,-81.6924,disease,Stem decay
41.8697,-92.2158,disease,Cankers (non-rust)
34.4834,-83.4814,disease,Stem decay
47.3631,-121.0403,disease,Stem decay
37.2450,-84.0430,disease,Root/butt diseases
33.3973,-105.6941,insects,Defoliators
34.0338,-82.4216,disease,Root/butt diseases
30.7045,-91.3575,competition,Competition
36.8859,-85.7877,disease,Stem decay
41.8502,-79.3608,disease,Stem decay
37.0616,-81.4078,disease,Stem decay
41.2047,-77.4007,insects,Boring insects
30.1226,-91.6871,disease,Stem decay
43.8667,-114.4506,defoliators,Western spruce budworm
36.3933,-88.6702,disease,Stem decay
38.4782,-90.6698,animal,Wild animals
45.2100,-94.2407,insects,General insects
45.6356,-88.2422,disease,Stem decay
33.3253,-92.9709,disease,Stem decay
34.6530,-84.1030,disease,Stem decay
37.4160,-91.6045,disease,Stem decay
32.9134,-89.3641,disease,Stem decay
46.5579,-92.9980,animal,Wild animals
31.7392,-98.3062,disease,Stem decay
39.5172,-94.9283,disease,Stem decay
46.1142,-91.6667,disease,Stem decay
33.4209,-84.4908,disease,Stem decay
36.1426,-80.5107,disease,Stem decay
33.0173,-81.3790,disease,Root/butt diseases
42.7474,-72.8189,disease,Stem decay
41.6388,-123.1907,fire,Fire
46.2381,-86.9272,disease,Cankers (non-rust)
40.9945,-110.3767,disease,Cankers (non-rust)
35.8817,-83.1194,disease,Decline complexes/dieback/wilts
43.9254,-91.8152,disease,Stem decay
34.9540,-80.9187,disease,Stem decay
42.8582,-72.6684,disease,Stem decay
42.2834,-73.9852,sucking insects,Hemlock woolly adelgid
46.5431,-86.0473,insects,General insects
34.3533,-101.1423,disease,Stem decay
45.7792,-92.3440,disease,Stem rusts
42.4608,-75.4885,disease,Stem decay
46.3985,-92.4729,animal,Wild animals
44.6185,-71.4117,disease,Stem decay
46.3526,-89.0168,other,Other damages
33.0376,-80.6040,canker/rust,Fusiform rust
37.8555,-91.3058,animal,Wild animals
38.3421,-82.4244,disease,Stem decay
47.5697,-112.9279,insects,Bark beetles
43.2746,-70.6731,insects,Boring insects
37.1632,-83.4509,disease,Stem decay
30.7288,-84.2782,disease,Root/butt diseases
44.8187,-72.4711,other,Other damages
37.4488,-91.0008,disease,Stem decay
45.8343,-88.6337,disease,Stem decay
37.4910,-91.4976,disease,Parasitic/epiphytic plants
44.0280,-71.3184,canker/rust,Beech bark disease
39.2913,-80.1423,disease,Stem decay
43.8916,-70.8556,disease,Stem decay
45.5607,-90.0894,disease,Stem decay
43.5207,-73.2012,disease,Stem decay
41.8206,-120.9071,disease,Stem decay
38.6268,-111.5633,disease,Root/butt diseases
45.7270,-109.2713,unknown,Unknown
42.0409,-80.1684,animal,Wild animals
40.3004,-92.7510,animal,Wild animals
36.8082,-86.3476,disease,Stem decay
37.1416,-91.5603,insects,Boring insects
30.4956,-90.8551,disease,Stem decay
40.6740,-74.7878,canker/rust,Beech bark disease
30.4589,-93.9816,canker/rust,Fusiform rust
47.7873,-92.6065,animal,Wild animals
45.2772,-89.1915,disease,Stem decay
36.3759,-76.5266,disease,Stem decay
43.1572,-74.5948,disease,Stem decay
45.6820,-90.6897,other,Other damages
45.6969,-118.0447,disease,Stem decay
32.9300,-88.6949,canker/rust,Fusiform rust
31.2101,-95.4482,disease,Stem decay
35.7078,-79.4724,disease,Stem decay
46.0795,-86.6016,disease,Stem decay
38.8237,-79.0485,defoliators,Gypsy moth
45.3521,-83.6162,disease,Decline complexes/dieback/wilts
45.6372,-115.1264,fire,Fire
36.7760,-88.5480,disease,Root/butt diseases
41.0664,-74.5287,disease,Stem decay
48.3259,-93.2227,disease,Stem decay
41.7880,-70.8561,disease,Cankers (non-rust)
41.5535,-76.4600,canker/rust,Beech bark disease
48.9826,-118.8901,other,Other damages
43.3552,-75.1689,disease,Stem decay
40.8568,-75.2757,animal,Wild animals
44.8771,-95.6441,disease,Stem decay
44.4317,-112.1307,insects,Defoliators
38.9689,-97.4788,animal,Wild animals
47.0505,-67.8383,disease,Stem decay
45.6924,-94.4532,disease,Stem decay
46.2169,-92.2203,disease,Root/butt diseases
34.6723,-95.8193,disease,Stem decay
38.2720,-79.6895,disease,Stem decay
31.7738,-82.0894,disease,Stem decay
32.4298,-84.3101,disease,Stem decay
45.7270,-88.3704,disease,Cankers (non-rust)
38.2150,-82.7000,disease,Root/butt diseases
29.9590,-85.0191,disease,Stem decay
30.6279,-94.8919,disease,Root/butt diseases
33.4851,-84.8226,canker/rust,Fusiform rust
36.5691,-77.1309,disease,Stem decay
36.7599,-94.7541,disease,Stem decay
39.9325,-80.2316,disease,Stem decay
45.3716,-117.4420,disease,Stem decay
37.9050,-110.9433,fire,Fire
44.9635,-117.5584,fire,Fire
33.1870,-84.9913,canker/rust,Fusiform rust
30.7441,-85.5110,disease,Stem decay
44.2685,-103.6953,disease,Stem decay
46.1558,-89.0094,disease,Stem decay
30.9508,-88.4059,fire,Fire
32.5732,-82.6943,disease,Stem decay
44.3070,-70.1228,disease,Stem decay
42.7773,-99.8942,disease,Stem decay
45.8679,-86.3435,animal,Wild animals
37.8891,-79.9486,disease,Stem decay
46.3798,-94.0482,insects,Boring insects
46.2921,-93.1948,insects,Boring insects
42.0797,-75.1346,canker/rust,Beech bark disease
36.2700,-76.8469,disease,Stem decay
34.4968,-95.0816,disease,Stem decay
41.7971,-78.7995,animal,Wild animals
33.7524,-86.5372,disease,Stem decay
33.0154,-83.7934,disease,Root/butt diseases
47.1402,-95.6027,disease,Stem decay
46.4184,-95.8957,other,Other damages
46.1468,-88.9797,other,Other damages
43.8266,-122.1422,disease,Stem decay
30.2490,-94.9442,disease,Stem decay
45.9652,-88.7704,animal,Wild animals
43.6991,-119.3265,insects,Defoliators
41.6491,-71.6195,defoliators,Gypsy moth
44.0728,-71.9180,disease,Stem decay
41.4913,-74.8056,disease,Stem decay
32.9867,-84.3926,canker/rust,Fusiform rust
47.9624,-90.4026,animal,Wild animals
44.2797,-91.8248,disease,Stem decay
47.4633,-113.6601,defoliators,Western spruce budworm
38.1052,-92.3326,disease,Stem decay
39.4749,-79.5940,animal,Wild animals
44.1730,-90.1382,other,Other damages
48.2399,-92.7550,disease,Cankers (non-rust)
34.5799,-107.8375,insects,Bark beetles
35.0314,-94.3578,disease,Stem decay
46.1470,-122.0132,disease,Stem decay
47.6075,-92.8952,other,Other damages
46.2151,-93.0708,animal,Wild animals
44.4768,-70.5820,disease,Stem decay
38.3116,-105.1772,insects,Boring insects
46.7359,-69.5468,disease,Stem decay
44.3087,-68.3697,disease,Stem decay
38.9784,-81.1792,disease,Stem decay
29.2953,-95.9086,disease,Stem decay
44.9263,-71.6402,disease,Stem decay
36.1933,-110.6104,disease,Stem decay
36.4710,-96.9567,disease,Stem decay
45.1262,-90.3560,disease,Stem decay
35.0453,-76.7396,canker/rust,Fusiform rust
30.8559,-89.3750,disease,Stem decay
37.6615,-89.3805,disease,Stem decay
37.7599,-81.4715,disease,Stem decay
46.2449,-84.7542,unknown,Unknown
32.6269,-85.1462,canker/rust,Fusiform rust
37.6679,-119.4942,fire,Fire
29.0590,-100.0877,disease,Stem decay
36.1273,-85.8432,disease,Stem decay
39.4130,-86.1884,animal,Wild animals
44.3310,-69.2333,sucking insects,Balsam woolly adelgid
47.8839,-93.8651,disease,Stem decay
34.9395,-93.7306,disease,Stem decay
41.6752,-78.5631,disease,Cankers (non-rust)
42.6195,-72.1915,disease,Cankers (non-rust)
47.1305,-68.1183,animal,Wild animals
30.8939,-95.6991,disease,Root/butt diseases
35.6044,-85.2702,disease,Stem decay
44.8930,-73.4505,disease,Stem decay
42.9092,-73.6652,other,Other damages
37.5956,-88.9033,insects,Boring insects
44.5157,-73.9091,animal,Wild animals
35.6319,-92.1771,disease,Stem decay
32.7446,-89.9290,disease,Stem decay
37.9071,-92.6767,disease,Cankers (non-rust)
35.2222,-85.2644,disease,Root/butt diseases
43.0916,-90.8034,disease,Stem decay
32.9169,-90.7313,disease,Stem decay
32.2190,-84.4425,disease,Stem decay
45.4365,-68.6538,insects,Boring insects
48.2460,-94.0606,disease,Stem decay
35.3195,-90.8889,disease,Stem decay
36.8213,-92.5383,insects,Boring insects
33.2792,-93.8880,disease,Stem decay
35.5348,-83.5188,disease,Stem decay
43.8408,-85.3648,disease,Stem decay
43.0925,-90.0859,disease,Stem decay
32.6326,-87.7755,canker/rust,Fusiform rust
36.9214,-93.9008,animal,Wild animals
42.4540,-71.0914,other,Other damages
44.9906,-119.6682,insects,Bark beetles
30.4684,-95.2629,disease,Stem decay
33.7969,-106.3006,disease,Stem decay
31.8869,-89.9089,disease,Stem decay
31.9124,-107.3440,animal,Wild animals
33.0490,-79.6025,disease,Stem decay
47.1762,-93.2020,disease,Stem decay
35.2113,-84.3181,insects,Sucking insects (adelgids/scales/aphids)
43.1017,-71.8448,disease,Stem decay
36.8308,-96.3063,disease,Stem decay
32.5337,-82.7772,disease,Stem decay
35.3073,-84.3073,fire,Fire
36.7377,-93.2068,disease,Stem decay
44.7981,-68.0706,sucking insects,Balsam woolly adelgid
31.7757,-83.3489,disease,Root/butt diseases
41.2921,-92.5445,other,Other damages
32.2280,-89.6192,disease,Stem decay
34.8176,-94.4162,disease,Root/butt diseases
31.2045,-95.2996,disease,Stem decay
35.1853,-88.5662,disease,Stem decay
32.7404,-95.9997,disease,Stem decay
44.5868,-74.1588,disease,Stem decay
39.8671,-78.4855,insects,Sucking insects (adelgids/scales/aphids)
46.3253,-89.6617,disease,Stem decay
43.1485,-87.9210,disease,Stem decay
30.5492,-100.5961,disease,Stem decay
39.4151,-85.5552,disease,Stem decay
41.7836,-79.7780,disease,Stem decay
38.3991,-80.0929,disease,Stem decay
37.6748,-89.4557,boring insects,Emerald ash borer
30.1569,-84.4939,disease,Stem decay
40.5493,-91.6027,disease,Stem decay
37.1262,-106.7436,disease,Cankers (non-rust)
46.0167,-121.9074,insects,Bark beetles
42.2652,-90.5374,animal,Wild animals
45.4495,-68.8485,sucking insects,Balsam woolly adelgid
41.6383,-78.2120,disease,Stem decay
41.7732,-78.8324,other,Other damages
32.2091,-82.5109,disease,Cankers (non-rust)
44.9270,-117.3223,competition,Competition
45.0709,-68.8846,canker/rust,Beech bark disease
32.2415,-86.8342,disease,Stem decay
34.2539,-110.4038,fire,Fire
36.8848,-78.9393,disease,Stem decay
41.7606,-85.7137,disease,Stem decay
46.8948,-69.3092,disease,Stem decay
33.8455,-110.9948,unknown,Unknown
36.0453,-96.3520,disease,Stem decay
45.4715,-92.8766,disease,Stem decay
32.3016,-95.4177,disease,Stem decay
40.2162,-80.6150,disease,Stem decay
42.2095,-73.1027,disease,Stem decay
47.2561,-120.5751,disease,Stem decay
44.9616,-67.3879,disease,Stem decay
46.6010,-88.1490,disease,Stem decay
34.9739,-88.6552,disease,Stem decay
30.0183,-94.0422,disease,Stem decay
31.0781,-95.0794,disease,Stem decay
34.4180,-85.2765,disease,Stem decay
44.6218,-72.0180,disease,Stem decay
42.6295,-75.7442,disease,Stem decay
41.3374,-78.5481,sucking insects,Beech scale
39.0847,-85.7596,foliage/wilt disease,Dutch elm disease
48.4017,-92.7008,disease,Stem decay
30.5885,-82.2038,disease,Root/butt diseases
45.6791,-113.1121,disease,Cankers (non-rust)
32.1254,-81.7854,disease,Root/butt diseases
39.3849,-83.1006,human,Human activities
38.0325,-79.3367,competition,Competition
33.4299,-87.8705,disease,Stem decay
45.3747,-69.1663,canker/rust,Beech bark disease
34.0429,-91.0967,disease,Stem decay
35.6486,-81.3901,disease,Stem decay
37.5411,-111.6258,unknown,Unknown
43.7238,-74.6595,disease,Stem decay
44.8837,-88.4294,other,Other damages
34.9174,-83.5252,disease,Stem decay
36.4157,-110.3329,disease,Foliage diseases
33.5707,-79.2379,canker/rust,Fusiform rust
48.9082,-94.9568,disease,Stem decay
36.6378,-81.7174,disease,Stem decay
44.0960,-94.0462,insects,Boring insects
43.3817,-70.6048,disease,Stem decay
32.6323,-108.4659,disease,Decline complexes/dieback/wilts
43.0990,-72.4258,disease,Stem decay
44.9908,-118.2437,disease,Cankers (non-rust)
47.3811,-92.8931,other,Other damages
31.9261,-101.6509,disease,Stem decay
36.9711,-85.1336,disease,Stem decay
43.5647,-74.7463,animal,Wild animals
31.5746,-81.6896,canker/rust,Fusiform rust
46.6674,-88.6690,insects,Boring insects
39.5452,-91.6380,disease,Stem decay
35.8768,-86.5493,disease,Root/butt diseases
45.5314,-118.2291,root/butt disease,Armillaria root disease
43.9168,-90.8478,other,Other damages
38.4896,-86.6222,disease,Stem decay
46.7467,-95.0095,disease,Stem decay
40.9584,-122.2800,disease,Root/butt diseases
41.6518,-77.9638,disease,Stem decay
39.7641,-84.2710,disease,Stem decay
34.3124,-90.7290,insects,General insects
36.1303,-92.0702,disease,Root/butt diseases
46.0071,-83.6759,disease,Stem decay
37.4066,-94.4614,disease,Stem decay
44.9324,-88.5324,insects,Boring insects
42.2681,-73.2938,disease,Stem decay
47.2907,-101.1869,disease,Stem decay
40.4458,-108.5198,disease,Stem decay
37.2570,-106.7434,defoliators,Western spruce budworm
35.3475,-78.0886,disease,Stem decay
42.0656,-70.8900,disease,Cankers (non-rust)
45.9409,-84.8552,disease,Stem decay
40.0937,-77.1927,disease,Stem decay
48.6658,-96.3561,animal,Wild animals
38.3706,-82.2020,disease,Stem decay
34.1723,-81.5040,disease,Stem decay
44.4391,-83.6308,fire,Fire
37.0392,-81.0712,disease,Stem decay
36.7221,-88.8519,disease,Stem decay
38.1329,-105.2336,defoliators,Western spruce budworm
32.5540,-80.8538,disease,Root/butt diseases
38.3201,-88.4005,insects,Boring insects
40.1911,-106.8216,disease,Broom rusts
34.8925,-91.8444,disease,Stem decay
31.7731,-84.3007,canker/rust,Fusiform rust
38.9888,-75.4670,animal,Wild animals
44.6003,-83.3621,defoliators,Gypsy moth
33.0438,-89.8819,disease,Stem decay
37.9162,-81.8309,disease,Stem decay
37.2663,-122.3001,disease,Root/butt diseases
33.2147,-89.0017,disease,Stem decay
47.1790,-116.4084,disease,Cankers (non-rust)
38.3535,-94.4795,disease,Stem decay
47.8652,-123.2382,other,Other damages
46.1263,-113.1985,disease,Cankers (non-rust)
45.3211,-90.7914,other,Other damages
47.2007,-109.0789,disease,Cankers (non-rust)
46.6914,-88.8670,other,Other damages
37.5652,-81.5233,sucking insects,Hemlock woolly adelgid
31.3623,-110.5271,insects,General insects
46.2957,-91.0044,disease,Stem decay
46.6180,-69.3829,disease,Stem decay
