lat,lon,status
46.3051,-89.6497,Clean
35.0394,-89.0012,Clean
45.9670,-92.5035,Clean
31.0294,-100.4653,Clean
45.6484,-105.8981,Clean
34.6761,-79.4209,Excluded
44.7677,-67.1931,Clean
34.5827,-89.4200,Excluded
37.5656,-88.5159,Clean
48.6703,-94.4065,Clean
34.5393,-83.6759,Excluded
31.5962,-89.1123,Clean
38.6139,-77.4693,Clean
46.6443,-89.0999,Clean
42.6251,-122.3981,Excluded
35.7844,-87.6675,Clean
39.7918,-105.9995,Clean
48.8132,-119.1585,Excluded
44.9753,-69.0752,Clean
46.1047,-87.8263,Excluded
45.2173,-115.6255,Clean
31.9787,-82.3179,Clean
34.3307,-81.8547,Excluded
35.0782,-82.3875,Clean
41.5917,-75.3621,Clean
32.8751,-81.1953,Clean
41.9912,-122.9835,Excluded
30.7202,-100.3751,Clean
31.3849,-84.6157,Clean
31.9807,-95.8687,Clean
27.9714,-80.6717,Clean
30.4628,-85.4546,Clean
32.6758,-88.4929,Excluded
43.3174,-72.9480,Clean
31.6990,-81.5613,Excluded
45.1875,-89.4114,Excluded
48.4667,-119.8205,Clean
44.8154,-69.2043,Excluded
37.7248,-85.0763,Clean
40.3944,-74.0530,Clean
37.3883,-81.5033,Clean
40.0661,-87.9026,Clean
34.1489,-81.4689,Clean
39.5272,-111.1800,Excluded
35.6756,-91.9626,Clean
31.6017,-85.6136,Clean
38.1507,-77.4666,Clean
46.4787,-68.4053,Clean
32.6580,-84.0606,Clean
43.7395,-120.9938,Clean
44.8884,-68.1706,Clean
31.2863,-88.2012,Excluded
30.1376,-83.8607,Clean
37.3171,-104.9487,Clean
43.7824,-103.5112,Excluded
35.9100,-106.3885,Clean
46.1599,-93.3026,Clean
37.9982,-80.1997,Clean
33.4782,-88.0836,Excluded
36.8691,-110.6135,Clean
32.3493,-109.5015,Clean
30.7094,-93.1694,Excluded
41.3082,-72.3122,Clean
45.7354,-88.7727,Clean
40.7730,-109.3985,Clean
34.2878,-92.5057,Clean
42.3158,-73.3002,Excluded
39.3144,-81.0159,Clean
30.6911,-85.0171,Excluded
47.8877,-121.5033,Excluded
33.6892,-85.5576,Clean
47.6240,-116.3422,Clean
35.1981,-83.0623,Clean
48.1423,-114.6421,Clean
43.9603,-90.1302,Excluded
36.3972,-86.7616,Clean
30.0177,-84.8537,Clean
41.7255,-79.2652,Clean
40.4072,-121.6981,Clean
47.5548,-93.1885,Clean
45.9286,-68.0952,Clean
32.2658,-102.9215,Clean
43.8933,-93.9925,Clean
47.3882,-115.0790,Clean
39.2952,-111.9849,Clean
37.9902,-85.2664,Clean
38.6610,-78.9274,Clean
43.6452,-108.7144,Clean
47.0574,-68.4479,Clean
46.7645,-113.4159,Clean
36.6684,-82.8286,Clean
45.1618,-89.8918,Clean
44.1907,-114.8680,Clean
46.7249,-88.5601,Clean
44.9092,-74.1366,Clean
46.2852,-91.4218,Clean
47.5448,-94.5386,Clean
30.1457,-83.6624,Excluded
45.5487,-121.4928,Excluded
31.2319,-90.8137,Clean
36.4007,-85.3933,Clean
47.4295,-113.2508,Clean
34.5362,-94.7132,Clean
42.6918,-124.2708,Clean
42.1140,-85.0642,Clean
32.8998,-94.7042,Clean
46.0090,-86.7420,Clean
34.2324,-90.0937,Clean
42.0856,-120.7824,Clean
44.4269,-68.9993,Clean
37.3385,-82.0117,Excluded
36.1873,-113.5365,Clean
31.5918,-94.3137,Clean
37.6004,-85.1031,Excluded
47.9416,-93.2447,Clean
47.4028,-116.3438,Clean
39.6559,-111.5276,Clean
37.6811,-96.1308,Clean
37.6858,-77.5472,Clean
32.8272,-89.6152,Clean
37.9334,-80.2560,Clean
38.0353,-122.6912,Clean
45.3093,-69.0070,Clean
43.6657,-85.9238,Clean
43.2636,-74.3622,Clean
30.3577,-85.8516,Clean
40.4137,-91.9148,Clean
47.7894,-120.2223,Clean
45.0607,-89.2788,Clean
45.1762,-92.2335,Clean
41.4782,-75.8260,Clean
36.9364,-83.8713,Clean
33.6639,-93.3765,Excluded
32.6746,-92.0607,Clean
42.7241,-82.7822,Clean
44.8235,-92.1539,Excluded
47.0726,-92.6290,Excluded
38.0966,-80.7074,Clean
38.7542,-82.1785,Clean
43.6738,-119.2349,Clean
42.6042,-123.3312,Clean
35.3933,-85.3212,Clean
45.5692,-67.4609,Clean
34.2498,-111.5404,Clean
33.4276,-88.0221,Clean
43.6229,-111.0633,Clean
39.9388,-74.5618,Clean
36.5213,-91.9015,Clean
45.5954,-87.8850,Clean
34.5052,-81.4308,Clean
32.2730,-87.3789,Clean
45.3011,-88.6928,Clean
34.4941,-90.5056,Clean
31.5761,-87.3638,Clean
46.8140,-92.5839,Clean
46.5306,-90.7585,Clean
37.2392,-80.5874,Excluded
31.3216,-83.4848,Clean
46.8949,-67.8707,Clean
42.6794,-120.7947,Clean
38.7446,-81.7220,Clean
33.6227,-86.4821,Clean
38.8478,-85.9892,Clean
31.9928,-83.3396,Clean
32.2225,-82.1269,Clean
27.4844,-98.4290,Clean
42.5554,-74.5930,Clean
34.8828,-83.5999,Clean
47.1499,-68.2054,Clean
45.8927,-123.9538,Excluded
46.3095,-86.7712,Clean
31.1673,-87.0218,Clean
43.3823,-121.7202,Clean
30.5809,-93.5764,Clean
45.3542,-114.5784,Clean
34.8062,-81.4004,Clean
42.7084,-74.1094,Clean
37.8149,-79.0996,Clean
38.5379,-80.9190,Clean
35.9540,-106.6678,Clean
48.3066,-116.6647,Clean
26.4992,-98.9614,Clean
30.9989,-86.1748,Excluded
44.7119,-72.4533,Clean
43.9833,-91.6018,Clean
47.9141,-120.2888,Clean
36.6050,-114.0983,Clean
43.0219,-122.7039,Clean
39.2432,-80.1118,Clean
45.6552,-89.7573,Clean
43.7579,-121.8130,Clean
36.6826,-93.4484,Clean
38.0738,-87.0995,Clean
37.7868,-86.8374,Excluded
35.8249,-88.5079,Excluded
38.5062,-84.1010,Clean
46.0628,-89.2304,Excluded
48.2791,-93.4734,Clean
34.8272,-83.9021,Clean
48.0504,-95.4131,Excluded
44.3065,-75.8497,Clean
36.9625,-117.1906,Clean
44.0486,-118.6892,Clean
36.7408,-92.7710,Clean
36.5406,-76.9848,Clean
48.5663,-94.8695,Clean
37.5627,-90.5770,Clean
36.2646,-92.5466,Clean
34.0486,-91.0419,Clean
43.2659,-89.8539,Clean
35.6876,-93.8642,Clean
44.0197,-76.0562,Excluded
46.6893,-89.6559,Clean
44.7486,-68.3993,Clean
32.0267,-86.7744,Clean
46.3502,-69.3062,Excluded
41.8262,-100.2771,Clean
31.1753,-90.6598,Excluded
29.5878,-83.2797,Clean
31.7667,-85.6632,Clean
28.2863,-81.5987,Clean
40.7803,-79.1527,Clean
45.1187,-114.2641,Clean
33.0386,-88.1192,Clean
34.4737,-88.1383,Excluded
48.1085,-120.2443,Excluded
38.5433,-84.9217,Clean
31.4030,-81.8924,Clean
34.8535,-84.6205,Clean
44.1518,-85.4843,Excluded
46.4464,-91.6764,Clean
37.6276,-80.5598,Clean
35.4571,-82.2777,Clean
42.6998,-71.9017,Clean
33.5576,-79.4795,Excluded
41.2584,-111.4469,Clean
35.4550,-82.9500,Clean
36.3108,-87.8845,Excluded
43.8430,-89.7736,Excluded
30.6769,-86.5116,Excluded
31.9069,-84.1123,Excluded
30.0101,-100.6671,Clean
31.6714,-93.8433,Clean
46.4610,-121.7525,Clean
42.1967,-74.4727,Clean
41.9264,-79.1175,Clean
35.4554,-81.7431,Clean
44.3900,-74.3551,Clean
32.1375,-100.0449,Clean
43.9522,-90.2040,Clean
29.0768,-81.2115,Clean
40.1401,-110.5772,Clean
45.9269,-91.8055,Clean
36.6974,-77.5801,Clean
47.3256,-123.3167,Clean
47.5349,-121.3124,Clean
47.3902,-92.1912,Clean
47.3843,-113.2508,Clean
34.6859,-92.7450,Clean
34.3016,-81.4390,Clean
39.1816,-86.9968,Clean
44.1925,-91.3630,Clean
45.2710,-91.3763,Clean
46.2890,-117.7737,Clean
38.8631,-81.7778,Clean
37.2316,-119.1679,Clean
38.7531,-94.1167,Clean
37.3792,-113.7625,Clean
47.8978,-116.2516,Clean
38.0771,-112.1985,Clean
34.5507,-95.6524,Excluded
41.6941,-75.4161,Clean
43.2250,-124.0767,Clean
34.7582,-94.7038,Clean
45.2467,-89.8742,Clean
37.6592,-76.6642,Excluded
30.2928,-89.3945,Clean
47.5125,-123.9782,Clean
36.6808,-82.3656,Clean
44.2890,-85.4487,Clean
34.8965,-92.9938,Clean
36.0466,-82.5511,Clean
33.6530,-84.0275,Clean
43.4755,-74.1879,Clean
34.1916,-78.2083,Clean
38.1466,-82.0958,Clean
40.3313,-117.7669,Clean
32.1843,-81.5742,Clean
42.8655,-89.6492,Clean
44.6648,-84.1005,Clean
33.3393,-82.2304,Clean
34.0977,-82.7605,Clean
39.0230,-106.3308,Clean
48.0815,-92.2714,Clean
39.1907,-91.0493,Clean
42.0923,-74.6558,Clean
47.1403,-68.7404,Clean
44.8603,-68.5954,Clean
45.1331,-117.5708,Clean
46.4915,-68.5740,Clean
46.2729,-87.2774,Clean
44.6892,-118.0212,Excluded
46.1792,-69.7649,Excluded
38.4865,-77.9492,Clean
48.6547,-95.5025,Excluded
34.8328,-111.5518,Clean
43.7632,-73.4481,Clean
46.8836,-94.0777,Clean
37.4966,-76.6184,Clean
40.8727,-86.2919,Clean
44.6474,-115.3005,Clean
39.5140,-81.7161,Clean
33.8996,-81.3022,Excluded
48.5919,-93.9501,Clean
33.3746,-81.5629,Clean
35.0896,-84.5117,Clean
44.8853,-68.0632,Clean
33.6692,-111.5941,Excluded
45.9558,-87.5779,Clean
44.9612,-89.1442,Clean
44.3067,-92.1930,Clean
46.0298,-70.2573,Clean
32.8189,-94.4858,Excluded
34.1511,-78.8227,Clean
44.0047,-89.4865,Excluded
39.9521,-111.7231,Clean
34.5341,-107.9458,Clean
46.3044,-84.5055,Clean
38.1259,-79.4117,Clean
47.4579,-92.1386,Clean
35.1324,-83.0001,Excluded
48.8685,-114.7501,Clean
32.6195,-98.9182,Clean
48.6606,-120.8367,Clean
31.9930,-110.2634,Clean
43.6888,-119.7397,Clean
46.3054,-87.5719,Clean
32.7477,-84.5078,Clean
40.3073,-120.7869,Clean
47.7837,-120.9237,Clean
43.9305,-122.6886,Clean
33.7471,-81.0314,Excluded
37.5092,-90.7061,Clean
41.0424,-75.4457,Clean
40.7920,-74.5168,Clean
37.9165,-92.1931,Excluded
43.1078,-71.8704,Excluded
37.7255,-119.4175,Clean
34.2555,-92.6427,Excluded
42.2073,-74.6973,Clean
46.4467,-88.2215,Clean
46.2235,-93.1734,Clean
30.5037,-87.7326,Excluded
31.9271,-93.8349,Excluded
34.2523,-111.2670,Clean
37.5402,-78.8305,Clean
44.9741,-85.4937,Clean
34.3821,-83.3936,Clean
30.2530,-84.1688,Clean
38.5374,-87.3239,Clean
43.1108,-121.5546,Clean
38.6965,-109.1003,Clean
43.3725,-74.5406,Clean
30.6226,-95.6517,Clean
32.8488,-104.2019,Clean
35.0266,-94.0277,Excluded
46.6854,-89.3916,Clean
42.6776,-111.4874,Clean
40.2408,-77.5707,Clean
46.9904,-94.4260,Clean
46.6540,-68.6406,Excluded
33.9189,-100.6127,Clean
32.7935,-89.0533,Excluded
32.9676,-90.0369,Clean
45.8521,-89.9192,Clean
34.5271,-120.3245,Clean
35.5242,-79.2744,Clean
35.5414,-81.7612,Clean
33.9277,-86.6602,Clean
38.7432,-81.8887,Clean
36.4921,-94.4391,Clean
34.7689,-76.8158,Clean
34.5609,-83.8831,Clean
32.9466,-105.3715,Clean
47.4627,-113.7940,Clean
35.1732,-79.8457,Clean
39.6581,-107.3563,Clean
34.3326,-112.5248,Clean
47.1429,-92.7161,Clean
48.2296,-92.8830,Excluded
30.4729,-88.8934,Clean
46.0002,-90.4023,Clean
44.6030,-115.2970,Clean
47.9568,-115.5033,Clean
41.5068,-71.8829,Clean
30.0642,-82.5296,Clean
35.8310,-79.9869,Clean
46.1871,-121.1373,Clean
46.4888,-88.2593,Clean
43.9016,-122.1072,Clean
33.0988,-81.3487,Clean
36.3665,-84.7173,Clean
34.1860,-93.1818,Clean
36.3543,-76.9589,Clean
44.3537,-123.7830,Excluded
46.5195,-69.7532,Clean
46.2959,-91.6959,Clean
33.3139,-86.0429,Clean
41.8539,-72.1234,Clean
44.4213,-74.8093,Excluded
43.6699,-84.6801,Clean
44.9575,-69.7863,Excluded
46.0083,-84.2153,Excluded
47.3522,-115.6101,Clean
44.5006,-85.4698,Clean
44.8386,-67.4216,Clean
33.9834,-79.7579,Excluded
30.2422,-93.8057,Clean
34.3175,-88.9402,Clean
40.5082,-123.2046,Clean
44.8103,-118.5697,Clean
42.8970,-85.6387,Clean
30.7043,-87.2686,Clean
41.1941,-106.0032,Clean
48.5755,-94.4346,Clean
36.4904,-80.6467,Clean
39.7488,-118.2246,Clean
34.4341,-110.8356,Clean
36.6171,-87.0273,Clean
38.7494,-77.0156,Clean
37.8721,-80.0432,Clean
37.1232,-106.8552,Clean
47.6572,-92.3152,Clean
38.5617,-120.3071,Clean
31.0890,-95.1780,Clean
35.1775,-88.5597,Excluded
45.5848,-116.7139,Clean
39.4415,-82.1730,Clean
31.1706,-83.2646,Clean
38.6823,-113.5870,Excluded
38.8449,-81.4100,Clean
38.3665,-81.8683,Clean
44.9058,-85.9429,Clean
38.1516,-77.8417,Clean
37.1500,-79.4434,Clean
45.9379,-121.7204,Clean
34.8122,-79.2827,Clean
31.2045,-95.2996,Excluded
32.7472,-88.8916,Clean
31.2558,-94.2899,Clean
40.8811,-79.7607,Clean
34.5469,-80.3793,Excluded
46.8215,-93.6444,Clean
45.8369,-89.2907,Clean
35.4697,-118.2881,Clean
37.9644,-92.0090,Clean
38.2039,-112.8832,Clean
34.6203,-86.5938,Clean
34.8551,-95.2919,Clean
34.8386,-83.6025,Clean
31.5937,-95.2299,Excluded
39.2614,-82.3702,Clean
29.2639,-81.8895,Clean
30.8714,-82.6319,Clean
44.0498,-72.2434,Clean
34.0543,-82.2291,Excluded
31.4849,-89.9607,Excluded
42.6135,-78.6974,Clean
41.1452,-78.6078,Clean
35.6447,-79.0495,Clean
44.3129,-90.4129,Clean
29.9525,-100.8932,Clean
44.9340,-84.0619,Clean
42.4287,-123.6037,Clean
45.9197,-89.5102,Clean
44.1501,-84.1911,Clean
36.9658,-82.4670,Clean
32.9316,-92.7828,Clean
44.2911,-103.4373,Clean
33.2987,-81.4818,Clean
34.4151,-96.1825,Clean
36.9596,-87.4913,Clean
33.6374,-92.7130,Excluded
30.2636,-84.8143,Clean
44.0962,-84.8006,Clean
36.5884,-77.8309,Clean
43.2126,-122.2947,Clean
31.6738,-94.4646,Excluded
34.9659,-112.1504,Clean
38.4631,-108.3042,Clean
46.1815,-69.8923,Clean
36.3026,-81.5710,Clean
45.0348,-123.7639,Clean
28.1641,-96.9343,Clean
35.4179,-94.7652,Clean
31.2850,-94.3059,Clean
30.5512,-82.7069,Excluded
34.7192,-100.3518,Clean
46.1388,-91.5416,Clean
40.3512,-81.2836,Clean
34.2456,-109.7541,Clean
46.3290,-90.2592,Clean
42.3892,-120.9030,Clean
41.8397,-123.2755,Clean
42.6163,-121.8330,Excluded
38.3704,-122.6049,Clean
31.1885,-96.0634,Clean
30.0424,-82.5930,Excluded
36.6203,-107.2889,Clean
48.8675,-113.3906,Clean
33.2041,-87.7072,Clean
34.3669,-81.7126,Clean
43.3031,-75.0527,Clean
38.0975,-76.8780,Clean
48.5927,-120.8183,Clean
36.6679,-82.7542,Clean
30.2727,-85.5015,Clean
42.1085,-74.3653,Clean
30.6350,-83.4514,Excluded
33.1405,-84.5336,Clean
34.9978,-88.2612,Excluded
46.2058,-87.3256,Clean
38.3894,-88.9100,Clean
46.0759,-91.2814,Clean
38.2104,-94.7141,Clean
45.3036,-114.1946,Clean
45.1528,-92.8762,Clean
44.4976,-93.0443,Clean
37.5271,-90.0311,Clean
43.8154,-110.7048,Clean
33.1010,-82.6508,Excluded
31.5736,-85.8816,Excluded
29.5377,-99.2952,Clean
44.1728,-69.1737,Clean
48.1834,-113.8272,Clean
38.0661,-81.2940,Clean
46.3998,-91.3170,Clean
35.1852,-81.2422,Clean
32.8217,-87.1878,Excluded
44.4716,-83.6217,Clean
43.4866,-110.2711,Clean
42.1537,-114.3959,Clean
39.3385,-106.6819,Clean
36.3446,-79.7972,Clean
39.1375,-107.4878,Clean
33.6246,-94.0444,Excluded
33.2772,-79.4659,Clean
32.0567,-97.6399,Clean
41.1979,-78.9051,Clean
30.4333,-83.3702,Excluded
26.6350,-98.7231,Clean
45.6163,-84.4210,Clean
45.1714,-88.3547,Clean
36.4192,-79.2099,Clean
46.0285,-68.5857,Excluded
41.5749,-74.5773,Clean
40.3810,-89.8600,Clean
44.2781,-118.3673,Clean
41.5511,-123.9253,Clean
44.3645,-75.2432,Excluded
45.6984,-90.9737,Clean
45.7296,-115.4696,Clean
41.3998,-81.4363,Clean
40.7037,-123.6489,Clean
33.8837,-93.7931,Excluded
41.2301,-84.9132,Clean
34.5256,-81.4113,Clean
44.6006,-122.4502,Clean
45.3468,-90.3332,Excluded
47.0600,-93.8654,Clean
45.8516,-114.4807,Clean
42.9754,-91.0791,Clean
43.6970,-109.1355,Clean
36.3446,-79.7972,Clean
41.6512,-73.6933,Clean
43.2634,-124.1072,Excluded
42.8854,-123.6370,Clean
48.7769,-94.8637,Clean
30.7670,-86.0435,Excluded
29.1198,-82.6965,Clean
47.0500,-93.2900,Clean
43.1681,-77.0134,Excluded
33.8383,-86.7748,Clean
36.9963,-90.4913,Excluded
28.8136,-99.5330,Clean
36.9789,-92.9184,Clean
43.7726,-91.7769,Clean
35.2968,-86.4440,Excluded
43.0006,-72.9040,Clean
36.7973,-107.4633,Clean
34.5190,-77.5293,Clean
34.0883,-78.3925,Clean
36.2817,-84.9251,Clean
43.1230,-122.9610,Clean
42.4225,-124.2004,Clean
47.4384,-121.2254,Clean
47.2664,-91.5031,Clean
48.3110,-119.0234,Clean
37.6274,-119.6232,Clean
48.5641,-115.3601,Clean
34.8694,-78.7011,Clean
39.4004,-79.2586,Clean
34.6095,-88.1257,Clean
38.9084,-122.5630,Clean
32.4695,-81.5425,Clean
38.6465,-108.4787,Clean
30.0736,-95.5623,Clean
46.1400,-123.1034,Excluded
47.0871,-110.8737,Clean
32.4812,-88.3106,Excluded
44.1146,-75.3493,Clean
37.1455,-82.9336,Clean
30.8023,-99.9481,Clean
32.2925,-89.5693,Clean
46.1927,-90.9457,Clean
41.7517,-71.2977,Clean
30.1647,-83.7760,Excluded
43.3381,-122.1881,Clean
48.9346,-118.6974,Clean
39.5586,-74.7304,Clean
39.7077,-111.5313,Clean
47.1762,-93.2020,Clean
46.1551,-88.0267,Clean
31.3899,-95.0637,Clean
42.3817,-73.0863,Clean
29.9178,-82.8452,Clean
39.4393,-78.2625,Clean
34.4694,-77.9852,Clean
39.3308,-114.9714,Clean
30.8876,-91.1962,Clean
36.5559,-90.8367,Clean
44.4207,-74.7688,Clean
46.5659,-94.6070,Clean
46.3848,-86.5336,Clean
37.2302,-92.4112,Excluded
34.3445,-110.5645,Clean
35.3750,-85.7892,Clean
34.4634,-95.7682,Clean
33.4763,-95.4943,Clean
34.6878,-84.1522,Clean
43.2851,-121.8539,Clean
31.2210,-90.9667,Clean
31.3362,-88.0487,Excluded
35.8933,-87.8575,Excluded
34.6086,-112.5240,Clean
32.5334,-83.4151,Excluded
34.4553,-82.7389,Clean
33.4455,-93.6444,Excluded
46.2588,-92.7741,Clean
31.5903,-110.7417,Clean
27.3798,-81.9047,Clean
35.3004,-79.1913,Clean
34.6212,-79.3382,Excluded
37.8133,-89.5948,Clean
44.5751,-84.3107,Clean
46.3033,-93.9079,Clean
44.3217,-84.3095,Clean
30.8540,-94.5352,Excluded
33.4228,-107.1508,Clean
39.8075,-81.5963,Clean
30.2180,-84.4271,Clean
43.8650,-89.9817,Clean
43.7592,-122.5907,Clean
37.9519,-83.6499,Clean
42.4761,-74.0493,Excluded
46.6764,-95.8924,Clean
37.0779,-106.8016,Clean
46.1794,-90.1340,Clean
46.2313,-86.6811,Clean
38.8277,-75.3063,Clean
36.2997,-78.7930,Clean
39.9726,-106.1146,Clean
47.7773,-92.0463,Clean
32.7301,-81.3608,Clean
48.2294,-93.9730,Clean
45.0537,-118.9482,Clean
39.2956,-75.1195,Clean
42.0902,-123.1259,Excluded
43.1829,-74.6017,Clean
30.8225,-88.5413,Excluded
34.1500,-78.4888,Clean
38.1090,-83.5787,Clean
32.9160,-81.2092,Clean
34.0617,-109.3225,Clean
38.0000,-86.7503,Clean
46.0863,-89.9578,Clean
45.8553,-122.2809,Clean
36.4504,-82.0014,Clean
31.6858,-110.8474,Clean
34.2847,-84.5317,Clean
39.1141,-84.7535,Clean
29.5118,-82.0619,Excluded
39.2227,-114.1010,Clean
34.9030,-81.0454,Clean
37.4511,-119.6940,Excluded
42.1873,-84.1817,Clean
42.7592,-76.3620,Clean
29.6197,-81.5078,Clean
31.3318,-88.9965,Excluded
31.3699,-88.6251,Clean
35.1070,-78.7252,Excluded
34.8668,-88.6238,Clean
46.3847,-69.4982,Clean
32.2981,-84.5197,Clean
43.1144,-121.9225,Clean
44.2006,-75.4694,Clean
37.0347,-80.3407,Clean
39.1317,-78.3073,Clean
35.0303,-92.4344,Clean
43.5953,-88.0724,Clean
30.2283,-97.2221,Clean
44.6269,-85.1062,Clean
47.3773,-69.2970,Excluded
30.3526,-101.1201,Clean
34.5335,-79.7468,Excluded
33.0086,-85.4589,Clean
44.8131,-72.6497,Clean
45.1208,-88.7514,Excluded
34.7357,-88.2202,Excluded
29.2314,-82.9550,Clean
46.0324,-115.8075,Clean
46.9075,-93.3775,Clean
36.1134,-113.1187,Clean
31.2951,-96.5529,Clean
39.5608,-108.0036,Clean
44.1978,-122.3765,Clean
45.4463,-91.5771,Clean
37.4763,-82.7416,Excluded
33.5537,-90.8451,Clean
46.4618,-121.7158,Excluded
38.4063,-80.4434,Clean
35.5753,-90.6612,Clean
35.7370,-86.7598,Clean
41.3281,-78.2291,Clean
37.5707,-83.2384,Clean
38.6698,-92.0501,Clean
38.8477,-81.1380,Clean
32.9057,-87.1572,Excluded
34.9413,-93.9894,Clean
30.9347,-85.1664,Clean
31.4477,-92.2115,Clean
36.0211,-81.6891,Clean
41.0402,-75.9883,Excluded
37.9446,-87.5694,Clean
44.4367,-103.6206,Clean
34.1252,-116.9063,Clean
45.9955,-83.5518,Clean
31.4187,-89.0863,Excluded
31.0276,-83.0583,Clean
41.7497,-80.9517,Clean
34.2718,-93.7240,Clean
46.3270,-68.5191,Clean
30.1456,-94.4841,Excluded
40.8972,-75.6971,Clean
42.0293,-79.4379,Clean
42.2637,-72.3662,Clean
36.6972,-79.1451,Clean
35.0755,-107.9628,Clean
41.5243,-80.8192,Clean
46.9192,-92.5056,Clean
44.1881,-90.5886,Excluded
45.2132,-114.2642,Clean
47.9689,-123.9058,Clean
33.4700,-94.0566,Clean
47.2562,-93.2483,Excluded
35.5494,-92.1104,Clean
39.2889,-120.2998,Clean
42.8433,-123.9884,Clean
48.6149,-119.4271,Clean
45.7654,-112.9309,Clean
48.9829,-120.7851,Clean
34.1398,-92.8123,Clean
36.9378,-92.3236,Clean
31.2738,-93.2793,Clean
33.1362,-83.1945,Clean
33.7080,-87.0502,Clean
46.3532,-86.5832,Excluded
34.7665,-93.1570,Excluded
42.1325,-84.0676,Clean
38.4144,-107.5165,Clean
43.0804,-123.2922,Clean
47.0144,-92.4395,Clean
35.5363,-81.1760,Clean
45.4483,-88.7747,Clean
44.4770,-70.4654,Clean
47.1493,-113.7099,Clean
31.6797,-88.2532,Excluded
39.7012,-78.5157,Excluded
45.6462,-121.2876,Clean
46.6167,-92.6369,Clean
33.3338,-81.5958,Clean
46.3493,-116.1176,Clean
32.8776,-94.7409,Clean
45.4387,-114.4402,Clean
44.4206,-103.7120,Clean
46.4663,-67.9087,Clean
31.2719,-92.3628,Clean
39.1931,-121.1229,Clean
41.2714,-76.9009,Clean
43.2254,-124.0041,Excluded
30.1949,-94.4413,Clean
42.2163,-79.2336,Clean
46.6581,-89.4637,Clean
41.5330,-122.7428,Clean
35.6582,-113.6142,Clean
35.4537,-112.8178,Clean
42.2818,-84.3109,Clean
31.2803,-82.4966,Clean
44.8636,-114.7841,Clean
46.5081,-92.7150,Clean
46.5918,-90.1098,Clean
29.9053,-98.0953,Clean
38.8254,-91.7727,Excluded
37.1131,-88.3409,Clean
36.2734,-78.5455,Excluded
44.5565,-85.8351,Clean
34.6314,-84.3000,Clean
40.5057,-81.9533,Clean
33.0457,-94.3725,Clean
38.3546,-93.2018,Clean
45.8430,-123.1042,Clean
31.8571,-95.1798,Excluded
44.2198,-90.0899,Clean
34.7802,-77.4988,Clean
46.8313,-114.1841,Clean
37.0497,-91.5073,Clean
34.4044,-81.0584,Clean
35.0320,-94.4072,Clean
46.1461,-110.9956,Clean
42.9117,-85.3706,Clean
38.4774,-91.5183,Clean
40.8262,-80.3879,Clean
44.6271,-107.3958,Excluded
33.7683,-84.7549,Clean
37.6786,-91.4270,Clean
44.7439,-95.4591,Clean
33.7925,-84.7664,Clean
39.8822,-106.7052,Clean
31.4077,-83.3141,Excluded
43.7312,-108.6453,Clean
45.6299,-88.6665,Clean
37.8884,-91.6533,Clean
37.9195,-114.5562,Clean
48.5267,-93.1788,Clean
26.4722,-98.1546,Clean
42.3362,-90.3565,Clean
40.7355,-79.6374,Clean
36.4205,-118.1220,Clean
38.8626,-79.5838,Clean
43.6707,-110.4396,Clean
35.1602,-91.7914,Clean
44.8989,-84.4463,Clean
44.8907,-122.2772,Clean
46.4479,-86.9836,Clean
37.3050,-106.2324,Clean
43.8667,-114.4506,Clean
36.7246,-112.1750,Clean
30.5362,-83.5290,Clean
48.2892,-117.6080,Clean
32.4597,-93.6040,Clean
47.2164,-92.0837,Clean
42.2253,-78.7794,Excluded
39.3117,-119.9534,Clean
47.9955,-93.4175,Clean
35.2127,-88.4692,Excluded
48.7694,-114.2239,Clean
43.6891,-73.3717,Clean
47.9473,-116.2633,Clean
44.3481,-119.6359,Clean
42.7404,-71.6422,Clean
36.6495,-76.3680,Clean
41.9246,-84.3492,Clean
36.8593,-90.2815,Clean
47.8403,-92.6183,Clean
37.1465,-77.0778,Clean
33.4106,-86.9039,Excluded
33.8668,-85.7134,Excluded
44.2844,-74.0021,Excluded
48.6043,-95.5041,Clean
41.7029,-76.3163,Clean
45.5353,-88.9947,Clean
48.5749,-121.5568,Clean
44.8327,-70.3025,Excluded
48.0920,-94.5908,Clean
41.0102,-95.1059,Clean
44.6463,-85.0211,Clean
41.3738,-79.1986,Clean
44.8238,-73.9412,Excluded
36.6916,-84.1180,Clean
31.8467,-81.9552,Excluded
39.6596,-79.8071,Excluded
37.8108,-80.3395,Excluded
35.8192,-81.9919,Clean
33.2342,-92.7592,Clean
35.8986,-91.7959,Clean
45.8450,-117.5001,Excluded
37.0654,-92.8516,Clean
38.6016,-81.0738,Clean
36.8478,-107.1820,Clean
33.6550,-84.8505,Clean
37.4646,-88.2400,Clean
46.3256,-115.6293,Clean
35.3219,-94.4405,Clean
40.9559,-91.0740,Clean
33.1273,-87.3509,Excluded
37.0254,-93.4305,Clean
44.2992,-75.6543,Clean
38.1036,-77.1680,Clean
30.5203,-89.0884,Clean
35.2173,-87.6704,Clean
36.6264,-80.1520,Clean
39.6282,-81.6295,Excluded
40.7296,-120.9884,Clean
44.4588,-90.7982,Excluded
36.0730,-88.4291,Excluded
45.3942,-90.9170,Clean
32.9739,-92.0176,Excluded
33.5931,-84.5702,Clean
41.4291,-95.7091,Clean
34.7344,-76.4348,Clean
38.9002,-91.4517,Clean
41.1971,-121.6847,Excluded
