run_id,report_file,source_file,producer_script,generated_at_utc,n_models,git_commit,r_version,climate_variable,climate_backend,climate_source_id,climate_start_year,climate_end_year,last_eligible_history_month,n_model_tables,n_raw_figures,n_marginal_effect_figures,n_embedded_pngs,report_size_bytes,sjplot_version,ggeffects_version,covariance,four_plotted_drivers,retained_control
20260905_cumulative_mortality_site_cwd_no_seedlings_v01,09_analysis/results/model_runs/20260905_cumulative_mortality_site_cwd_no_seedlings_v01/preliminary_results.html,09_analysis/scripts/templates/preliminary_cumulative_mortality_full_report.Rmd,09_analysis/scripts/08_fit_preliminary_models_and_report.R,2026-09-22T00:27:38Z,9,f7a7f3f5b317d9136b4e05b1bde6e9444e5b176a,R version 4.5.0 (2025-04-11),def,local-ncss,https://tds-proxy.nkn.uidaho.edu/thredds/ncss/grid/TERRACLIMATE_ALL/data/TerraClimate_def_{year}.nc,1997,2025,2025-12-01,3,12,12,24,4995729,2.9.0,2.3.2,HC1 clustered by stable_plot_id,fire_cumulative_mortality_pct;insect_cumulative_mortality_pct;disease_cumulative_mortality_pct;cumulative_site_CWD_mm,full_survey_period_years
