species_key,source_code_system,source_species_code,scientific_name,common_name,genus,specific_epithet,community_layers,growth_habits,original_bien_query_name,bien_query_scientific_name,bien_query_name,niche_taxon_name,niche_taxon_key,uses_manual_bien_override,manual_bien_override_name,override_decision,override_confidence,override_review_status,bien_range_available,range_lookup_status,range_match_status,needs_range_review,range_review_reason,range_lookup_error,source_tables,states_present,n_states,n_plot_visits,n_conditions,n_source_rows,abundance_total,in_seedlings,in_saplings,in_trees,in_shrubs,in_forbs,in_graminoids,in_p2veg_tree_layers,is_pseudo_taxon,has_scientific_name,needs_niche,source_scientific_name,recommended_bien_name,override_notes
p2veg:ABAB,nrcs_plants_symbol,ABAB,Abutilon abutiloides,shrubby Indian mallow,Abutilon,abutiloides,shrub,shrub_vine,Abutilon_abutiloides,Abutilon abutiloides,Abutilon_abutiloides,Abutilon abutiloides,bien_taxon:abutilon_abutiloides,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ,1,1,1,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACCO,nrcs_plants_symbol,ACCO,Acacia confusa,small Philippine acacia,Acacia,confusa,p2veg_tree_layer,large_tree;seedling_sapling_tree,Acacia_confusa,Acacia confusa,Acacia_confusa,Acacia confusa,bien_taxon:acacia_confusa,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,14,16,57,1662,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
p2veg:ACKO,nrcs_plants_symbol,ACKO,Acacia koa,koa,Acacia,koa,p2veg_tree_layer,large_tree;seedling_sapling_tree,Acacia_koa,Acacia koa,Acacia_koa,Acacia koa,bien_taxon:acacia_koa,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,54,56,141,3052.59958,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
p2veg:ACKO2,nrcs_plants_symbol,ACKO2,Acacia koaia,koaoha,Acacia,koaia,p2veg_tree_layer,large_tree;seedling_sapling_tree,Acacia_koaia,Acacia koaia,Acacia_koaia,Acacia koaia,bien_taxon:acacia_koaia,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,4,4,7,128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
p2veg:ACSU12,nrcs_plants_symbol,ACSU12,Acaciella suffrutescens,prairie acacia,Acaciella,suffrutescens,shrub,shrub_vine,Acaciella_suffrutescens,Acaciella suffrutescens,Acaciella_suffrutescens,Acaciella suffrutescens,bien_taxon:acaciella_suffrutescens,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ,1,1,1,1,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACGLD3,nrcs_plants_symbol,ACGLD3,Acer glabrum var. diffusum,Rocky Mountain maple,Acer,glabrum,p2veg_tree_layer;shrub,seedling_sapling_tree;shrub_vine,Acer_glabrum_var._diffusum,Acer glabrum var. diffusum,Acer_glabrum_var._diffusum,Acer glabrum var. diffusum,bien_taxon:acer_glabrum_var_diffusum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;NV;OR,3,8,9,14,137.051335,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
p2veg:ACGLD4,nrcs_plants_symbol,ACGLD4,Acer glabrum var. douglasii,Douglas maple,Acer,glabrum,p2veg_tree_layer;shrub,large_tree;seedling_sapling_tree;shrub_vine,Acer_glabrum_var._douglasii,Acer glabrum var. douglasii,Acer_glabrum_var._douglasii,Acer glabrum var. douglasii,bien_taxon:acer_glabrum_var_douglasii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;ID;MT;OR;WA,5,1316,1442,2415,34834.981667,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
p2veg:ACGLG2,nrcs_plants_symbol,ACGLG2,Acer glabrum var. glabrum,Rocky Mountain maple,Acer,glabrum,shrub,shrub_vine,Acer_glabrum_var._glabrum,Acer glabrum var. glabrum,Acer_glabrum_var._glabrum,Acer glabrum var. glabrum,bien_taxon:acer_glabrum_var_glabrum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CO,1,1,1,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACGLT2,nrcs_plants_symbol,ACGLT2,Acer glabrum var. torreyi,Torrey maple,Acer,glabrum,shrub,shrub_vine,Acer_glabrum_var._torreyi,Acer glabrum var. torreyi,Acer_glabrum_var._torreyi,Acer glabrum var. torreyi,bien_taxon:acer_glabrum_var_torreyi,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;NV,2,2,2,2,21,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACFI,nrcs_plants_symbol,ACFI,Achillea filipendulina,fernleaf yarrow,Achillea,filipendulina,forb,forb,Achillea_filipendulina,Achillea filipendulina,Achillea_filipendulina,Achillea filipendulina,bien_taxon:achillea_filipendulina,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,UT,1,1,1,1,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACMIA,nrcs_plants_symbol,ACMIA,Achillea millefolium var. alpicola,common yarrow,Achillea,millefolium,forb,forb,Achillea_millefolium_var._alpicola,Achillea millefolium var. alpicola,Achillea_millefolium_var._alpicola,Achillea millefolium var. alpicola,bien_taxon:achillea_millefolium_var_alpicola,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;ID;NM;UT;WA,5,6,6,12,53,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACMIB,nrcs_plants_symbol,ACMIB,Achillea millefolium var. borealis,boreal yarrow,Achillea,millefolium,forb,forb,Achillea_millefolium_var._borealis,Achillea millefolium var. borealis,Achillea_millefolium_var._borealis,Achillea millefolium var. borealis,bien_taxon:achillea_millefolium_var_borealis,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AK,1,3,3,3,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACMIL2,nrcs_plants_symbol,ACMIL2,Achillea millefolium var. litoralis,coast yarrow,Achillea,millefolium,forb,forb,Achillea_millefolium_var._litoralis,Achillea millefolium var. litoralis,Achillea_millefolium_var._litoralis,Achillea millefolium var. litoralis,bien_taxon:achillea_millefolium_var_litoralis,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,5,5,7,75,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACMIM2,nrcs_plants_symbol,ACMIM2,Achillea millefolium var. millefolium,common yarrow,Achillea,millefolium,forb,forb,Achillea_millefolium_var._millefolium,Achillea millefolium var. millefolium,Achillea_millefolium_var._millefolium,Achillea millefolium var. millefolium,bien_taxon:achillea_millefolium_var_millefolium,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;OR,2,3,3,5,18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACMIO,nrcs_plants_symbol,ACMIO,Achillea millefolium var. occidentalis,western yarrow,Achillea,millefolium,forb,forb,Achillea_millefolium_var._occidentalis,Achillea millefolium var. occidentalis,Achillea_millefolium_var._occidentalis,Achillea millefolium var. occidentalis,bien_taxon:achillea_millefolium_var_occidentalis,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;CA;CO;ID;NM;OR;UT;WA;WY,9,403,453,676,2879.158688,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACMIP,nrcs_plants_symbol,ACMIP,Achillea millefolium var. pacifica,Pacific yarrow,Achillea,millefolium,forb,forb,Achillea_millefolium_var._pacifica,Achillea millefolium var. pacifica,Achillea_millefolium_var._pacifica,Achillea millefolium var. pacifica,bien_taxon:achillea_millefolium_var_pacifica,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,5,5,12,53,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACCA6,nrcs_plants_symbol,ACCA6,Achlys californica,deer's foot,Achlys,californica,forb,forb,Achlys_californica,Achlys californica,Achlys_californica,Achlys californica,bien_taxon:achlys_californica,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA,1,6,7,14,155.70684,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACAR14,nrcs_plants_symbol,ACAR14,Achnatherum aridum,Mormon needlegrass,Achnatherum,aridum,graminoid,graminoid,Achnatherum_aridum,Achnatherum aridum,Achnatherum_aridum,Achnatherum aridum,bien_taxon:achnatherum_aridum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;NV;UT,3,4,4,6,32,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACCO22,nrcs_plants_symbol,ACCO22,Achnatherum contractum,contracted ricegrass,Achnatherum,contractum,graminoid,graminoid,Achnatherum_contractum,Achnatherum contractum,Achnatherum_contractum,Achnatherum contractum,bien_taxon:achnatherum_contractum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,WY,1,1,1,2,13.083012,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACCO21,nrcs_plants_symbol,ACCO21,Achnatherum coronatum,giant ricegrass,Achnatherum,coronatum,graminoid,graminoid,Achnatherum_coronatum,Achnatherum coronatum,Achnatherum_coronatum,Achnatherum coronatum,bien_taxon:achnatherum_coronatum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA,1,2,2,3,13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACEM4,nrcs_plants_symbol,ACEM4,Achnatherum eminens,southwestern needlegrass,Achnatherum,eminens,graminoid,graminoid,Achnatherum_eminens,Achnatherum eminens,Achnatherum_eminens,Achnatherum eminens,bien_taxon:achnatherum_eminens,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,NM,1,2,2,3,30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACHY,nrcs_plants_symbol,ACHY,Achnatherum hymenoides,Indian ricegrass,Achnatherum,hymenoides,graminoid,graminoid,Achnatherum_hymenoides,Achnatherum hymenoides,Achnatherum_hymenoides,Achnatherum hymenoides,bien_taxon:achnatherum_hymenoides,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;CA;CO;ID;MT;NM;NV;OR;UT;WA;WY,11,421,431,691,5572.601191,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACLE8,nrcs_plants_symbol,ACLE8,Achnatherum lemmonii,Lemmon's needlegrass,Achnatherum,lemmonii,graminoid,graminoid,Achnatherum_lemmonii,Achnatherum lemmonii,Achnatherum_lemmonii,Achnatherum lemmonii,bien_taxon:achnatherum_lemmonii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;OR;WA,3,11,12,20,126.633889,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACLEL,nrcs_plants_symbol,ACLEL,Achnatherum lemmonii var. lemmonii,Lemmon's needlegrass,Achnatherum,lemmonii,graminoid,graminoid,Achnatherum_lemmonii_var._lemmonii,Achnatherum lemmonii var. lemmonii,Achnatherum_lemmonii_var._lemmonii,Achnatherum lemmonii var. lemmonii,bien_taxon:achnatherum_lemmonii_var_lemmonii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;UT;WA,3,10,11,21,137.577392,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACLE9,nrcs_plants_symbol,ACLE9,Achnatherum lettermanii,Letterman's needlegrass,Achnatherum,lettermanii,graminoid,graminoid,Achnatherum_lettermanii,Achnatherum lettermanii,Achnatherum_lettermanii,Achnatherum lettermanii,bien_taxon:achnatherum_lettermanii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CO;ID;MT;NM;NV;OR;UT;WY,8,48,49,86,626.789647,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACNED,nrcs_plants_symbol,ACNED,Achnatherum nelsonii ssp. dorei,Dore's needlegrass,Achnatherum,nelsonii,graminoid,graminoid,Achnatherum_nelsonii_ssp._dorei,Achnatherum nelsonii ssp. dorei,Achnatherum_nelsonii_ssp._dorei,Achnatherum nelsonii ssp. dorei,bien_taxon:achnatherum_nelsonii_ssp_dorei,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;ID;MT;NM;NV;UT;WY,7,31,31,49,315,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACNEN2,nrcs_plants_symbol,ACNEN2,Achnatherum nelsonii ssp. nelsonii,Columbia needlegrass,Achnatherum,nelsonii,graminoid,graminoid,Achnatherum_nelsonii_ssp._nelsonii,Achnatherum nelsonii ssp. nelsonii,Achnatherum_nelsonii_ssp._nelsonii,Achnatherum nelsonii ssp. nelsonii,bien_taxon:achnatherum_nelsonii_ssp_nelsonii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;CO;ID;MT;NV;UT;WY,7,62,63,123,804,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACNE10,nrcs_plants_symbol,ACNE10,Achnatherum nevadense,Nevada needlegrass,Achnatherum,nevadense,graminoid,graminoid,Achnatherum_nevadense,Achnatherum nevadense,Achnatherum_nevadense,Achnatherum nevadense,bien_taxon:achnatherum_nevadense,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,NV,1,14,14,23,98,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACOCC,nrcs_plants_symbol,ACOCC,Achnatherum occidentale ssp. californicum,California needlegrass,Achnatherum,occidentale,graminoid,graminoid,Achnatherum_occidentale_ssp._californicum,Achnatherum occidentale ssp. californicum,Achnatherum_occidentale_ssp._californicum,Achnatherum occidentale ssp. californicum,bien_taxon:achnatherum_occidentale_ssp_californicum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;ID;OR,3,42,47,97,782.113897,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACOCO,nrcs_plants_symbol,ACOCO,Achnatherum occidentale ssp. occidentale,western needlegrass,Achnatherum,occidentale,graminoid,graminoid,Achnatherum_occidentale_ssp._occidentale,Achnatherum occidentale ssp. occidentale,Achnatherum_occidentale_ssp._occidentale,Achnatherum occidentale ssp. occidentale,bien_taxon:achnatherum_occidentale_ssp_occidentale,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;MT;NV;OR;WA,5,793,880,1505,9690.562642,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACOCP,nrcs_plants_symbol,ACOCP,Achnatherum occidentale ssp. pubescens,pubescent western needlegrass,Achnatherum,occidentale,graminoid,graminoid,Achnatherum_occidentale_ssp._pubescens,Achnatherum occidentale ssp. pubescens,Achnatherum_occidentale_ssp._pubescens,Achnatherum occidentale ssp. pubescens,bien_taxon:achnatherum_occidentale_ssp_pubescens,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;OR;UT;WY,4,26,31,49,278.623274,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACPAP,nrcs_plants_symbol,ACPAP,Achnatherum parishii var. parishii,Parish's needlegrass,Achnatherum,parishii,graminoid,graminoid,Achnatherum_parishii_var._parishii,Achnatherum parishii var. parishii,Achnatherum_parishii_var._parishii,Achnatherum parishii var. parishii,bien_taxon:achnatherum_parishii_var_parishii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,UT,1,2,2,3,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACPE13,nrcs_plants_symbol,ACPE13,Achnatherum perplexum,New Mexico needlegrass,Achnatherum,perplexum,graminoid,graminoid,Achnatherum_perplexum,Achnatherum perplexum,Achnatherum_perplexum,Achnatherum perplexum,bien_taxon:achnatherum_perplexum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,NM,1,2,3,7,46,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACPI2,nrcs_plants_symbol,ACPI2,Achnatherum pinetorum,pine needlegrass,Achnatherum,pinetorum,graminoid,graminoid,Achnatherum_pinetorum,Achnatherum pinetorum,Achnatherum_pinetorum,Achnatherum pinetorum,bien_taxon:achnatherum_pinetorum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;NV,2,7,7,8,37,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACRI8,nrcs_plants_symbol,ACRI8,Achnatherum richardsonii,Richardson's needlegrass,Achnatherum,richardsonii,graminoid,graminoid,Achnatherum_richardsonii,Achnatherum richardsonii,Achnatherum_richardsonii,Achnatherum richardsonii,bien_taxon:achnatherum_richardsonii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CO;MT;WA;WY,4,40,46,80,912.860475,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACRO7,nrcs_plants_symbol,ACRO7,Achnatherum robustum,sleepygrass,Achnatherum,robustum,graminoid,graminoid,Achnatherum_robustum,Achnatherum robustum,Achnatherum_robustum,Achnatherum robustum,bien_taxon:achnatherum_robustum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CO;NM,2,11,11,23,250.682772,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACSP12,nrcs_plants_symbol,ACSP12,Achnatherum speciosum,desert needlegrass,Achnatherum,speciosum,graminoid,graminoid,Achnatherum_speciosum,Achnatherum speciosum,Achnatherum_speciosum,Achnatherum speciosum,bien_taxon:achnatherum_speciosum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;CA;CO;NV;UT,5,51,52,104,748.083072,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACTH7,nrcs_plants_symbol,ACTH7,Achnatherum thurberianum,Thurber's needlegrass,Achnatherum,thurberianum,graminoid,graminoid,Achnatherum_thurberianum,Achnatherum thurberianum,Achnatherum_thurberianum,Achnatherum thurberianum,bien_taxon:achnatherum_thurberianum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;ID;NV;OR;UT,5,53,59,104,603.108115,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACWE3,nrcs_plants_symbol,ACWE3,Achnatherum webberi,Webber needlegrass,Achnatherum,webberi,graminoid,graminoid,Achnatherum_webberi,Achnatherum webberi,Achnatherum_webberi,Achnatherum webberi,bien_taxon:achnatherum_webberi,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,NV,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACCOC3,nrcs_plants_symbol,ACCOC3,Aconitum columbianum ssp. columbianum,Columbian monkshood,Aconitum,columbianum,forb,forb,Aconitum_columbianum_ssp._columbianum,Aconitum columbianum ssp. columbianum,Aconitum_columbianum_ssp._columbianum,Aconitum columbianum ssp. columbianum,bien_taxon:aconitum_columbianum_ssp_columbianum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,1,1,2,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACRE3,nrcs_plants_symbol,ACRE3,Acroptilon repens,hardheads,Acroptilon,repens,forb,forb,Acroptilon_repens,Acroptilon repens,Acroptilon_repens,Acroptilon repens,bien_taxon:acroptilon_repens,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;CO;MT;NM;NV;OR;UT;WA,8,17,17,28,480.564633,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ACRUA8,nrcs_plants_symbol,ACRUA8,Actaea rubra ssp. arguta,red baneberry,Actaea,rubra,forb,forb,Actaea_rubra_ssp._arguta,Actaea rubra ssp. arguta,Actaea_rubra_ssp._arguta,Actaea rubra ssp. arguta,bien_taxon:actaea_rubra_ssp_arguta,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,WA,1,1,1,2,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ADFAF,nrcs_plants_symbol,ADFAF,Adenostoma fasciculatum var. fasciculatum,chamise,Adenostoma,fasciculatum,shrub,shrub_vine,Adenostoma_fasciculatum_var._fasciculatum,Adenostoma fasciculatum var. fasciculatum,Adenostoma_fasciculatum_var._fasciculatum,Adenostoma fasciculatum var. fasciculatum,bien_taxon:adenostoma_fasciculatum_var_fasciculatum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA,1,3,4,4,93.963388,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ADSP,nrcs_plants_symbol,ADSP,Adenostoma sparsifolium,redshank,Adenostoma,sparsifolium,shrub,shrub_vine,Adenostoma_sparsifolium,Adenostoma sparsifolium,Adenostoma_sparsifolium,Adenostoma sparsifolium,bien_taxon:adenostoma_sparsifolium,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA,1,20,20,52,936,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:ADCA,nrcs_plants_symbol,ADCA,Adiantum capillus-veneris,common maidenhair,Adiantum,capillus-veneris,forb,forb,Adiantum_capillus-veneris,Adiantum capillus-veneris,Adiantum_capillus-veneris,Adiantum capillus-veneris,bien_taxon:adiantum_capillus_veneris,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;UT,2,10,12,19,199.894868,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:AGURG,nrcs_plants_symbol,AGURG,Agastache urticifolia var. glaucifolia,nettleleaf giant hyssop,Agastache,urticifolia,forb,forb,Agastache_urticifolia_var._glaucifolia,Agastache urticifolia var. glaucifolia,Agastache_urticifolia_var._glaucifolia,Agastache urticifolia var. glaucifolia,bien_taxon:agastache_urticifolia_var_glaucifolia,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;ID,2,2,2,5,51,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:AGURU,nrcs_plants_symbol,AGURU,Agastache urticifolia var. urticifolia,nettleleaf giant hyssop,Agastache,urticifolia,forb,forb,Agastache_urticifolia_var._urticifolia,Agastache urticifolia var. urticifolia,Agastache_urticifolia_var._urticifolia,Agastache urticifolia var. urticifolia,bien_taxon:agastache_urticifolia_var_urticifolia,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,ID;NV;OR,3,4,4,7,39,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:AGPAP5,nrcs_plants_symbol,AGPAP5,Agave parryi ssp. parryi,Parry's agave,Agave,parryi,shrub,shrub_vine,Agave_parryi_ssp._parryi,Agave parryi ssp. parryi,Agave_parryi_ssp._parryi,Agave parryi ssp. parryi,bien_taxon:agave_parryi_ssp_parryi,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;NM,2,2,2,2,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:AGTOB,nrcs_plants_symbol,AGTOB,Agave toumeyana var. bella,Toumey's century plant,Agave,toumeyana,shrub,shrub_vine,Agave_toumeyana_var._bella,Agave toumeyana var. bella,Agave_toumeyana_var._bella,Agave toumeyana var. bella,bien_taxon:agave_toumeyana_var_bella,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ,1,6,6,6,52,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
