species_key,source_code_system,source_species_code,scientific_name,common_name,genus,specific_epithet,community_layers,growth_habits,original_bien_query_name,bien_query_scientific_name,bien_query_name,niche_taxon_name,niche_taxon_key,uses_manual_bien_override,manual_bien_override_name,override_decision,override_confidence,override_review_status,bien_range_available,range_lookup_status,range_match_status,needs_range_review,range_review_reason,range_lookup_error,source_tables,states_present,n_states,n_plot_visits,n_conditions,n_source_rows,abundance_total,in_seedlings,in_saplings,in_trees,in_shrubs,in_forbs,in_graminoids,in_p2veg_tree_layers,is_pseudo_taxon,has_scientific_name,needs_niche,source_scientific_name,recommended_bien_name,override_notes
p2veg:FRALN,nrcs_plants_symbol,FRALN,Frasera albicaulis var. nitida,whitestem frasera,Frasera,albicaulis,forb,forb,Frasera_albicaulis_var._nitida,Frasera albicaulis var. nitida,Frasera_albicaulis_var._nitida,Frasera albicaulis var. nitida,bien_taxon:frasera_albicaulis_var_nitida,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:FRANL,nrcs_plants_symbol,FRANL,Fraxinus anomala var. lowellii,singleleaf ash,Fraxinus,anomala,p2veg_tree_layer;shrub,seedling_sapling_tree;shrub_vine,Fraxinus_anomala_var._lowellii,Fraxinus anomala var. lowellii,Fraxinus_anomala_var._lowellii,Fraxinus anomala var. lowellii,bien_taxon:fraxinus_anomala_var_lowellii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ,1,5,5,8,65,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
p2veg:FRAR,nrcs_plants_symbol,FRAR,Freycinetia arborea,'ie'ie,Freycinetia,arborea,forb;shrub,forb;shrub_vine,Freycinetia_arborea,Freycinetia arborea,Freycinetia_arborea,Freycinetia arborea,bien_taxon:freycinetia_arborea,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,44,48,94,1100.989679,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GAMEA,nrcs_plants_symbol,GAMEA,Galium mexicanum ssp. asperrimum,Mexican bedstraw,Galium,mexicanum,forb,forb,Galium_mexicanum_ssp._asperrimum,Galium mexicanum ssp. asperrimum,Galium_mexicanum_ssp._asperrimum,Galium mexicanum ssp. asperrimum,bien_taxon:galium_mexicanum_ssp_asperrimum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ,1,1,1,1,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GAMEA2,nrcs_plants_symbol,GAMEA2,Galium mexicanum ssp. asperulum,Mexican bedstraw,Galium,mexicanum,forb,forb,Galium_mexicanum_ssp._asperulum,Galium mexicanum ssp. asperulum,Galium_mexicanum_ssp._asperulum,Galium mexicanum ssp. asperulum,bien_taxon:galium_mexicanum_ssp_asperulum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GAPOP,nrcs_plants_symbol,GAPOP,Galium porrigens var. porrigens,graceful bedstraw,Galium,porrigens,forb,forb,Galium_porrigens_var._porrigens,Galium porrigens var. porrigens,Galium_porrigens_var._porrigens,Galium porrigens var. porrigens,bien_taxon:galium_porrigens_var_porrigens,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GASES,nrcs_plants_symbol,GASES,Galium serpenticum ssp. scabridum,Intermountain bedstraw,Galium,serpenticum,forb,forb,Galium_serpenticum_ssp._scabridum,Galium serpenticum ssp. scabridum,Galium_serpenticum_ssp._scabridum,Galium serpenticum ssp. scabridum,bien_taxon:galium_serpenticum_ssp_scabridum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,1,1,2,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GATRC,nrcs_plants_symbol,GATRC,Galium trifidum ssp. columbianum,threepetal bedstraw,Galium,trifidum,forb,forb,Galium_trifidum_ssp._columbianum,Galium trifidum ssp. columbianum,Galium_trifidum_ssp._columbianum,Galium trifidum ssp. columbianum,bien_taxon:galium_trifidum_ssp_columbianum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR;WA,2,2,2,3,11,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GATRS2,nrcs_plants_symbol,GATRS2,Galium trifidum ssp. subbiflorum,threepetal bedstraw,Galium,trifidum,forb,forb,Galium_trifidum_ssp._subbiflorum,Galium trifidum ssp. subbiflorum,Galium_trifidum_ssp._subbiflorum,Galium trifidum ssp. subbiflorum,bien_taxon:galium_trifidum_ssp_subbiflorum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GABU2,nrcs_plants_symbol,GABU2,Garrya buxifolia,dwarf silktassel,Garrya,buxifolia,shrub,shrub_vine,Garrya_buxifolia,Garrya buxifolia,Garrya_buxifolia,Garrya buxifolia,bien_taxon:garrya_buxifolia,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;OR,2,131,138,288,2257.229107,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GAVE2,nrcs_plants_symbol,GAVE2,Garrya veatchii,canyon silktassel,Garrya,veatchii,shrub,shrub_vine,Garrya_veatchii,Garrya veatchii,Garrya_veatchii,Garrya veatchii,bien_taxon:garrya_veatchii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA,1,40,42,79,596.82997,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GADID,nrcs_plants_symbol,GADID,Gayophytum diffusum ssp. diffusum,spreading groundsmoke,Gayophytum,diffusum,forb,forb,Gayophytum_diffusum_ssp._diffusum,Gayophytum diffusum ssp. diffusum,Gayophytum_diffusum_ssp._diffusum,Gayophytum diffusum ssp. diffusum,bien_taxon:gayophytum_diffusum_ssp_diffusum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GADIP,nrcs_plants_symbol,GADIP,Gayophytum diffusum ssp. parviflorum,spreading groundsmoke,Gayophytum,diffusum,forb,forb,Gayophytum_diffusum_ssp._parviflorum,Gayophytum diffusum ssp. parviflorum,Gayophytum_diffusum_ssp._parviflorum,Gayophytum diffusum ssp. parviflorum,bien_taxon:gayophytum_diffusum_ssp_parviflorum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;OR;WY,3,8,10,23,154.254445,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GAHU2,nrcs_plants_symbol,GAHU2,Gayophytum humile,dwarf groundsmoke,Gayophytum,humile,forb,forb,Gayophytum_humile,Gayophytum humile,Gayophytum_humile,Gayophytum humile,bien_taxon:gayophytum_humile,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;ID,2,6,7,9,100,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GECAF,nrcs_plants_symbol,GECAF,Geranium caespitosum var. fremontii,Fremont's geranium,Geranium,caespitosum,forb,forb,Geranium_caespitosum_var._fremontii,Geranium caespitosum var. fremontii,Geranium_caespitosum_var._fremontii,Geranium caespitosum var. fremontii,bien_taxon:geranium_caespitosum_var_fremontii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ,1,2,2,2,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GEHO5,nrcs_plants_symbol,GEHO5,Geranium homeanum,Australasian geranium,Geranium,homeanum,forb,forb,Geranium_homeanum,Geranium homeanum,Geranium_homeanum,Geranium homeanum,bien_taxon:geranium_homeanum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GEROP,nrcs_plants_symbol,GEROP,Geranium robertianum ssp. purpureum,Robert geranium,Geranium,robertianum,forb,forb,Geranium_robertianum_ssp._purpureum,Geranium robertianum ssp. purpureum,Geranium_robertianum_ssp._purpureum,Geranium robertianum ssp. purpureum,bien_taxon:geranium_robertianum_ssp_purpureum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA,1,2,2,2,19.873968,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GEVII,nrcs_plants_symbol,GEVII,Geranium viscosissimum var. incisum,sticky purple geranium,Geranium,viscosissimum,forb,forb,Geranium_viscosissimum_var._incisum,Geranium viscosissimum var. incisum,Geranium_viscosissimum_var._incisum,Geranium viscosissimum var. incisum,bien_taxon:geranium_viscosissimum_var_incisum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA;CO;ID;NM;UT;WY,6,7,8,15,117.525942,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GEVIV,nrcs_plants_symbol,GEVIV,Geranium viscosissimum var. viscosissimum,sticky purple geranium,Geranium,viscosissimum,forb,forb,Geranium_viscosissimum_var._viscosissimum,Geranium viscosissimum var. viscosissimum,Geranium_viscosissimum_var._viscosissimum,Geranium viscosissimum var. viscosissimum,bien_taxon:geranium_viscosissimum_var_viscosissimum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,ID,1,1,2,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GEMAM,nrcs_plants_symbol,GEMAM,Geum macrophyllum var. macrophyllum,largeleaf avens,Geum,macrophyllum,forb,forb,Geum_macrophyllum_var._macrophyllum,Geum macrophyllum var. macrophyllum,Geum_macrophyllum_var._macrophyllum,Geum macrophyllum var. macrophyllum,bien_taxon:geum_macrophyllum_var_macrophyllum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,WA,1,2,2,3,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GEROT,nrcs_plants_symbol,GEROT,Geum rossii var. turbinatum,Ross' avens,Geum,rossii,forb,forb,Geum_rossii_var._turbinatum,Geum rossii var. turbinatum,Geum_rossii_var._turbinatum,Geum rossii var. turbinatum,bien_taxon:geum_rossii_var_turbinatum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CO;MT,2,2,2,2,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GETRC3,nrcs_plants_symbol,GETRC3,Geum triflorum var. canescens,old man's whiskers,Geum,triflorum,forb,forb,Geum_triflorum_var._canescens,Geum triflorum var. canescens,Geum_triflorum_var._canescens,Geum triflorum var. canescens,bien_taxon:geum_triflorum_var_canescens,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,4,5,6,18.78932,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GETRC2,nrcs_plants_symbol,GETRC2,Geum triflorum var. ciliatum,old man's whiskers,Geum,triflorum,forb,forb,Geum_triflorum_var._ciliatum,Geum triflorum var. ciliatum,Geum_triflorum_var._ciliatum,Geum triflorum var. ciliatum,bien_taxon:geum_triflorum_var_ciliatum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,21,25,31,186.937071,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GICAC3,nrcs_plants_symbol,GICAC3,Gilia capitata ssp. capitata,bluehead gilia,Gilia,capitata,forb,forb,Gilia_capitata_ssp._capitata,Gilia capitata ssp. capitata,Gilia_capitata_ssp._capitata,Gilia capitata ssp. capitata,bien_taxon:gilia_capitata_ssp_capitata,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR,1,1,1,1,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GLBIB,nrcs_plants_symbol,GLBIB,Glandularia bipinnatifida var. bipinnatifida,Dakota mock vervain,Glandularia,bipinnatifida,forb,forb,Glandularia_bipinnatifida_var._bipinnatifida,Glandularia bipinnatifida var. bipinnatifida,Glandularia_bipinnatifida_var._bipinnatifida,Glandularia bipinnatifida var. bipinnatifida,bien_taxon:glandularia_bipinnatifida_var_bipinnatifida,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ,1,1,1,2,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GLBIC,nrcs_plants_symbol,GLBIC,Glandularia bipinnatifida var. ciliata,Davis Mountain mock vervain,Glandularia,bipinnatifida,forb,forb,Glandularia_bipinnatifida_var._ciliata,Glandularia bipinnatifida var. ciliata,Glandularia_bipinnatifida_var._ciliata,Glandularia bipinnatifida var. ciliata,bien_taxon:glandularia_bipinnatifida_var_ciliata,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,NM,1,1,1,1,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GLPU,nrcs_plants_symbol,GLPU,Glossopetalon pungens,dwarf greasebush,Glossopetalon,pungens,shrub,shrub_vine,Glossopetalon_pungens,Glossopetalon pungens,Glossopetalon_pungens,Glossopetalon pungens,bien_taxon:glossopetalon_pungens,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,NV,1,1,1,2,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GLSPA,nrcs_plants_symbol,GLSPA,Glossopetalon spinescens var. aridum,spiny greasebush,Glossopetalon,spinescens,shrub,shrub_vine,Glossopetalon_spinescens_var._aridum,Glossopetalon spinescens var. aridum,Glossopetalon_spinescens_var._aridum,Glossopetalon spinescens var. aridum,bien_taxon:glossopetalon_spinescens_var_aridum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;CA;NV;OR;UT,5,27,27,50,290.171141,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GLGRG,nrcs_plants_symbol,GLGRG,Glyceria grandis var. grandis,American mannagrass,Glyceria,grandis,graminoid,graminoid,Glyceria_grandis_var._grandis,Glyceria grandis var. grandis,Glyceria_grandis_var._grandis,Glyceria grandis var. grandis,bien_taxon:glyceria_grandis_var_grandis,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,WY,1,1,1,1,80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GRRO,nrcs_plants_symbol,GRRO,Grevillea robusta,silkoak,Grevillea,robusta,p2veg_tree_layer,large_tree;seedling_sapling_tree,Grevillea_robusta,Grevillea robusta,Grevillea_robusta,Grevillea robusta,bien_taxon:grevillea_robusta,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,20,21,49,914.417215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
p2veg:GRNA,nrcs_plants_symbol,GRNA,Grindelia nana,Idaho gumweed,Grindelia,nana,forb,forb,Grindelia_nana,Grindelia nana,Grindelia_nana,Grindelia nana,bien_taxon:grindelia_nana,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,OR;WA,2,33,35,50,359.519948,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GRNUN,nrcs_plants_symbol,GRNUN,Grindelia nuda var. nuda,curlytop gumweed,Grindelia,nuda,forb,forb,Grindelia_nuda_var._nuda,Grindelia nuda var. nuda,Grindelia_nuda_var._nuda,Grindelia nuda var. nuda,bien_taxon:grindelia_nuda_var_nuda,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CO,1,1,1,1,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GRPA8,nrcs_plants_symbol,GRPA8,Grindelia papposa,Spanish gold,Grindelia,papposa,forb,forb,Grindelia_papposa,Grindelia papposa,Grindelia_papposa,Grindelia papposa,bien_taxon:grindelia_papposa,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,NM,1,5,5,14,122,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GRSQS,nrcs_plants_symbol,GRSQS,Grindelia squarrosa var. serrulata,curlycup gumweed,Grindelia,squarrosa,forb,forb,Grindelia_squarrosa_var._serrulata,Grindelia squarrosa var. serrulata,Grindelia_squarrosa_var._serrulata,Grindelia squarrosa var. serrulata,bien_taxon:grindelia_squarrosa_var_serrulata,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,MT,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GRCL,nrcs_plants_symbol,GRCL,Grusonia clavata,club cholla,Grusonia,clavata,shrub,shrub_vine,Grusonia_clavata,Grusonia clavata,Grusonia_clavata,Grusonia clavata,bien_taxon:grusonia_clavata,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,NM,1,1,1,1,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:GREM,nrcs_plants_symbol,GREM,Grusonia emoryi,devil cholla,Grusonia,emoryi,shrub,shrub_vine,Grusonia_emoryi,Grusonia emoryi,Grusonia_emoryi,Grusonia emoryi,bien_taxon:grusonia_emoryi,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,NM,1,5,5,10,47,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HAST3,nrcs_plants_symbol,HAST3,Harrimanella stelleriana,Alaska bellheather,Harrimanella,stelleriana,shrub,shrub_vine,Harrimanella_stelleriana,Harrimanella stelleriana,Harrimanella_stelleriana,Harrimanella stelleriana,bien_taxon:harrimanella_stelleriana,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AK,1,88,91,188,3740.488822,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HASQS2,nrcs_plants_symbol,HASQS2,Hazardia squarrosa var. squarrosa,sawtooth goldenbush,Hazardia,squarrosa,shrub,shrub_vine,Hazardia_squarrosa_var._squarrosa,Hazardia squarrosa var. squarrosa,Hazardia_squarrosa_var._squarrosa,Hazardia squarrosa var. squarrosa,bien_taxon:hazardia_squarrosa_var_squarrosa,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA,1,4,4,6,21.689752,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HEFL5,nrcs_plants_symbol,HEFL5,Hedychium flavescens,cream garland-lily,Hedychium,flavescens,forb,forb,Hedychium_flavescens,Hedychium flavescens,Hedychium_flavescens,Hedychium flavescens,bien_taxon:hedychium_flavescens,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,1,2,2,1.812748,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HEGA,nrcs_plants_symbol,HEGA,Hedychium gardnerianum,Kahila garland-lily,Hedychium,gardnerianum,forb,forb,Hedychium_gardnerianum,Hedychium gardnerianum,Hedychium_gardnerianum,Hedychium gardnerianum,bien_taxon:hedychium_gardnerianum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,34,36,93,3250.661354,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HECE,nrcs_plants_symbol,HECE,Hedyotis centranthoides,forest starviolet,Hedyotis,centranthoides,shrub,shrub_vine,Hedyotis_centranthoides,Hedyotis centranthoides,Hedyotis_centranthoides,Hedyotis centranthoides,bien_taxon:hedyotis_centranthoides,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,1,1,3,18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HEFO5,nrcs_plants_symbol,HEFO5,Hedyotis fosbergii,Fosberg's starviolet,Hedyotis,fosbergii,p2veg_tree_layer,seedling_sapling_tree,Hedyotis_fosbergii,Hedyotis fosbergii,Hedyotis_fosbergii,Hedyotis fosbergii,bien_taxon:hedyotis_fosbergii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
p2veg:HEHI8,nrcs_plants_symbol,HEHI8,Hedyotis hillebrandii,manono,Hedyotis,hillebrandii,p2veg_tree_layer,large_tree;seedling_sapling_tree,Hedyotis_hillebrandii,Hedyotis hillebrandii,Hedyotis_hillebrandii,Hedyotis hillebrandii,bien_taxon:hedyotis_hillebrandii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,11,11,25,161,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
p2veg:HETE21,nrcs_plants_symbol,HETE21,Hedyotis terminalis,variable starviolet,Hedyotis,terminalis,p2veg_tree_layer,seedling_sapling_tree,Hedyotis_terminalis,Hedyotis terminalis,Hedyotis_terminalis,Hedyotis terminalis,bien_taxon:hedyotis_terminalis,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,HI,1,15,15,19,83.870581,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,
p2veg:HEAR2,nrcs_plants_symbol,HEAR2,Helenium arizonicum,Arizona sneezeweed,Helenium,arizonicum,forb,forb,Helenium_arizonicum,Helenium arizonicum,Helenium_arizonicum,Helenium arizonicum,bien_taxon:helenium_arizonicum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ,1,1,1,1,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HEAUM,nrcs_plants_symbol,HEAUM,Helenium autumnale var. montanum,mountain sneezeweed,Helenium,autumnale,forb,forb,Helenium_autumnale_var._montanum,Helenium autumnale var. montanum,Helenium_autumnale_var._montanum,Helenium autumnale var. montanum,bien_taxon:helenium_autumnale_var_montanum,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,WY,1,1,1,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HECAN2,nrcs_plants_symbol,HECAN2,Helianthella californica ssp. nevadensis,Nevada helianthella,Helianthella,californica,forb,forb,Helianthella_californica_ssp._nevadensis,Helianthella californica ssp. nevadensis,Helianthella_californica_ssp._nevadensis,Helianthella californica ssp. nevadensis,bien_taxon:helianthella_californica_ssp_nevadensis,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,CA,1,1,1,1,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HEUND,nrcs_plants_symbol,HEUND,Helianthella uniflora var. douglasii,Douglas' helianthella,Helianthella,uniflora,forb,forb,Helianthella_uniflora_var._douglasii,Helianthella uniflora var. douglasii,Helianthella_uniflora_var._douglasii,Helianthella uniflora var. douglasii,bien_taxon:helianthella_uniflora_var_douglasii,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,MT;WA,2,4,4,5,30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HEUNU,nrcs_plants_symbol,HEUNU,Helianthella uniflora var. uniflora,oneflower helianthella,Helianthella,uniflora,forb,forb,Helianthella_uniflora_var._uniflora,Helianthella uniflora var. uniflora,Helianthella_uniflora_var._uniflora,Helianthella uniflora var. uniflora,bien_taxon:helianthella_uniflora_var_uniflora,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,NV,1,8,8,20,100,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
p2veg:HELOA2,nrcs_plants_symbol,HELOA2,Heliomeris longifolia var. annua,longleaf false goldeneye,Heliomeris,longifolia,forb,forb,Heliomeris_longifolia_var._annua,Heliomeris longifolia var. annua,Heliomeris_longifolia_var._annua,Heliomeris longifolia var. annua,bien_taxon:heliomeris_longifolia_var_annua,FALSE,,,,,FALSE,missing,,TRUE,No BIEN range returned,,P2VEG_SUBPLOT_SPP,AZ;NM,2,33,33,69,1039.609455,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,
