species_key,source_code_system,source_species_code,scientific_name,common_name,genus,specific_epithet,source_tables,community_layers,growth_habits,states_present,n_states,n_plot_visits,n_conditions,n_source_rows,abundance_total,in_seedlings,in_saplings,in_trees,in_shrubs,in_forbs,in_graminoids,in_p2veg_tree_layers,is_pseudo_taxon,has_scientific_name,needs_niche
fia_spcd:580,fia_spcd,580,Halesia spp.,silverbell spp.,Halesia,spp.,SEEDLING;TREE,seedling;tree,tree,AR;GA;LA;NC;SC;TN;TX,7,247,252,438,28337.6072136439,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:7411,fia_spcd,7411,Hibiscus spp.,rosemallow,Hibiscus,spp.,TREE,tree,tree,HI,1,1,1,1,8.56140078506256,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:600,fia_spcd,600,Juglans spp.,walnut spp.,Juglans,spp.,SEEDLING;TREE,seedling;tree,tree,CA;MI;PA;TN;WA;WI;WV,7,10,10,10,1315.44869691441,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:57,fia_spcd,57,Juniperus spp.,redcedar/juniper spp.,Juniperus,spp.,SEEDLING;TREE,seedling;tree,tree,AL;IN;MA;MD;MI;MN;MO;NJ;NY;OH;PA;TX;VA;WI;WV,15,61,62,76,11203.0361440256,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:70,fia_spcd,70,Larix spp.,larch spp.,Larix,spp.,SEEDLING;TREE,seedling;tree,tree,IA;IL;ME;MI;MN;NJ;NY;PA;VT;WI,10,188,194,331,16474.6958003859,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:650,fia_spcd,650,Magnolia spp.,magnolia spp.,Magnolia,spp.,SEEDLING;TREE,seedling;tree,tree,AL;GA;KY;LA;MI;OH;PA;TN;TX;VA;WV,11,71,72,95,4004.71776786967,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:660,fia_spcd,660,Malus spp.,apple spp.,Malus,spp.,SEEDLING;TREE,seedling;tree,tree,AL;AR;CT;DE;GA;IA;IL;IN;KS;KY;LA;MA;MD;ME;MI;MN;MO;MS;NC;ND;NE;NH;NJ;NY;OH;PA;RI;SC;TN;VA;VT;WA;WI;WV,34,3495,3540,4417,247505.16635181,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:7659,fia_spcd,7659,Mangifera spp.,mango,Mangifera,spp.,TREE,tree,tree,HI,1,1,1,1,10.0925668126012,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:7709,fia_spcd,7709,Melaleuca spp.,melaleuca,Melaleuca,spp.,SEEDLING,seedling,tree,HI,1,2,2,2,1049.513954,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:7754,fia_spcd,7754,Melicope spp.,melicope,Melicope,spp.,SEEDLING,seedling,tree,HI,1,11,11,13,1349.37508,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:7767,fia_spcd,7767,Melochia spp.,melochia,Melochia,spp.,TREE,tree,tree,HI,1,2,2,3,9.1623793480686,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:680,fia_spcd,680,Morus spp.,mulberry spp.,Morus,spp.,SEEDLING;TREE,seedling;tree,tree,AL;DE;IL;IN;KS;LA;MD;MN;MO;NE;NJ;NY;OH;PA;TN;TX;VA;VT;WV,19,90,91,109,6520.1788512096,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:7927,fia_spcd,7927,Myrsine spp.,colicwood,Myrsine,spp.,SEEDLING,seedling,tree,HI,1,2,2,2,1199.444519,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:690,fia_spcd,690,Nyssa spp.,tupelo spp.,Nyssa,spp.,SEEDLING,seedling,tree,TX,1,1,1,1,74.965282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:720,fia_spcd,720,Persea spp.,bay spp.,Persea,spp.,SEEDLING,seedling,tree,AL;MS;VA,3,6,6,8,2398.889037,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:90,fia_spcd,90,Picea spp.,spruce spp.,Picea,spp.,SEEDLING;TREE,seedling;tree,tree,NY;PA,2,6,6,8,1428.33944900419,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8238,fia_spcd,8238,Pittosporum spp.,cheesewood,Pittosporum,spp.,SEEDLING;TREE,seedling;tree,tree,HI,1,2,2,4,301.247876366849,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:729,fia_spcd,729,Platanus spp.,sycamore spp.,Platanus,spp.,SEEDLING,seedling,tree,WV,1,1,1,1,524.756977,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:740,fia_spcd,740,Populus spp.,cottonwood and poplar spp.,Populus,spp.,SEEDLING;TREE,seedling;tree,tree,AL;AR;GA;KY;LA;MI;MN;NJ;PA;TN;TX,11,57,57,126,5130.42538672928,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8313,fia_spcd,8313,Populus x canadensis,Carolina poplar,Populus,x,TREE,tree,tree,OR,1,1,1,1,25.5988640556893,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8337,fia_spcd,8337,Pritchardia spp.,pritchardia,Pritchardia,spp.,TREE,tree,tree,HI,1,5,5,5,17.5563857764228,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:755,fia_spcd,755,Prosopis spp.,mesquite spp.,Prosopis,spp.,TREE,tree,tree,TX,1,1,1,4,113.816674713703,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:760,fia_spcd,760,Prunus spp.,Prunus,Prunus,spp.,SEEDLING;TREE,seedling;tree,tree,AL;AR;DE;FL;GA;IA;IL;IN;KS;KY;LA;MD;MI;MN;MO;MS;NC;ND;NE;NH;NJ;NY;OH;OK;OR;PA;RI;SC;SD;TN;TX;VA;WA;WI;WV,35,906,919,1082,190867.277593761,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8357,fia_spcd,8357,Prunus x yedoensis,Yoshino flowering cherry,Prunus,x,SEEDLING,seedling,tree,NC,1,1,1,1,74.965282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8400,fia_spcd,8400,Psychotria spp.,wild coffee,Psychotria,spp.,SEEDLING;TREE,seedling;tree,tree,HI,1,6,6,8,2028.99550693524,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8420,fia_spcd,8420,Pyrus spp.,pear spp.,Pyrus,spp.,SEEDLING;TREE,seedling;tree,tree,AL;AR;GA;KS;MO;MS;NC;NJ;NY;PA;VA;WI,12,24,24,26,1465.63753647265,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:800,fia_spcd,800,Quercus spp.,oak spp.,Quercus,spp.,SEEDLING;TREE,seedling;tree,tree,AL;FL;GA;IA;LA;MA;MD;NJ;PA;TX;VT;WV,12,36,37,43,6779.96778539448,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8435,fia_spcd,8435,Rauvolfia spp.,devils-pepper,Rauvolfia,spp.,SEEDLING,seedling,tree,HI,1,1,1,1,74.965282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:909,fia_spcd,909,Roystonea spp.,royal palm spp.,Roystonea,spp.,SEEDLING;TREE,seedling;tree,tree,FL,1,5,5,5,157.136398719953,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:920,fia_spcd,920,Salix spp.,willow spp.,Salix,spp.,SEEDLING;TREE,seedling;tree,tree,AL;AR;CA;CT;FL;GA;IA;IL;IN;KS;KY;LA;MA;MD;ME;MI;MN;MO;NC;ND;NE;NH;NJ;NY;OH;OR;PA;RI;SC;SD;TN;TX;VA;VT;WA;WI;WV,37,759,776,1000,245268.587946433,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:929,fia_spcd,929,Salix x sepulcralis,weeping willow,Salix,x,SEEDLING;TREE,seedling;tree,tree,GA;IN;LA;ME;MI;MS;NY;SC;TX;VA;WV,11,21,21,21,1344.78629141547,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8526,fia_spcd,8526,Santalum spp.,sandalwood,Santalum,spp.,SEEDLING;TREE,seedling;tree,tree,HI,1,3,3,3,77.3291528961057,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8555,fia_spcd,8555,Schaefferia spp.,schaefferia,Schaefferia,spp.,SEEDLING,seedling,tree,HI,1,1,1,1,74.965282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8598,fia_spcd,8598,Senna spp.,senna,Senna,spp.,SEEDLING,seedling,tree,HI,1,1,1,1,74.965282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:934,fia_spcd,934,Sorbus spp.,mountain-ash spp.,Sorbus,spp.,SEEDLING;TREE,seedling;tree,tree,ME;MI;MN;NH;NY;PA;VT;WI;WV,9,92,92,112,13078.1403881914,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8708,fia_spcd,8708,Syzygium spp.,syzygium,Syzygium,spp.,SEEDLING;TREE,seedling;tree,tree,HI,1,2,2,2,528.953651989948,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:991,fia_spcd,991,Tamarix spp.,saltcedar,Tamarix,spp.,SEEDLING;TREE,seedling;tree,tree,KS;NE,2,5,5,7,677.354690083554,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:220,fia_spcd,220,Taxodium spp.,baldcypress spp.,Taxodium,spp.,SEEDLING,seedling,tree,IN,1,1,1,1,74.965282,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:950,fia_spcd,950,Tilia spp.,basswood spp.,Tilia,spp.,SEEDLING;TREE,seedling;tree,tree,AL;KY;MA;MD;ME;MN;NJ;NY;OH;PA;WV,11,25,25,27,2533.16819081227,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:999,fia_spcd,999,Tree unknown,other or unknown live tree,Tree,unknown,SEEDLING;TREE,seedling;tree,tree,AL;AR;CA;CT;FL;GA;HI;IL;IN;KS;KY;LA;MA;MD;ME;MI;MN;MO;MS;NC;NE;NJ;NY;OH;OK;OR;PA;SC;SD;TN;TX;VA;VT;WA;WI;WV,36,625,636,807,108688.585278951,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:260,fia_spcd,260,Tsuga spp.,hemlock spp.,Tsuga,spp.,TREE,tree,tree,GA,1,2,2,2,7.40375392994388,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:970,fia_spcd,970,Ulmus spp.,elm spp.,Ulmus,spp.,SEEDLING;TREE,seedling;tree,tree,AL;AR;FL;GA;IN;LA;MD;ME;MI;MN;MO;NC;NJ;OH;PA;TN;TX;WV,18,76,76,98,8383.18162220287,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
fia_spcd:8899,fia_spcd,8899,Wikstroemia spp.,false ohelo,Wikstroemia,spp.,SEEDLING,seedling,tree,HI,1,3,3,3,524.756977,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:2FA,nrcs_plants_symbol,2FA,,"Forb, annual",,,P2VEG_SUBPLOT_SPP,forb,forb,AZ;CA;ID;MT;NM;NV;OR;UT;WA;WY,10,291,298,529,4357.736509,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2FB,nrcs_plants_symbol,2FB,,"Forb, biennial",,,P2VEG_SUBPLOT_SPP,forb,forb,AK;AZ;CA;ID;MT;NM;NV;OR;UT;WA;WY,11,761,801,1552,12350.988688,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2FD,nrcs_plants_symbol,2FD,,"Forb, dicot",,,P2VEG_SUBPLOT_SPP,forb,forb,CA;ID;MT;NM;OR;WA;WY,7,120,128,222,1628.965256,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2FDA,nrcs_plants_symbol,2FDA,,"Forb, dicot, annual",,,P2VEG_SUBPLOT_SPP,forb,forb,CA;CO;ID;NM;UT;WA,6,16,17,27,161,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2FDB,nrcs_plants_symbol,2FDB,,"Forb, dicot, biennial",,,P2VEG_SUBPLOT_SPP,forb,forb,WY,1,1,1,2,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2FDP,nrcs_plants_symbol,2FDP,,"Forb, dicot, perennial",,,P2VEG_SUBPLOT_SPP,forb,forb,AZ;CO;NM;NV;UT;WY,6,13,13,24,257.07082,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2FERN,nrcs_plants_symbol,2FERN,,Fern or Fern Ally,,,P2VEG_SUBPLOT_SPP,forb,forb,CA;HI;NM;OR;WA,5,26,26,39,356.915316,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2FM,nrcs_plants_symbol,2FM,,"Forb, monocot",,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;UT,3,11,11,17,84.727546,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2FMP,nrcs_plants_symbol,2FMP,,"Forb, monocot, perennial",,,P2VEG_SUBPLOT_SPP,forb,forb,UT,1,1,1,1,45,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2FORB,nrcs_plants_symbol,2FORB,,"Forb (herbaceous, not grass nor grass-like)",,,P2VEG_SUBPLOT_SPP,forb;graminoid;shrub,forb;graminoid;shrub_vine,AK;AZ;CA;CO;HI;ID;MT;NM;NV;OR;UT;WA;WY,13,5609,6257,12555,93890.341469,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
p2veg:2FP,nrcs_plants_symbol,2FP,,"Forb, perennial",,,P2VEG_SUBPLOT_SPP,forb,forb,AZ;CA;ID;MT;NV;OR;UT,7,82,86,110,890.760232,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2GA,nrcs_plants_symbol,2GA,,"Grass, annual",,,P2VEG_SUBPLOT_SPP,forb;graminoid,forb;graminoid,AK;AZ;CA;ID;MT;NM;NV;OR;UT;WA;WY,11,2730,3153,7615,110346.219491,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
p2veg:2GB,nrcs_plants_symbol,2GB,,"Grass, biennial",,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CA;ID;OR;UT;WY,5,15,15,21,255.648365,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
p2veg:2GL,nrcs_plants_symbol,2GL,,Grass-like (not a true grass),,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AK;CA;OR;UT;WA,5,22,22,26,258.746198,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
p2veg:2GLA,nrcs_plants_symbol,2GLA,,"Grass-like, annual",,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,NV,1,1,1,1,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
p2veg:2GLP,nrcs_plants_symbol,2GLP,,"Grass-like, perennial",,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AK;CA;UT,3,7,8,9,94.797775,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
p2veg:2GP,nrcs_plants_symbol,2GP,,"Grass, perennial",,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AK;AZ;CA;CO;HI;ID;MT;NM;NV;OR;UT;WA;WY,13,5750,6652,14406,154297.125379,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
p2veg:2GRAM,nrcs_plants_symbol,2GRAM,,Graminoid (grass or grass-like),,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AK;AZ;CA;CO;HI;ID;MT;NM;NV;OR;UT;WA;WY,13,1550,1652,2986,40931.877445,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
p2veg:2PLANT,nrcs_plants_symbol,2PLANT,,Plant,,,P2VEG_SUBPLOT_SPP,forb;graminoid;p2veg_tree_layer;shrub,forb;graminoid;large_tree;shrub_vine,CA;OR;UT,3,13,15,31,584.32643,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
p2veg:2S,nrcs_plants_symbol,2S,,"Shrub, other",,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,AZ;NM,2,4,4,6,49,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2SB,nrcs_plants_symbol,2SB,,"Shrub, broadleaf",,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;CO;MT;NM;OR;UT,6,8,8,11,83,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2SD,nrcs_plants_symbol,2SD,,"Shrub, deciduous",,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,UT,1,1,1,2,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2SDB,nrcs_plants_symbol,2SDB,,"Shrub, deciduous, broadleaf",,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,NM,1,4,4,5,33,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2SDBD,nrcs_plants_symbol,2SDBD,,"Shrub, deciduous, broadleaf, dicot",,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,NM,1,2,2,2,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2SE,nrcs_plants_symbol,2SE,,"Shrub, evergreen",,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,OR,1,2,2,2,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2SEBD,nrcs_plants_symbol,2SEBD,,"Shrub, evergreen, broadleaf, dicot",,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,NM,1,1,1,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2SHRUB,nrcs_plants_symbol,2SHRUB,,Shrub (>.5m),,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,AK;AZ;CA;CO;HI;ID;MT;NM;NV;OR;UT;WA;WY,13,1328,1433,2218,18026.784117,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2SS,nrcs_plants_symbol,2SS,,"Shrub, succulent",,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;ID;UT,3,4,4,7,92,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2SUBS,nrcs_plants_symbol,2SUBS,,Subshrub (<.5m),,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;NM;NV;OR;UT;WA,6,15,15,27,224,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2TD,nrcs_plants_symbol,2TD,,"Tree, deciduous",,,P2VEG_SUBPLOT_SPP,p2veg_tree_layer,seedling_sapling_tree,WA,1,1,1,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
p2veg:2TREE,nrcs_plants_symbol,2TREE,,Tree,,,P2VEG_SUBPLOT_SPP,p2veg_tree_layer,large_tree;seedling_sapling_tree,AZ;CO;HI;ID;NM;NV;OR;UT;WA,9,22,22,31,421.004647,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
p2veg:2VH,nrcs_plants_symbol,2VH,,"Vine, herbaceous",,,P2VEG_SUBPLOT_SPP,forb,forb,OR,1,1,1,2,17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:2VW,nrcs_plants_symbol,2VW,,"Vine, woody",,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;HI;OR;WA,4,5,5,7,44,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
p2veg:NA,nrcs_plants_symbol,,,,,,P2VEG_SUBPLOT_SPP,forb;graminoid;p2veg_tree_layer;shrub,forb;graminoid;large_tree;seedling_sapling_tree;shrub_vine,AK;HI;OR,3,7,7,9,71.807684,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
p2veg:ACACI,nrcs_plants_symbol,ACACI,Acacia,acacia,Acacia,,P2VEG_SUBPLOT_SPP,p2veg_tree_layer;shrub,seedling_sapling_tree;shrub_vine,CA;HI,2,3,3,6,79,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
p2veg:ACER,nrcs_plants_symbol,ACER,Acer,maple,Acer,,P2VEG_SUBPLOT_SPP,p2veg_tree_layer;shrub,seedling_sapling_tree;shrub_vine,CA;MT;WA,3,6,7,10,47.631443,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
p2veg:ACHIL,nrcs_plants_symbol,ACHIL,Achillea,yarrow,Achillea,,P2VEG_SUBPLOT_SPP,forb,forb,CA;ID,2,31,31,51,306.221141,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ACHLY,nrcs_plants_symbol,ACHLY,Achlys,achlys,Achlys,,P2VEG_SUBPLOT_SPP,forb,forb,CA;WA,2,3,3,6,60,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ACHNA,nrcs_plants_symbol,ACHNA,Achnatherum,needlegrass,Achnatherum,,P2VEG_SUBPLOT_SPP,graminoid;shrub,graminoid;shrub_vine,AZ;CA;CO;ID;MT;NM;NV;OR;UT;WA;WY,11,305,321,549,4316.668542,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:ACBL,nrcs_plants_symbol,ACBL,Achnatherum x bloomeri,,Achnatherum,x,P2VEG_SUBPLOT_SPP,graminoid,graminoid,NV,1,2,3,4,14.767314,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:ACONI,nrcs_plants_symbol,ACONI,Aconitum,monkshood,Aconitum,,P2VEG_SUBPLOT_SPP,forb,forb,WA,1,1,1,1,1.074027,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ADENO2,nrcs_plants_symbol,ADENO2,Adenostoma,chamise,Adenostoma,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA,1,11,16,20,292.556022,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ADIAN,nrcs_plants_symbol,ADIAN,Adiantum,maidenhair fern,Adiantum,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;WA,3,39,42,73,658.660942,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AEGOP,nrcs_plants_symbol,AEGOP,Aegopodium,goutweed,Aegopodium,,P2VEG_SUBPLOT_SPP,forb,forb,WA,1,1,1,1,30,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AGAST,nrcs_plants_symbol,AGAST,Agastache,giant hyssop,Agastache,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,CA;OR;WA,3,10,12,20,206.839712,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AGAVE,nrcs_plants_symbol,AGAVE,Agave,agave,Agave,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA,1,3,3,7,113,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AGAR8,nrcs_plants_symbol,AGAR8,Agave x arizonica,Arizona century plant,Agave,x,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,AZ,1,1,1,1,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AGOSE,nrcs_plants_symbol,AGOSE,Agoseris,agoseris,Agoseris,,P2VEG_SUBPLOT_SPP,forb,forb,CA;ID;OR;WA,4,32,33,52,384.226741,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AGRIM,nrcs_plants_symbol,AGRIM,Agrimonia,agrimony,Agrimonia,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
