species_key,source_code_system,source_species_code,scientific_name,common_name,genus,specific_epithet,source_tables,community_layers,growth_habits,states_present,n_states,n_plot_visits,n_conditions,n_source_rows,abundance_total,in_seedlings,in_saplings,in_trees,in_shrubs,in_forbs,in_graminoids,in_p2veg_tree_layers,is_pseudo_taxon,has_scientific_name,needs_niche
p2veg:AGROP2,nrcs_plants_symbol,AGROP2,Agropyron,wheatgrass,Agropyron,,P2VEG_SUBPLOT_SPP,graminoid;shrub,graminoid;shrub_vine,AZ;CA;CO;ID;MT;NM;NV;OR;UT;WA;WY,11,381,404,700,7824.839882,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:AGROS,nrcs_plants_symbol,AGROS,Agrostemma,corncockle,Agrostemma,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CA;WA;WY,3,7,7,14,188.90745,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:AGROS2,nrcs_plants_symbol,AGROS2,Agrostis,bentgrass,Agrostis,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AK;AZ;CA;CO;ID;MT;NM;OR;UT;WA;WY,11,230,258,406,4494.928397,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:AIRA,nrcs_plants_symbol,AIRA,Aira,hairgrass,Aira,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CA;OR;WA;WY,4,110,122,231,2425.070321,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:ALLIU,nrcs_plants_symbol,ALLIU,Allium,onion,Allium,,P2VEG_SUBPLOT_SPP,forb;graminoid,forb;graminoid,CA;CO;MT;NM;OR;UT;WA,7,178,196,282,1507.355924,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:ALNUS,nrcs_plants_symbol,ALNUS,Alnus,alder,Alnus,,P2VEG_SUBPLOT_SPP,p2veg_tree_layer;shrub,seedling_sapling_tree;shrub_vine,AK;CA;ID;MT;NM;OR;WA,7,55,60,91,1790.980436,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
p2veg:ALOPE,nrcs_plants_symbol,ALOPE,Alopecurus,foxtail,Alopecurus,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CA;CO;MT;NM;OR;WY,6,7,9,11,76.721115,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:ALYSS,nrcs_plants_symbol,ALYSS,Alyssum,madwort,Alyssum,,P2VEG_SUBPLOT_SPP,forb,forb,CA;ID;OR,3,6,6,9,81,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AMARA,nrcs_plants_symbol,AMARA,Amaranthus,pigweed,Amaranthus,,P2VEG_SUBPLOT_SPP,forb,forb,AZ;HI;NM,3,3,3,5,22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AMBRO,nrcs_plants_symbol,AMBRO,Ambrosia,ragweed,Ambrosia,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,AZ;CA;NM;WA,4,9,9,13,125,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AMELA,nrcs_plants_symbol,AMELA,Amelanchier,serviceberry,Amelanchier,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;OR;UT;WA,4,135,140,224,1656.944552,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AMSIN,nrcs_plants_symbol,AMSIN,Amsinckia,fiddleneck,Amsinckia,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR,2,55,55,108,1158.104514,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ANAPH,nrcs_plants_symbol,ANAPH,Anaphalis,pearly everlasting,Anaphalis,,P2VEG_SUBPLOT_SPP,forb,forb,CA;MT;OR,3,11,11,18,174,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ANCIS2,nrcs_plants_symbol,ANCIS2,Ancistrocarphus,neststraw,Ancistrocarphus,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,1,1,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ANDRO2,nrcs_plants_symbol,ANDRO2,Andropogon,bluestem,Andropogon,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AZ;CO;HI;MT;NM;UT;WY,7,29,29,48,571.817725,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:ANEMO,nrcs_plants_symbol,ANEMO,Anemone,anemone,Anemone,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;WA,3,47,48,89,653.887062,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ANGEL,nrcs_plants_symbol,ANGEL,Angelica,angelica,Angelica,,P2VEG_SUBPLOT_SPP,forb,forb,AK;CA;MT;OR;WA,5,33,36,47,261.60842,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ANTEN,nrcs_plants_symbol,ANTEN,Antennaria,pussytoes,Antennaria,,P2VEG_SUBPLOT_SPP,forb;graminoid;shrub,forb;graminoid;shrub_vine,AK;AZ;CA;CO;ID;NV;OR;UT;WA,9,408,457,656,3296.092033,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:ANTHO,nrcs_plants_symbol,ANTHO,Anthoxanthum,hornwort,Anthoxanthum,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CA,1,1,1,3,80,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:ANTHR,nrcs_plants_symbol,ANTHR,Anthriscus,chervil,Anthriscus,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ANTID,nrcs_plants_symbol,ANTID,Antidesma,chinalaurel,Antidesma,,P2VEG_SUBPLOT_SPP,p2veg_tree_layer,seedling_sapling_tree,HI,1,1,1,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
p2veg:APIUM,nrcs_plants_symbol,APIUM,Apium,celery,Apium,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR,2,3,3,5,33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:APOCY,nrcs_plants_symbol,APOCY,Apocynum,dogbane,Apocynum,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,CA;ID;MT;OR;WA,5,59,63,85,610.412517,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AQUIL,nrcs_plants_symbol,AQUIL,Aquilegia,columbine,Aquilegia,,P2VEG_SUBPLOT_SPP,forb,forb,CA;ID;OR;UT;WA,5,19,21,28,158.223078,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARABI,nrcs_plants_symbol,ARABI,Arabidopsis,rockcress,Arabidopsis,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARABI2,nrcs_plants_symbol,ARABI2,Arabis,rockcress,Arabis,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;WA,3,9,9,15,132,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARALI,nrcs_plants_symbol,ARALI,Aralia,spikenard,Aralia,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,OR,1,1,1,1,5.307126,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARCEU,nrcs_plants_symbol,ARCEU,Arceuthobium,dwarf mistletoe,Arceuthobium,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;OR,2,22,22,42,165,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARCTO,nrcs_plants_symbol,ARCTO,Arctomecon,bearpoppy,Arctomecon,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA,1,1,1,1,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARCTO3,nrcs_plants_symbol,ARCTO3,Arctostaphylos,manzanita,Arctostaphylos,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;OR;WA,3,311,343,607,9902.278091,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARCO23,nrcs_plants_symbol,ARCO23,Arctostaphylos x coloradensis,manzanita,Arctostaphylos,x,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CO,1,4,4,5,62,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARME7,nrcs_plants_symbol,ARME7,Arctostaphylos x media,manzanita,Arctostaphylos,x,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,WA,1,2,2,2,15,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARPA5,nrcs_plants_symbol,ARPA5,Arctostaphylos x parvifolia,small-leaf manzanita,Arctostaphylos,x,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;OR,2,30,35,76,830.129268,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARENA,nrcs_plants_symbol,ARENA,Arenaria,sandwort,Arenaria,,P2VEG_SUBPLOT_SPP,forb,forb,CA;ID;NV;OR;UT;WA,6,100,109,182,923.727167,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARGEM,nrcs_plants_symbol,ARGEM,Argemone,pricklypoppy,Argemone,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,2,2,8,59,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARIST,nrcs_plants_symbol,ARIST,Aristida,threeawn,Aristida,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AZ;CA;CO;MT;NM;NV;OR;UT;WY,9,248,248,471,5130.909593,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:ARNIC,nrcs_plants_symbol,ARNIC,Arnica,arnica,Arnica,,P2VEG_SUBPLOT_SPP,forb,forb,CA;CO;ID;NV;OR;WA,6,97,105,150,1000.165324,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARDI7,nrcs_plants_symbol,ARDI7,Arnica x diversifolia,rayless arnica,Arnica,x,P2VEG_SUBPLOT_SPP,forb,forb,MT,1,1,1,2,26,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARTEM,nrcs_plants_symbol,ARTEM,Artemisia,sagebrush,Artemisia,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,AZ;CA;CO;ID;NM;OR;WA,7,159,173,362,3998.920192,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ARUND4,nrcs_plants_symbol,ARUND4,Arundo,giant reed,Arundo,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CA,1,2,2,3,41.970831,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:ASARU,nrcs_plants_symbol,ASARU,Asarum,wildginger,Asarum,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR,2,25,26,36,171.637865,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ASCLE,nrcs_plants_symbol,ASCLE,Asclepias,milkweed,Asclepias,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;WA,3,7,7,7,21,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ASPLE,nrcs_plants_symbol,ASPLE,Asplenium,spleenwort,Asplenium,,P2VEG_SUBPLOT_SPP,forb,forb,OR;WA,2,3,3,4,12.446324,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ASTEL,nrcs_plants_symbol,ASTEL,Astelia,pineapplegrass,Astelia,,P2VEG_SUBPLOT_SPP,forb,forb,HI,1,1,1,2,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ASTER,nrcs_plants_symbol,ASTER,Aster,aster,Aster,,P2VEG_SUBPLOT_SPP,forb,forb,AK;AZ;CA;CO;ID;MT;NM;NV;OR;UT;WA;WY,12,633,653,1160,11599.862012,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ASTRA,nrcs_plants_symbol,ASTRA,Astragalus,milkvetch,Astragalus,,P2VEG_SUBPLOT_SPP,forb,forb,AZ;CA;CO;ID;MT;NM;NV;OR;UT;WA;WY,11,115,121,182,1241.179551,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ATHYR,nrcs_plants_symbol,ATHYR,Athyrium,ladyfern,Athyrium,,P2VEG_SUBPLOT_SPP,forb,forb,AK;CA;OR;WA,4,28,33,51,229.836803,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:ATRIP,nrcs_plants_symbol,ATRIP,Atriplex,saltbush,Atriplex,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,AZ;CA;OR,3,20,20,44,332.298625,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:AVENA,nrcs_plants_symbol,AVENA,Avena,oat,Avena,,P2VEG_SUBPLOT_SPP,forb;graminoid,forb;graminoid,CA;CO;OR;WY,4,650,722,1672,32546.12292,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:AXONO,nrcs_plants_symbol,AXONO,Axonopus,carpetgrass,Axonopus,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,HI,1,1,1,3,70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:BACCH,nrcs_plants_symbol,BACCH,Baccharis,baccharis,Baccharis,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA;OR,2,33,38,46,417.686734,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BALSA,nrcs_plants_symbol,BALSA,Balsamorhiza,balsamroot,Balsamorhiza,,P2VEG_SUBPLOT_SPP,forb,forb,CA;ID;OR;WA,4,59,64,103,829.438795,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BAMBU,nrcs_plants_symbol,BAMBU,Bambusa,bamboo,Bambusa,,P2VEG_SUBPLOT_SPP,graminoid;p2veg_tree_layer;shrub,graminoid;seedling_sapling_tree;shrub_vine,HI;WA,2,3,3,3,58.36006,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
p2veg:BARBA,nrcs_plants_symbol,BARBA,Barbarea,yellowrocket,Barbarea,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,1,1,1,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BERBE,nrcs_plants_symbol,BERBE,Berberis,barberry,Berberis,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,CA,1,1,1,3,8.91399,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BETUL,nrcs_plants_symbol,BETUL,Betula,birch,Betula,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,AK;CA;WA,3,5,5,14,307,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BIDEN,nrcs_plants_symbol,BIDEN,Bidens,beggarticks,Bidens,,P2VEG_SUBPLOT_SPP,forb,forb,AZ;CA,2,11,11,20,148,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BLECH,nrcs_plants_symbol,BLECH,Blechnum,midsorus fern,Blechnum,,P2VEG_SUBPLOT_SPP,forb,forb,HI,1,2,2,2,34,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BLEPH2,nrcs_plants_symbol,BLEPH2,Blepharipappus,blepharipappus,Blepharipappus,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,1,1,1,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BORAG,nrcs_plants_symbol,BORAG,Borago,borage,Borago,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;WA,3,14,15,19,96.81647,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BOTHR,nrcs_plants_symbol,BOTHR,Bothriochloa,beardgrass,Bothriochloa,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AZ;NM;UT,3,3,3,8,58.32614,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:BOUTE,nrcs_plants_symbol,BOUTE,Bouteloua,grama,Bouteloua,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AZ;CA;CO;MT;NM;NV;UT;WY,8,250,250,540,8681.288345,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:BOYKI,nrcs_plants_symbol,BOYKI,Boykinia,brookfoam,Boykinia,,P2VEG_SUBPLOT_SPP,forb,forb,WA,1,5,6,11,73.488259,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BRACH3,nrcs_plants_symbol,BRACH3,Brachypodium,false brome,Brachypodium,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CA,1,3,3,8,256.578126,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:BRASS2,nrcs_plants_symbol,BRASS2,Brassica,mustard,Brassica,,P2VEG_SUBPLOT_SPP,forb,forb,CA;MT;OR;WA,4,50,53,82,609.039642,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BRICK,nrcs_plants_symbol,BRICK,Brickellia,brickellbush,Brickellia,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,AZ;CA;NM,3,8,8,13,59,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BRIZA,nrcs_plants_symbol,BRIZA,Briza,quakinggrass,Briza,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CA,1,18,20,39,746.023908,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:BRODI,nrcs_plants_symbol,BRODI,Brodiaea,brodiaea,Brodiaea,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR,2,36,36,53,234,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:BROME,nrcs_plants_symbol,BROME,Bromelia,bromelia,Bromelia,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CA,1,4,4,7,133,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:BROMU,nrcs_plants_symbol,BROMU,Bromus,brome,Bromus,,P2VEG_SUBPLOT_SPP,forb;graminoid;p2veg_tree_layer,forb;graminoid;seedling_sapling_tree,AZ;CA;CO;ID;MT;NM;NV;OR;UT;WA;WY,11,3362,3675,6547,82022.45432,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
p2veg:CALAM,nrcs_plants_symbol,CALAM,Calamagrostis,reedgrass,Calamagrostis,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,AK;AZ;CA;CO;ID;MT;OR;UT;WA;WY,10,159,163,256,3404.515932,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:CALAM2,nrcs_plants_symbol,CALAM2,Calamovilfa,sandreed,Calamovilfa,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CO;WY,2,3,3,5,78.14816,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:CALLI6,nrcs_plants_symbol,CALLI6,Callitriche,water-starwort,Callitriche,,P2VEG_SUBPLOT_SPP,forb,forb,WA,1,1,1,1,15,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CALOC,nrcs_plants_symbol,CALOC,Calochortus,mariposa lily,Calochortus,,P2VEG_SUBPLOT_SPP,forb,forb,CA;ID;OR;WA,4,14,14,16,58,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CALTH,nrcs_plants_symbol,CALTH,Caltha,marsh marigold,Caltha,,P2VEG_SUBPLOT_SPP,forb,forb,AK;OR;WA,3,9,9,10,88,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CALYS,nrcs_plants_symbol,CALYS,Calystegia,false bindweed,Calystegia,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,CA,1,38,42,70,658.332514,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CAMAS,nrcs_plants_symbol,CAMAS,Camassia,camas,Camassia,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;WA,3,15,16,25,159.751366,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CAMIS,nrcs_plants_symbol,CAMIS,Camissonia,suncup,Camissonia,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,2,2,2,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CAMPA,nrcs_plants_symbol,CAMPA,Campanula,bellflower,Campanula,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR,2,16,18,22,130.382922,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CAPSE,nrcs_plants_symbol,CAPSE,Capsella,capsella,Capsella,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,2,2,2,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CARDA,nrcs_plants_symbol,CARDA,Cardamine,bittercress,Cardamine,,P2VEG_SUBPLOT_SPP,forb,forb,CA;OR;WA,3,11,12,18,141.996152,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CARDU,nrcs_plants_symbol,CARDU,Carduus,plumeless thistle,Carduus,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,4,4,5,17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CAREX,nrcs_plants_symbol,CAREX,Carex,sedge,Carex,,P2VEG_SUBPLOT_SPP,forb;graminoid;p2veg_tree_layer;shrub,forb;graminoid;seedling_sapling_tree;shrub_vine,AK;AZ;CA;CO;HI;ID;MT;NM;NV;OR;UT;WA;WY,13,5110,5555,10212,122302.36286,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
p2veg:CASSI3,nrcs_plants_symbol,CASSI3,Cassiope,mountain heather,Cassiope,,P2VEG_SUBPLOT_SPP,shrub,shrub_vine,AK;WA,2,6,8,11,74.962078,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CASTI,nrcs_plants_symbol,CASTI,Castilla,castilla,Castilla,,P2VEG_SUBPLOT_SPP,forb,forb,ID;NV,2,2,2,4,17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CASTI2,nrcs_plants_symbol,CASTI2,Castilleja,Indian paintbrush,Castilleja,,P2VEG_SUBPLOT_SPP,forb;shrub,forb;shrub_vine,AZ;CA;CO;ID;NV;OR;UT;WA;WY,9,123,133,194,1103.173869,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CATAB,nrcs_plants_symbol,CATAB,Catabrosa,whorlgrass,Catabrosa,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,CO,1,1,1,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:CAULA,nrcs_plants_symbol,CAULA,Caulanthus,wild cabbage,Caulanthus,,P2VEG_SUBPLOT_SPP,forb,forb,OR,1,1,1,1,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
p2veg:CEANO,nrcs_plants_symbol,CEANO,Ceanothus,ceanothus,Ceanothus,,P2VEG_SUBPLOT_SPP,forb;p2veg_tree_layer;shrub,forb;seedling_sapling_tree;shrub_vine,CA;ID;OR;WA,4,171,184,307,4007.313906,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
p2veg:CENCH,nrcs_plants_symbol,CENCH,Cenchrus,sandbur,Cenchrus,,P2VEG_SUBPLOT_SPP,graminoid,graminoid,NM,1,2,2,2,15,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:CENTA,nrcs_plants_symbol,CENTA,Centaurea,knapweed,Centaurea,,P2VEG_SUBPLOT_SPP,forb;graminoid,forb;graminoid,CA;CO;OR;WA,4,53,61,89,952.600158,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
p2veg:CENTA2,nrcs_plants_symbol,CENTA2,Centaurium,centaury,Centaurium,,P2VEG_SUBPLOT_SPP,forb,forb,CA,1,1,1,1,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
