species_key,source_code_system,source_species_code,scientific_name,common_name,community_layers,growth_habits,n_states,n_plot_visits,n_conditions,abundance_total,source_tables,is_pseudo_taxon,needs_niche,bien_query_name,bien_range_available,range_lookup_status,range_match_status,needs_range_review,range_review_reason,range_lookup_error,has_global_niche,has_study_area_niche,in_cwm_missing_species,cwm_missing_n_condition_rows,cwm_missing_treecount_total,cwm_missing_seedlings_tpa,cwm_missing_weight_total,gap_stage,gap_reason,study_area_range_failure_stage,study_area_range_failure_reason,study_area_niche_missing_indicators
p2veg:CEPU14,nrcs_plants_symbol,CEPU14,Centromadia pungens,common tarweed,forb,forb,1,1,1,25,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Centromadia_pungens,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CESA,nrcs_plants_symbol,CESA,Ceanothus sanguineus,redstem ceanothus,shrub,shrub_vine,5,514,563,15034.077319,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ceanothus_sanguineus,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CESO3,nrcs_plants_symbol,CESO3,Centaurea solstitialis,yellow star-thistle,forb,forb,5,141,151,2629.374891,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Centaurea_solstitialis,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CESP,nrcs_plants_symbol,CESP,Ceanothus spinosus,redheart,shrub,shrub_vine,1,5,5,175,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ceanothus_spinosus,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CESP4,nrcs_plants_symbol,CESP4,Cenchrus spinifex,coastal sandbur,graminoid,graminoid,1,3,3,18,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Cenchrus_spinifex,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CEST8,nrcs_plants_symbol,CEST8,Centaurea stoebe,spotted knapweed,forb,forb,3,23,24,282.709863,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Centaurea_stoebe,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CESTM,nrcs_plants_symbol,CESTM,Centaurea stoebe ssp. micranthos,spotted knapweed,forb,forb,9,311,322,5709.198717,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Centaurea_stoebe,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CETE5,nrcs_plants_symbol,CETE5,Ceratocephala testiculata,curveseed butterwort,forb,forb,3,20,21,394.65244,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ceratocephala_testiculata,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CETH,nrcs_plants_symbol,CETH,Ceanothus thyrsiflorus,blueblossom,p2veg_large_tree;p2veg_seedling_sapling_tree;shrub,large_tree;seedling_sapling_tree;shrub_vine,2,135,148,4428.469457,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ceanothus_thyrsiflorus,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CETO,nrcs_plants_symbol,CETO,Ceanothus tomentosus,woolyleaf ceanothus,shrub,shrub_vine,1,11,11,241,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ceanothus_tomentosus,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CEVE,nrcs_plants_symbol,CEVE,Ceanothus velutinus,snowbrush ceanothus,p2veg_seedling_sapling_tree;shrub,seedling_sapling_tree;shrub_vine,9,4317,4792,185162.881086,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ceanothus_velutinus,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CEVE2,nrcs_plants_symbol,CEVE2,Ceanothus verrucosus,barranca brush,shrub,shrub_vine,1,3,3,66.8797,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ceanothus_verrucosus,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CEVEH2,nrcs_plants_symbol,CEVEH2,Ceanothus velutinus var. hookeri,Hooker's ceanothus,shrub,shrub_vine,1,1,1,10,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ceanothus_velutinus,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CEVEV4,nrcs_plants_symbol,CEVEV4,Ceanothus velutinus var. velutinus,snowbrush ceanothus,shrub,shrub_vine,4,68,75,3280.192592,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Ceanothus_velutinus,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CEVI,nrcs_plants_symbol,CEVI,Centaurea virgata,squarrose knapweed,forb,forb,1,1,1,7,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Centaurea_virgata,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHAL7,nrcs_plants_symbol,CHAL7,Chenopodium album,lambsquarters,forb,forb,7,45,46,976.979012,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chenopodium_album,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHAMA16,nrcs_plants_symbol,CHAMA16,Dysphania ambrosioides,,forb,forb,1,1,1,22,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chenopodium_ambrosioides,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHAN2,nrcs_plants_symbol,CHAN2,Chlorogalum angustifolium,narrowleaf soap plant,forb,forb,1,2,2,44,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chlorogalum_angustifolium,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHAN9,nrcs_plants_symbol,CHAN9,Chamerion angustifolium,fireweed,forb,forb,12,1670,1801,39357.053901,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chamerion_angustifolium,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHANA2,nrcs_plants_symbol,CHANA2,Chamerion angustifolium ssp. angustifolium,fireweed,forb,forb,8,695,734,21678.770311,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chamerion_angustifolium,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHANC,nrcs_plants_symbol,CHANC,Chamerion angustifolium ssp. circumvagum,fireweed,forb,forb,4,64,67,1089.350518,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chamerion_angustifolium,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHAT,nrcs_plants_symbol,CHAT,Chenopodium atrovirens,pinyon goosefoot,forb,forb,4,5,7,89,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chenopodium_atrovirens,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHAU2,nrcs_plants_symbol,CHAU2,Chamaebatia australis,southern mountain misery,shrub,shrub_vine,1,1,2,5.873216,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chamaebatia_australis,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHBA11,nrcs_plants_symbol,CHBA11,Chrysothamnus baileyi,Bailey's rabbitbrush,shrub,shrub_vine,2,4,4,38,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chrysothamnus_baileyi,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHBE4,nrcs_plants_symbol,CHBE4,Chenopodium berlandieri,pitseed goosefoot,forb,forb,3,7,7,82,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chenopodium_berlandieri,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHCA10,nrcs_plants_symbol,CHCA10,Chrysophyllum cainito,star apple,p2veg_large_tree,large_tree,1,1,1,5.84752,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chrysophyllum_cainito,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHCA2,nrcs_plants_symbol,CHCA2,Chamaedaphne calyculata,leatherleaf,shrub,shrub_vine,1,71,77,1587.519079,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chamaedaphne_calyculata,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHCA4,nrcs_plants_symbol,CHCA4,Chenopodium capitatum,blite goosefoot,forb,forb,1,1,1,27,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chenopodium_capitatum,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHCH,nrcs_plants_symbol,CHCH,Chenopodium chenopodioides,low goosefoot,forb,forb,1,1,1,4,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chenopodium_chenopodioides,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHCH7,nrcs_plants_symbol,CHCH7,Chrysolepis chrysophylla,giant chinquapin,p2veg_large_tree;p2veg_seedling_sapling_tree;shrub,large_tree;seedling_sapling_tree;shrub_vine,2,156,167,5021.222073,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chrysolepis_chrysophylla,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHCHC4,nrcs_plants_symbol,CHCHC4,Chrysolepis chrysophylla var. chrysophylla,giant chinquapin,p2veg_large_tree;p2veg_seedling_sapling_tree;shrub,large_tree;seedling_sapling_tree;shrub_vine,2,1114,1229,30182.505975,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chrysolepis_chrysophylla,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHCHM,nrcs_plants_symbol,CHCHM,Chrysolepis chrysophylla var. minor,giant chinquapin,shrub,shrub_vine,2,24,24,598,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chrysolepis_chrysophylla,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHCO,nrcs_plants_symbol,CHCO,Chamaesaracha coniodes,gray five eyes,forb,forb,1,1,1,8,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chamaesaracha_coniodes,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHCU2,nrcs_plants_symbol,CHCU2,Chloris cucullata,hooded windmill grass,graminoid,graminoid,1,8,8,156,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chloris_cucullata,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHDE,nrcs_plants_symbol,CHDE,Chenopodium desiccatum,aridland goosefoot,forb,forb,1,1,1,8,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chenopodium_desiccatum,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
p2veg:CHDE2,nrcs_plants_symbol,CHDE2,Chrysothamnus depressus,longflower rabbitbrush,shrub,shrub_vine,5,14,14,151,P2VEG_SUBPLOT_SPP,FALSE,TRUE,Chrysothamnus_depressus,TRUE,available,available,FALSE,,,TRUE,TRUE,FALSE,,,,,usable_study_area_niche,Species has a study-area-clipped niche and is available for downstream analysis.,,,
