"indicator","n_species","n_missing","value_min","value_p10","value_median","value_p90","value_max"
"tmean_annual_mean",4219,0,-10.3341180437339,3.85515210847436,10.3284494928107,17.890611348174,26.3750466940123
"tmean_warmest_month_mean",4219,0,8.7211396284718,16.0474892173757,20.3092857930445,25.3018139456953,33.3687715298886
"tmean_coldest_month_mean",4219,0,-27.1413273247186,-9.00840274358568,0.571647292703667,11.2330242318977,25.2641131670468
"temp_seasonality_mean",4219,0,0.9518673594132,9.84905913586808,20.3089599308261,26.9251623150176,38.9297911463423
"cwd_annual_sum",4219,0,37.5566588071371,198.044318783846,582.891990179838,1128.8509542259,2038.37131036812
"cwd_max_month_mean",4219,0,14.5627310840557,43.552007581236,115.873643963497,179.730941163249,297.668493752111
"pr_annual_sum",4219,0,105.616987504222,371.883648625847,682.802428873489,1209.36126994889,2676.52314150511
"pr_driest_month_mean",4219,0,0.217775942747041,8.83729874142211,30.7774684546878,73.2352204798825,136.753508559879
