species_key,source_code_system,source_species_code,scientific_name,common_name,community_layers,n_states,n_plot_visits,n_conditions,abundance_total,bien_query_name,range_lookup_status,range_review_reason
p2veg:TRDA,nrcs_plants_symbol,TRDA,Trichomanes davallioides,kilau,forb,1,1,1,4,Trichomanes_davallioides,missing,No BIEN range returned
p2veg:TRVEF,nrcs_plants_symbol,TRVEF,Triphysaria versicolor ssp. faucibarbatus,yellowbeak owl's-clover,forb,1,1,1,4,Triphysaria_versicolor_ssp._faucibarbatus,missing,No BIEN range returned
p2veg:URCI,nrcs_plants_symbol,URCI,Urochloa ciliatissima,fringed signalgrass,graminoid,1,1,1,4,Urochloa_ciliatissima,missing,No BIEN range returned
p2veg:VIPRL,nrcs_plants_symbol,VIPRL,Viola praemorsa ssp. linguifolia,upland yellow violet,forb,1,1,1,4,Viola_praemorsa_ssp._linguifolia,missing,No BIEN range returned
p2veg:XASTS,nrcs_plants_symbol,XASTS,Xanthium strumarium var. strumarium,rough cocklebur,forb,1,1,1,4,Xanthium_strumarium_var._strumarium,missing,No BIEN range returned
p2veg:LAGA2,nrcs_plants_symbol,LAGA2,Lamiastrum galeobdolon,yellow archangel,forb,1,1,1,3.972016,Lamiastrum_galeobdolon,missing,No BIEN range returned
p2veg:CRCRC,nrcs_plants_symbol,CRCRC,Cryptantha crassisepala var. crassisepala,thicksepal cryptantha,forb,1,1,1,3.86785,Cryptantha_crassisepala_var._crassisepala,missing,No BIEN range returned
p2veg:CHGL,nrcs_plants_symbol,CHGL,Chaenactis glabriuscula,yellow pincushion,forb,1,1,1,3.684315,Chaenactis_glabriuscula,missing,No BIEN range returned
p2veg:MICU2,nrcs_plants_symbol,MICU2,Mimulus cusickii,Cusick's monkeyflower,forb,1,1,2,3.577392,Mimulus_cusickii,missing,No BIEN range returned
p2veg:LEGR23,nrcs_plants_symbol,LEGR23,Leptosiphon grandiflorus,largeflower linanthus,forb,1,1,1,3.561753,Leptosiphon_grandiflorus,missing,No BIEN range returned
p2veg:ASWA6,nrcs_plants_symbol,ASWA6,Asarum wagneri,longtail wildginger,forb,1,1,2,3.388246,Asarum_wagneri,missing,No BIEN range returned
fia_spcd:6089,fia_spcd,6089,Alphitonia ponderosa,Hawaii kauilatree,tree,1,1,1,3.17852343208656,Alphitonia_ponderosa,missing,No BIEN range returned
fia_spcd:8516,fia_spcd,8516,Santalum ellipticum,coastal sandalwood,tree,1,1,1,3.09384158104584,Santalum_ellipticum,missing,No BIEN range returned
fia_spcd:7921,fia_spcd,7921,Myrsine lanaiensis,Lanai colicwood,tree,1,1,1,3.0262273899048,Myrsine_lanaiensis,missing,No BIEN range returned
p2veg:ABAB,nrcs_plants_symbol,ABAB,Abutilon abutiloides,shrubby Indian mallow,shrub,1,1,1,3,Abutilon_abutiloides,missing,No BIEN range returned
p2veg:ACGLG2,nrcs_plants_symbol,ACGLG2,Acer glabrum var. glabrum,Rocky Mountain maple,shrub,1,1,1,3,Acer_glabrum_var._glabrum,missing,No BIEN range returned
p2veg:ACWE3,nrcs_plants_symbol,ACWE3,Achnatherum webberi,Webber needlegrass,graminoid,1,1,1,3,Achnatherum_webberi,missing,No BIEN range returned
p2veg:AICAC2,nrcs_plants_symbol,AICAC2,Aira caryophyllea var. caryophyllea,silver hairgrass,graminoid,1,1,2,3,Aira_caryophyllea_var._caryophyllea,missing,No BIEN range returned
p2veg:ANLY,nrcs_plants_symbol,ANLY,Anemone lyallii,Little Mountain thimbleweed,forb,1,1,1,3,Anemone_lyallii,missing,No BIEN range returned
p2veg:ANLUA2,nrcs_plants_symbol,ANLUA2,Antennaria luzuloides ssp. aberrans,rush pussytoes,forb,1,1,1,3,Antennaria_luzuloides_ssp._aberrans,missing,No BIEN range returned
p2veg:ARRE,nrcs_plants_symbol,ARRE,Arabis rectissima,bristlyleaf rockcress,forb,1,1,1,3,Arabis_rectissima,missing,No BIEN range returned
p2veg:ARTOE,nrcs_plants_symbol,ARTOE,Arctostaphylos tomentosa ssp. eastwoodiana,woollyleaf manzanita,shrub,1,1,1,3,Arctostaphylos_tomentosa_ssp._eastwoodiana,missing,No BIEN range returned
p2veg:ARKIU2,nrcs_plants_symbol,ARKIU2,Arenaria kingii ssp. uintahensis,Uinta sandwort,forb,1,1,1,3,Arenaria_kingii_ssp._uintahensis,missing,No BIEN range returned
p2veg:ARCHC,nrcs_plants_symbol,ARCHC,Arnica chamissonis ssp. chamissonis,Chamisso arnica,forb,1,1,1,3,Arnica_chamissonis_ssp._chamissonis,missing,No BIEN range returned
p2veg:ARPAP3,nrcs_plants_symbol,ARPAP3,Arnica parryi ssp. parryi,Parry's arnica,forb,1,1,1,3,Arnica_parryi_ssp._parryi,missing,No BIEN range returned
p2veg:ARARL3,nrcs_plants_symbol,ARARL3,Artemisia arbuscula ssp. longicaulis,little sagebrush,shrub,1,1,1,3,Artemisia_arbuscula_ssp._longicaulis,missing,No BIEN range returned
p2veg:ARLUM2,nrcs_plants_symbol,ARLUM2,Artemisia ludoviciana ssp. mexicana,white sagebrush,shrub,1,1,1,3,Artemisia_ludoviciana_ssp._mexicana,missing,No BIEN range returned
p2veg:ARNE6,nrcs_plants_symbol,ARNE6,Artemisia nesiotica,island sagebrush,shrub,1,1,1,3,Artemisia_nesiotica,missing,No BIEN range returned
p2veg:ASPH2,nrcs_plants_symbol,ASPH2,Asclepias physocarpa,balloonplant,forb,1,1,1,3,Asclepias_physocarpa,missing,No BIEN range returned
p2veg:ASCO14,nrcs_plants_symbol,ASCO14,Asplenium contiguum,forest spleenwort,forb,1,1,1,3,Asplenium_contiguum,missing,No BIEN range returned
p2veg:ASMIO,nrcs_plants_symbol,ASMIO,Astragalus miser var. oblongifolius,timber milkvetch,forb,1,1,1,3,Astragalus_miser_var._oblongifolius,missing,No BIEN range returned
p2veg:ASTER2,nrcs_plants_symbol,ASTER2,Astragalus tephrodes var. remulcus,ashen milkvetch,forb,1,1,1,3,Astragalus_tephrodes_var._remulcus,missing,No BIEN range returned
p2veg:ATMI2,nrcs_plants_symbol,ATMI2,Atriplex micrantha,twoscale saltbush,forb,1,1,1,3,Atriplex_micrantha,missing,No BIEN range returned
p2veg:BITO,nrcs_plants_symbol,BITO,Bidens torta,corkscrew beggarticks,forb,1,1,1,3,Bidens_torta,missing,No BIEN range returned
p2veg:CALES4,nrcs_plants_symbol,CALES4,Caltha leptosepala ssp. leptosepala var. sulfurea,sulphur marsh marigold,forb,1,1,1,3,Caltha_leptosepala_ssp._leptosepala_var._sulfurea,missing,No BIEN range returned
p2veg:CAMU3,nrcs_plants_symbol,CAMU3,Calycadenia multiglandulosa,sticky western rosinweed,forb,1,1,1,3,Calycadenia_multiglandulosa,missing,No BIEN range returned
p2veg:CAAND,nrcs_plants_symbol,CAAND,Castilleja angustifolia var. dubia,northwestern Indian paintbrush,forb,1,1,1,3,Castilleja_angustifolia_var._dubia,missing,No BIEN range returned
p2veg:CALI20,nrcs_plants_symbol,CALI20,Castilleja lineariiloba,sagebrush Indian paintbrush,forb,1,1,1,3,Castilleja_lineariiloba,missing,No BIEN range returned
p2veg:CAPAP7,nrcs_plants_symbol,CAPAP7,Castilleja pallescens var. pallescens,pale Indian paintbrush,forb,1,1,1,3,Castilleja_pallescens_var._pallescens,missing,No BIEN range returned
p2veg:CESO,nrcs_plants_symbol,CESO,Ceanothus sonomensis,Sonoma ceanothus,shrub,1,1,1,3,Ceanothus_sonomensis,missing,No BIEN range returned
p2veg:CHNIG,nrcs_plants_symbol,CHNIG,Chamaecrista nictitans ssp. patellaria var. glabrata,sensitive partridge pea,forb,1,1,1,3,Chamaecrista_nictitans_ssp._patellaria_var._glabrata,missing,No BIEN range returned
p2veg:CHSES,nrcs_plants_symbol,CHSES,Chamaesyce serpyllifolia ssp. serpyllifolia,thymeleaf sandmat,forb,1,1,1,3,Chamaesyce_serpyllifolia_ssp._serpyllifolia,missing,No BIEN range returned
p2veg:CHPOD,nrcs_plants_symbol,CHPOD,Chlorogalum pomeridianum var. divaricatum,wavyleaf soap plant,forb,1,1,1,3,Chlorogalum_pomeridianum_var._divaricatum,missing,No BIEN range returned
p2veg:CILO2,nrcs_plants_symbol,CILO2,Cirsium longistylum,longstyle thistle,forb,1,1,1,3,Cirsium_longistylum,missing,No BIEN range returned
p2veg:CLHE,nrcs_plants_symbol,CLHE,Claytonia heterophylla,variableleaf springbeauty,forb,1,1,1,3,Claytonia_heterophylla,missing,No BIEN range returned
p2veg:CLPE2,nrcs_plants_symbol,CLPE2,Clermontia peleana,pele clermontia,forb,1,1,1,3,Clermontia_peleana,missing,No BIEN range returned
p2veg:COMAM7,nrcs_plants_symbol,COMAM7,Corallorhiza maculata var. maculata,summer coralroot,forb,1,1,1,3,Corallorhiza_maculata_var._maculata,missing,No BIEN range returned
p2veg:CYME7,nrcs_plants_symbol,CYME7,Cyrtandra menziesii,ha'i wale,shrub,1,1,1,3,Cyrtandra_menziesii,missing,No BIEN range returned
p2veg:CYPL5,nrcs_plants_symbol,CYPL5,Cyrtandra platyphylla,'ilihia,shrub,1,1,1,3,Cyrtandra_platyphylla,missing,No BIEN range returned
p2veg:DENUN2,nrcs_plants_symbol,DENUN2,Delphinium nuttallii ssp. nuttallii,upland larkspur,forb,1,1,1,3,Delphinium_nuttallii_ssp._nuttallii,missing,No BIEN range returned
p2veg:DISA6,nrcs_plants_symbol,DISA6,Dianella sandwicensis,'uki'uki,forb,1,1,1,3,Dianella_sandwicensis,missing,No BIEN range returned
p2veg:DUCIC,nrcs_plants_symbol,DUCIC,Dubautia ciliolata ssp. ciliolata,lava dubautia,shrub,1,1,1,3,Dubautia_ciliolata_ssp._ciliolata,missing,No BIEN range returned
p2veg:EPCAG,nrcs_plants_symbol,EPCAG,Epilobium canum ssp. garrettii,Garrett's firechalice,forb,1,1,1,3,Epilobium_canum_ssp._garrettii,missing,No BIEN range returned
p2veg:ERNAM,nrcs_plants_symbol,ERNAM,Ericameria nauseosa ssp. consimilis var. mohavensis,rubber rabbitbrush,shrub,1,1,1,3,Ericameria_nauseosa_ssp._consimilis_var._mohavensis,missing,No BIEN range returned
p2veg:ERNAB2,nrcs_plants_symbol,ERNAB2,Ericameria nauseosa ssp. nauseosa var. bigelovii,rubber rabbitbrush,shrub,1,1,1,3,Ericameria_nauseosa_ssp._nauseosa_var._bigelovii,missing,No BIEN range returned
p2veg:ERPAH,nrcs_plants_symbol,ERPAH,Ericameria parryi var. howardii,Parry's rabbitbrush,shrub,1,1,1,3,Ericameria_parryi_var._howardii,missing,No BIEN range returned
p2veg:ERGLP,nrcs_plants_symbol,ERGLP,Erigeron glabellus var. pubescens,streamside fleabane,forb,1,1,1,3,Erigeron_glabellus_var._pubescens,missing,No BIEN range returned
p2veg:ERDA4,nrcs_plants_symbol,ERDA4,Eriogonum davidsonii,Davidson's buckwheat,forb,1,1,1,3,Eriogonum_davidsonii,missing,No BIEN range returned
p2veg:ERFAF3,nrcs_plants_symbol,ERFAF3,Eriogonum fasciculatum var. fasciculatum,Eastern Mojave buckwheat,shrub,1,1,1,3,Eriogonum_fasciculatum_var._fasciculatum,missing,No BIEN range returned
p2veg:ERFLP,nrcs_plants_symbol,ERFLP,Eriogonum flavum var. piperi,Piper's golden buckwheat,forb,1,1,1,3,Eriogonum_flavum_var._piperi,missing,No BIEN range returned
p2veg:ERINI4,nrcs_plants_symbol,ERINI4,Eriogonum inflatum var. inflatum,desert trumpet,forb,1,1,1,3,Eriogonum_inflatum_var._inflatum,missing,No BIEN range returned
p2veg:ERJAJ,nrcs_plants_symbol,ERJAJ,Eriogonum jamesii var. jamesii,James' buckwheat,forb,1,1,1,3,Eriogonum_jamesii_var._jamesii,missing,No BIEN range returned
p2veg:ERMIP,nrcs_plants_symbol,ERMIP,Eriogonum microthecum var. panamintense,Panamint buckwheat,shrub,1,1,1,3,Eriogonum_microthecum_var._panamintense,missing,No BIEN range returned
p2veg:ERUMS2,nrcs_plants_symbol,ERUMS2,Eriogonum umbellatum var. subaridum,sulphur-flower buckwheat,shrub,1,1,1,3,Eriogonum_umbellatum_var._subaridum,missing,No BIEN range returned
p2veg:ERMAC,nrcs_plants_symbol,ERMAC,Erodium macrophyllum var. californicum,California stork's bill,forb,1,1,1,3,Erodium_macrophyllum_var._californicum,missing,No BIEN range returned
p2veg:ERCI7,nrcs_plants_symbol,ERCI7,Erythronium citrinum,cream fawnlily,forb,1,1,1,3,Erythronium_citrinum,missing,No BIEN range returned
p2veg:FRALN,nrcs_plants_symbol,FRALN,Frasera albicaulis var. nitida,whitestem frasera,forb,1,1,1,3,Frasera_albicaulis_var._nitida,missing,No BIEN range returned
p2veg:GAMEA2,nrcs_plants_symbol,GAMEA2,Galium mexicanum ssp. asperulum,Mexican bedstraw,forb,1,1,1,3,Galium_mexicanum_ssp._asperulum,missing,No BIEN range returned
p2veg:GAPOP,nrcs_plants_symbol,GAPOP,Galium porrigens var. porrigens,graceful bedstraw,forb,1,1,1,3,Galium_porrigens_var._porrigens,missing,No BIEN range returned
p2veg:GATRS2,nrcs_plants_symbol,GATRS2,Galium trifidum ssp. subbiflorum,threepetal bedstraw,forb,1,1,1,3,Galium_trifidum_ssp._subbiflorum,missing,No BIEN range returned
p2veg:GADID,nrcs_plants_symbol,GADID,Gayophytum diffusum ssp. diffusum,spreading groundsmoke,forb,1,1,1,3,Gayophytum_diffusum_ssp._diffusum,missing,No BIEN range returned
p2veg:GEHO5,nrcs_plants_symbol,GEHO5,Geranium homeanum,Australasian geranium,forb,1,1,1,3,Geranium_homeanum,missing,No BIEN range returned
p2veg:GRSQS,nrcs_plants_symbol,GRSQS,Grindelia squarrosa var. serrulata,curlycup gumweed,forb,1,1,1,3,Grindelia_squarrosa_var._serrulata,missing,No BIEN range returned
p2veg:HEFO5,nrcs_plants_symbol,HEFO5,Hedyotis fosbergii,Fosberg's starviolet,p2veg_tree_layer,1,1,1,3,Hedyotis_fosbergii,missing,No BIEN range returned
p2veg:HECO5,nrcs_plants_symbol,HECO5,Heliotropium convolvulaceum,phlox heliotrope,forb,1,1,1,3,Heliotropium_convolvulaceum,missing,No BIEN range returned
p2veg:HECOI,nrcs_plants_symbol,HECOI,Hesperostipa comata ssp. intermedia,intermediate needle and thread,graminoid,1,1,1,3,Hesperostipa_comata_ssp._intermedia,missing,No BIEN range returned
p2veg:HEBA2,nrcs_plants_symbol,HEBA2,Heterotheca barbata,Spokane false goldenaster,forb,1,1,1,3,Heterotheca_barbata,missing,No BIEN range returned
p2veg:HECYC,nrcs_plants_symbol,HECYC,Heuchera cylindrica var. cylindrica,roundleaf alumroot,forb,1,1,1,3,Heuchera_cylindrica_var._cylindrica,missing,No BIEN range returned
p2veg:HEGRT,nrcs_plants_symbol,HEGRT,Heuchera grossulariifolia var. tenuifolia,gooseberryleaf alumroot,forb,1,1,1,3,Heuchera_grossulariifolia_var._tenuifolia,missing,No BIEN range returned
p2veg:HIPI2,nrcs_plants_symbol,HIPI2,Hieracium piloselloides,tall hawkweed,forb,1,1,1,3,Hieracium_piloselloides,missing,No BIEN range returned
p2veg:HOTR,nrcs_plants_symbol,HOTR,Horkelia tridentata,threetooth horkelia,forb,1,1,1,3,Horkelia_tridentata,missing,No BIEN range returned
p2veg:IPAGA3,nrcs_plants_symbol,IPAGA3,Ipomopsis aggregata ssp. aggregata,scarlet gilia,forb,1,1,1,3,Ipomopsis_aggregata_ssp._aggregata,missing,No BIEN range returned
p2veg:ISDI,nrcs_plants_symbol,ISDI,Isachne distichophylla,ridgetop bloodgrass,graminoid,1,1,1,3,Isachne_distichophylla,missing,No BIEN range returned
p2veg:KUCO,nrcs_plants_symbol,KUCO,Kumlienia cooleyae,Cooley's false buttercup,forb,1,1,1,3,Kumlienia_cooleyae,missing,No BIEN range returned
p2veg:LAVEV,nrcs_plants_symbol,LAVEV,Lathyrus vestitus ssp. vestitus,Pacific pea,forb,1,1,1,3,Lathyrus_vestitus_ssp._vestitus,missing,No BIEN range returned
p2veg:LENU7,nrcs_plants_symbol,LENU7,Leptosiphon nudatus,Tehachapi linanthus,forb,1,1,1,3,Leptosiphon_nudatus,missing,No BIEN range returned
p2veg:LEAL,nrcs_plants_symbol,LEAL,Lesquerella alpina,alpine bladderpod,forb,1,1,1,3,Lesquerella_alpina,missing,No BIEN range returned
p2veg:LEAR4,nrcs_plants_symbol,LEAR4,Lesquerella arizonica,Arizona bladderpod,forb,1,1,1,3,Lesquerella_arizonica,missing,No BIEN range returned
p2veg:LEDO2,nrcs_plants_symbol,LEDO2,Lesquerella douglasii,Douglas' bladderpod,forb,1,1,1,3,Lesquerella_douglasii,missing,No BIEN range returned
p2veg:LECOR2,nrcs_plants_symbol,LECOR2,Lewisia columbiana var. rupicola,Columbian lewisia,forb,1,1,1,3,Lewisia_columbiana_var._rupicola,missing,No BIEN range returned
p2veg:LILEA,nrcs_plants_symbol,LILEA,Linum lewisii var. alpicola,prairie flax,forb,1,1,1,3,Linum_lewisii_var._alpicola,missing,No BIEN range returned
p2veg:LOCA19,nrcs_plants_symbol,LOCA19,Logfia californica,California cottonrose,forb,1,1,1,3,Logfia_californica,missing,No BIEN range returned
p2veg:LOPEP,nrcs_plants_symbol,LOPEP,Lolium perenne ssp. perenne,perennial ryegrass,graminoid,1,1,1,3,Lolium_perenne_ssp._perenne,missing,No BIEN range returned
p2veg:LODIM,nrcs_plants_symbol,LODIM,Lomatium dissectum var. multifidum,carrotleaf biscuitroot,forb,1,1,1,3,Lomatium_dissectum_var._multifidum,missing,No BIEN range returned
p2veg:LORI3,nrcs_plants_symbol,LORI3,Lotus rigidus,shrubby deervetch,shrub,1,1,1,3,Lotus_rigidus,missing,No BIEN range returned
p2veg:LUARS2,nrcs_plants_symbol,LUARS2,Lupinus arcticus ssp. subalpinus,subalpine lupine,forb,1,1,1,3,Lupinus_arcticus_ssp._subalpinus,missing,No BIEN range returned
p2veg:LUWYW,nrcs_plants_symbol,LUWYW,Lupinus wyethii ssp. wyethii,Wyeth's lupine,forb,1,1,1,3,Lupinus_wyethii_ssp._wyethii,missing,No BIEN range returned
p2veg:MAPIP2,nrcs_plants_symbol,MAPIP2,Mahonia pinnata ssp. pinnata,California barberry,shrub,1,1,1,3,Mahonia_pinnata_ssp._pinnata,missing,No BIEN range returned
p2veg:MEHA4,nrcs_plants_symbol,MEHA4,Melicope hawaiensis,mokihana kukae moa,p2veg_tree_layer,1,1,1,3,Melicope_hawaiensis,missing,No BIEN range returned
p2veg:MECIC2,nrcs_plants_symbol,MECIC2,Mertensia ciliata var. ciliata,tall fringed bluebells,forb,1,1,1,3,Mertensia_ciliata_var._ciliata,missing,No BIEN range returned
p2veg:MEPAB,nrcs_plants_symbol,MEPAB,Mertensia paniculata var. borealis,northern bluebells,forb,1,1,1,3,Mertensia_paniculata_var._borealis,missing,No BIEN range returned
p2veg:MOPAP,nrcs_plants_symbol,MOPAP,Montia parvifolia ssp. parvifolia,littleleaf minerslettuce,forb,1,1,1,3,Montia_parvifolia_ssp._parvifolia,missing,No BIEN range returned
p2veg:OLRIH,nrcs_plants_symbol,OLRIH,Oligoneuron rigidum var. humile,stiff goldenrod,forb,1,1,1,3,Oligoneuron_rigidum_var._humile,missing,No BIEN range returned
p2veg:OPBAB,nrcs_plants_symbol,OPBAB,Opuntia basilaris var. brachyclada,beavertail pricklypear,forb,1,1,1,3,Opuntia_basilaris_var._brachyclada,missing,No BIEN range returned
p2veg:ORCUC,nrcs_plants_symbol,ORCUC,Orthocarpus cuspidatus ssp. copelandii,Copeland's owl's-clover,forb,1,1,1,3,Orthocarpus_cuspidatus_ssp._copelandii,missing,No BIEN range returned
p2veg:OXBOV,nrcs_plants_symbol,OXBOV,Oxytropis borealis var. viscida,viscid locoweed,forb,1,1,1,3,Oxytropis_borealis_var._viscida,missing,No BIEN range returned
p2veg:PERAR,nrcs_plants_symbol,PERAR,Pedicularis racemosa ssp. racemosa,sickletop lousewort,shrub,1,1,1,3,Pedicularis_racemosa_ssp._racemosa,missing,No BIEN range returned
p2veg:PESE2,nrcs_plants_symbol,PESE2,Pedicularis semibarbata,pinewoods lousewort,forb,1,1,1,3,Pedicularis_semibarbata,missing,No BIEN range returned
p2veg:PEBR3,nrcs_plants_symbol,PEBR3,Pellaea brachyptera,Sierra cliffbrake,forb,1,1,1,3,Pellaea_brachyptera,missing,No BIEN range returned
p2veg:PEFL6,nrcs_plants_symbol,PEFL6,Penstemon flavescens,high mountain penstemon,forb,1,1,1,3,Penstemon_flavescens,missing,No BIEN range returned
p2veg:PHHEV,nrcs_plants_symbol,PHHEV,Phacelia heterophylla ssp. virgata,varileaf phacelia,forb,1,1,1,3,Phacelia_heterophylla_ssp._virgata,missing,No BIEN range returned
p2veg:PHDIL5,nrcs_plants_symbol,PHDIL5,Phlox diffusa ssp. longistylis,spreading phlox,forb,1,1,1,3,Phlox_diffusa_ssp._longistylis,missing,No BIEN range returned
p2veg:PHHOH,nrcs_plants_symbol,PHHOH,Phlox hoodii ssp. hoodii,spiny phlox,forb,1,1,1,3,Phlox_hoodii_ssp._hoodii,missing,No BIEN range returned
p2veg:PHRI5,nrcs_plants_symbol,PHRI5,Phlox rigida,stiff phlox,forb,1,1,1,3,Phlox_rigida,missing,No BIEN range returned
p2veg:PHMAM2,nrcs_plants_symbol,PHMAM2,Phoradendron macrophyllum ssp. macrophyllum,Colorado Desert mistletoe,shrub,1,1,1,3,Phoradendron_macrophyllum_ssp._macrophyllum,missing,No BIEN range returned
p2veg:PHAC4,nrcs_plants_symbol,PHAC4,Physaria acutifolia,sharpleaf twinpod,forb,1,1,1,3,Physaria_acutifolia,missing,No BIEN range returned
p2veg:PIENE,nrcs_plants_symbol,PIENE,Picea engelmannii var. engelmannii,Engelmann spruce,p2veg_tree_layer,1,1,1,3,Picea_engelmannii_var._engelmannii,missing,No BIEN range returned
p2veg:PIAR8,nrcs_plants_symbol,PIAR8,Pipturus argenteus,,p2veg_tree_layer,1,1,1,3,Pipturus_argenteus,missing,No BIEN range returned
p2veg:PLMA,nrcs_plants_symbol,PLMA,Plantago macrocarpa,seashore plantain,forb,1,1,1,3,Plantago_macrocarpa,missing,No BIEN range returned
p2veg:POARC,nrcs_plants_symbol,POARC,Potentilla arguta ssp. convallaria,cream cinquefoil,forb,1,1,1,3,Potentilla_arguta_ssp._convallaria,missing,No BIEN range returned
p2veg:PRSU,nrcs_plants_symbol,PRSU,Primula suffrutescens,Sierra primrose,forb,1,1,1,3,Primula_suffrutescens,missing,No BIEN range returned
p2veg:PSCAC2,nrcs_plants_symbol,PSCAC2,Pseudognaphalium canescens ssp. canescens,Wright's cudweed,forb,1,1,1,3,Pseudognaphalium_canescens_ssp._canescens,missing,No BIEN range returned
p2veg:PTAQL,nrcs_plants_symbol,PTAQL,Pteridium aquilinum var. latiusculum,western brackenfern,forb,1,1,1,3,Pteridium_aquilinum_var._latiusculum,missing,No BIEN range returned
p2veg:PUMOL,nrcs_plants_symbol,PUMOL,Pueraria montana var. lobata,kudzu,forb,1,1,1,3,Pueraria_montana_var._lobata,missing,No BIEN range returned
p2veg:QUDUG,nrcs_plants_symbol,QUDUG,Quercus durata var. gabrielensis,leather oak,shrub,1,1,1,3,Quercus_durata_var._gabrielensis,missing,No BIEN range returned
p2veg:RIIN,nrcs_plants_symbol,RIIN,Ribes indecorum,whiteflower currant,shrub,1,1,1,3,Ribes_indecorum,missing,No BIEN range returned
p2veg:RIINI,nrcs_plants_symbol,RIINI,Ribes inerme var. inerme,whitestem gooseberry,shrub,1,1,1,3,Ribes_inerme_var._inerme,missing,No BIEN range returned
p2veg:RINEN,nrcs_plants_symbol,RINEN,Ribes nevadense var. nevadense,Sierra currant,shrub,1,1,1,3,Ribes_nevadense_var._nevadense,missing,No BIEN range returned
p2veg:ROPI,nrcs_plants_symbol,ROPI,Rosa pinetorum,pine rose,shrub,1,1,1,3,Rosa_pinetorum,missing,No BIEN range returned
p2veg:SACL,nrcs_plants_symbol,SACL,Salvia clevelandii,fragrant sage,shrub,1,1,1,3,Salvia_clevelandii,missing,No BIEN range returned
p2veg:SAFEF,nrcs_plants_symbol,SAFEF,Saxifraga ferruginea var. ferruginea,russethair saxifrage,forb,1,1,1,3,Saxifraga_ferruginea_var._ferruginea,missing,No BIEN range returned
p2veg:SEORO,nrcs_plants_symbol,SEORO,Sedum oreganum ssp. oreganum,Oregon stonecrop,forb,1,1,1,3,Sedum_oreganum_ssp._oreganum,missing,No BIEN range returned
p2veg:SESTM,nrcs_plants_symbol,SESTM,Sedum stenopetalum ssp. monanthum,wormleaf stonecrop,forb,1,1,1,3,Sedum_stenopetalum_ssp._monanthum,missing,No BIEN range returned
