response,group,term,scenario,group_label_robustness,estimate_robustness,std_error_robustness,statistic_robustness,p_value_robustness,conf_low_robustness,conf_high_robustness,n,stable_plots,model_id,group_label_approved,estimate_approved,std_error_approved,statistic_approved,p_value_approved,conf_low_approved,conf_high_approved,estimate_absolute_difference,standard_error_absolute_difference
CWD,trees,cumulative_site_CWD_mm,baseline,Adults,0.000204182068013383,4.75970724351563e-05,4.28980308172419,1.79063200793961e-05,0.000110891960283344,0.000297472175743422,72388,71316,trees__CWD,Adults,0.000204182068013383,4.75970724351563e-05,4.28980308172419,1.79063200793961e-05,0.000110891960283344,0.000297472175743422,8.13151629364128e-20,4.06575814682064e-20
CWD,trees,disease_cumulative_mortality_pct,baseline,Adults,0.195258911230534,0.0322363581012887,6.05710206522146,1.39276173293713e-09,0.132075753817011,0.258442068644057,72388,71316,trees__CWD,Adults,0.195258911230534,0.0322363581012887,6.05710206522146,1.39276173293713e-09,0.132075753817011,0.258442068644057,1.94289029309402e-16,2.77555756156289e-17
CWD,trees,fire_cumulative_mortality_pct,baseline,Adults,0.137099585637257,0.0273874821991546,5.00592148779157,5.57256000817177e-07,0.0834202092786706,0.190778961995844,72388,71316,trees__CWD,Adults,0.137099585637257,0.0273874821991546,5.00592148779157,5.57256000817177e-07,0.0834202092786706,0.190778961995844,1.38777878078145e-16,6.93889390390723e-18
CWD,trees,full_survey_period_years,baseline,Adults,0.0203520979310835,0.0272905061937591,0.745757436178947,0.455816377903345,-0.0331372057711879,0.0738414016333548,72388,71316,trees__CWD,Adults,0.0203520979310835,0.0272905061937591,0.745757436178947,0.455816377903345,-0.0331372057711879,0.0738414016333548,2.77555756156289e-17,6.93889390390723e-18
CWD,trees,insect_cumulative_mortality_pct,baseline,Adults,0.100016130043362,0.0225043917745526,4.44429385363163,8.83117239801272e-06,0.0559075950928738,0.14412466499385,72388,71316,trees__CWD,Adults,0.100016130043362,0.0225043917745526,4.44429385363163,8.83117239801272e-06,0.0559075950928738,0.14412466499385,1.38777878078145e-17,5.20417042793042e-17
precipitation,community,cumulative_site_CWD_mm,baseline,Combined saplings + adults,-0.000372336046964626,4.4890455820959e-05,-8.29432537842009,1.109919439805e-16,-0.000460321145781207,-0.000284350948148046,74888,73685,community__precipitation,Combined saplings + adults,-0.000372336046964626,4.4890455820959e-05,-8.29432537842009,1.109919439805e-16,-0.000460321145781207,-0.000284350948148046,3.25260651745651e-19,3.3881317890172e-20
precipitation,community,disease_cumulative_mortality_pct,baseline,Combined saplings + adults,-0.075181925575657,0.0355461917381826,-2.11504867045712,0.0344290931295352,-0.144852307295793,-0.00551154385552141,74888,73685,community__precipitation,Combined saplings + adults,-0.075181925575657,0.0355461917381826,-2.11504867045712,0.0344290931295352,-0.144852307295793,-0.00551154385552141,0,2.77555756156289e-17
precipitation,community,fire_cumulative_mortality_pct,baseline,Combined saplings + adults,-0.125959161463123,0.0373206315815113,-3.3750543901707,0.000738385519691968,-0.199107437584288,-0.0528108853419585,74888,73685,community__precipitation,Combined saplings + adults,-0.125959161463123,0.0373206315815113,-3.3750543901707,0.000738385519691968,-0.199107437584288,-0.0528108853419585,1.38777878078145e-16,0
precipitation,community,full_survey_period_years,baseline,Combined saplings + adults,0.295964034878974,0.0409558952031527,7.22640863814379,5.00640715089635e-13,0.215690657817643,0.376237411940306,74888,73685,community__precipitation,Combined saplings + adults,0.295964034878974,0.0409558952031527,7.22640863814379,5.00640715089635e-13,0.215690657817643,0.376237411940306,5.55111512312578e-17,3.46944695195361e-17
precipitation,community,insect_cumulative_mortality_pct,baseline,Combined saplings + adults,-0.0561007752770869,0.0249724886977939,-2.24650318019938,0.024674697734987,-0.105046744873267,-0.0071548056809069,74888,73685,community__precipitation,Combined saplings + adults,-0.0561007752770869,0.0249724886977939,-2.24650318019938,0.024674697734987,-0.105046744873267,-0.0071548056809069,1.38777878078145e-17,4.5102810375397e-17
precipitation,saplings,cumulative_site_CWD_mm,baseline,Saplings,-0.000501531332352799,7.46271051025939e-05,-6.72049829165042,1.83068403137303e-11,-0.000647801360388866,-0.000355261304316733,49324,48899,saplings__precipitation,Saplings,-0.000501531332352799,7.46271051025939e-05,-6.72049829165042,1.83068403137303e-11,-0.000647801360388866,-0.000355261304316733,1.0842021724855e-19,4.06575814682064e-20
precipitation,saplings,disease_cumulative_mortality_pct,baseline,Saplings,0.061951093184779,0.055722083803621,1.11178708612389,0.266235125238554,-0.0472648645959602,0.171167050965518,49324,48899,saplings__precipitation,Saplings,0.061951093184779,0.055722083803621,1.11178708612389,0.266235125238554,-0.0472648645959602,0.171167050965518,3.46944695195361e-17,6.93889390390723e-18
precipitation,saplings,fire_cumulative_mortality_pct,baseline,Saplings,0.105534936200178,0.0881752612888941,1.19687693189145,0.231360279879172,-0.067289641720716,0.278359514121073,49324,48899,saplings__precipitation,Saplings,0.105534936200178,0.0881752612888941,1.19687693189145,0.231360279879172,-0.067289641720716,0.278359514121073,4.85722573273506e-16,1.38777878078145e-17
precipitation,saplings,full_survey_period_years,baseline,Saplings,0.262673682599286,0.0610809697129959,4.30041768874206,1.70803639973104e-05,0.142954243662085,0.382393121536487,49324,48899,saplings__precipitation,Saplings,0.262673682599286,0.0610809697129959,4.30041768874206,1.70803639973104e-05,0.142954243662085,0.382393121536487,5.55111512312578e-17,4.85722573273506e-17
precipitation,saplings,insect_cumulative_mortality_pct,baseline,Saplings,-0.128774562915324,0.0522036881583367,-2.46677136153184,0.01363711115857,-0.231094422703648,-0.026454703126999,49324,48899,saplings__precipitation,Saplings,-0.128774562915324,0.0522036881583367,-2.46677136153184,0.01363711115857,-0.231094422703648,-0.026454703126999,4.16333634234434e-16,4.16333634234434e-17
precipitation,trees,cumulative_site_CWD_mm,baseline,Adults,-0.000281895532589903,3.78121256620476e-05,-7.45516227015093,9.07541237508069e-14,-0.000356007176353705,-0.000207783888826101,72388,71316,trees__precipitation,Adults,-0.000281895532589903,3.78121256620476e-05,-7.45516227015093,9.07541237508069e-14,-0.000356007176353705,-0.000207783888826101,2.16840434497101e-19,3.3881317890172e-20
precipitation,trees,disease_cumulative_mortality_pct,baseline,Adults,-0.135566414022408,0.0286270975870946,-4.73559757883113,2.18823561989546e-06,-0.191675432524265,-0.0794573955205513,72388,71316,trees__precipitation,Adults,-0.135566414022408,0.0286270975870946,-4.73559757883113,2.18823561989546e-06,-0.191675432524265,-0.0794573955205513,2.77555756156289e-17,4.5102810375397e-17
precipitation,trees,fire_cumulative_mortality_pct,baseline,Adults,-0.170573729139909,0.0292217427990217,-5.83721957697949,5.33047202252981e-09,-0.227848250330138,-0.11329920794968,72388,71316,trees__precipitation,Adults,-0.170573729139909,0.0292217427990217,-5.83721957697949,5.33047202252981e-09,-0.227848250330138,-0.11329920794968,1.38777878078145e-16,1.04083408558608e-17
precipitation,trees,full_survey_period_years,baseline,Adults,0.246261844292762,0.0340352319795806,7.23549774658526,4.68402185209797e-13,0.17955289990721,0.312970788678314,72388,71316,trees__precipitation,Adults,0.246261844292762,0.0340352319795806,7.23549774658526,4.68402185209797e-13,0.17955289990721,0.312970788678314,3.33066907387547e-16,4.85722573273506e-17
precipitation,trees,insect_cumulative_mortality_pct,baseline,Adults,-0.0322669241354384,0.0204113652791874,-1.5808312522994,0.113920996123837,-0.0722731339376636,0.00773928566678679,72388,71316,trees__precipitation,Adults,-0.0322669241354384,0.0204113652791874,-1.5808312522994,0.113920996123837,-0.0722731339376636,0.00773928566678679,1.38777878078145e-17,3.46944695195361e-17
temperature,community,cumulative_site_CWD_mm,baseline,Combined saplings + adults,-2.34990881664857e-06,7.38903320715003e-07,-3.18026560548499,0.00147200050597914,-3.79815612222961e-06,-9.01661511067526e-07,74888,73685,community__temperature,Combined saplings + adults,-2.34990881664857e-06,7.38903320715003e-07,-3.18026560548499,0.00147200050597914,-3.79815612222961e-06,-9.01661511067526e-07,1.6940658945086e-21,1.05879118406788e-22
temperature,community,disease_cumulative_mortality_pct,baseline,Combined saplings + adults,0.00170089551382999,0.00047067080550563,3.61376888885802,0.000301975650654074,0.000778382775316934,0.00262340825234304,74888,73685,community__temperature,Combined saplings + adults,0.00170089551382999,0.00047067080550563,3.61376888885802,0.000301975650654074,0.000778382775316934,0.00262340825234304,1.51788304147971e-18,3.79470760369927e-19
temperature,community,fire_cumulative_mortality_pct,baseline,Combined saplings + adults,0.00116618850555836,0.000364883912604863,3.19605349885962,0.00139379066304181,0.0004510176185626,0.00188135939255412,74888,73685,community__temperature,Combined saplings + adults,0.00116618850555836,0.000364883912604863,3.19605349885962,0.00139379066304181,0.0004510176185626,0.00188135939255412,4.33680868994202e-19,0
temperature,community,full_survey_period_years,baseline,Combined saplings + adults,0.0070962112113044,0.000701546508853143,10.1150973196417,4.90706829355876e-24,0.00572118309503717,0.00847123932757163,74888,73685,community__temperature,Combined saplings + adults,0.0070962112113044,0.000701546508853143,10.1150973196417,4.90706829355876e-24,0.00572118309503717,0.00847123932757163,2.60208521396521e-18,0
temperature,community,insect_cumulative_mortality_pct,baseline,Combined saplings + adults,0.0019242542991007,0.00044519911301735,4.32223300279961,1.54656920770463e-05,0.00105166596744922,0.00279684263075219,74888,73685,community__temperature,Combined saplings + adults,0.0019242542991007,0.00044519911301735,4.32223300279961,1.54656920770463e-05,0.00105166596744922,0.00279684263075219,3.03576608295941e-18,1.0842021724855e-19
temperature,saplings,cumulative_site_CWD_mm,baseline,Saplings,-6.0932644400091e-06,1.11479908181197e-06,-5.46579606982204,4.63061059426729e-08,-8.27828411519346e-06,-3.90824476482475e-06,49324,48899,saplings__temperature,Saplings,-6.0932644400091e-06,1.11479908181197e-06,-5.46579606982204,4.63061059426729e-08,-8.27828411519346e-06,-3.90824476482475e-06,2.5410988417629e-21,3.3881317890172e-21
temperature,saplings,disease_cumulative_mortality_pct,baseline,Saplings,0.0016006839442941,0.000831342092341498,1.92542150703055,0.0541823902676436,-2.87566053183029e-05,0.0032301244939065,49324,48899,saplings__temperature,Saplings,0.0016006839442941,0.000831342092341498,1.92542150703055,0.0541823902676436,-2.87566053183029e-05,0.0032301244939065,2.81892564846231e-18,5.42101086242752e-19
temperature,saplings,fire_cumulative_mortality_pct,baseline,Saplings,0.000797828384509167,0.000896838487239582,0.889600965905063,0.373684526595611,-0.000959985890773466,0.0025556426597918,49324,48899,saplings__temperature,Saplings,0.000797828384509167,0.000896838487239582,0.889600965905063,0.373684526595611,-0.000959985890773466,0.0025556426597918,3.25260651745651e-19,5.42101086242752e-19
temperature,saplings,full_survey_period_years,baseline,Saplings,0.00697024390160249,0.00109443642191217,6.36879745780416,1.92188829288683e-10,0.00482513528594991,0.00911535251725508,49324,48899,saplings__temperature,Saplings,0.00697024390160249,0.00109443642191217,6.36879745780416,1.92188829288683e-10,0.00482513528594991,0.00911535251725508,3.46944695195361e-18,2.60208521396521e-18
temperature,saplings,insect_cumulative_mortality_pct,baseline,Saplings,0.00169260281267596,0.000792474691728666,2.13584462739599,0.0326969902046734,0.000139342838063925,0.003245862787288,49324,48899,saplings__temperature,Saplings,0.00169260281267596,0.000792474691728666,2.13584462739599,0.0326969902046734,0.000139342838063925,0.003245862787288,4.11996825544492e-18,4.33680868994202e-19
temperature,trees,cumulative_site_CWD_mm,baseline,Adults,-1.89953002059152e-06,6.69526790261557e-07,-2.83712324618027,0.00455346805689809,-3.21180035983855e-06,-5.87259681344497e-07,72388,71316,trees__temperature,Adults,-1.89953002059152e-06,6.69526790261557e-07,-2.83712324618027,0.00455346805689809,-3.21180035983855e-06,-5.87259681344497e-07,3.59989002583078e-21,0
temperature,trees,disease_cumulative_mortality_pct,baseline,Adults,0.000257453560714469,0.000390454815516621,0.659368383954557,0.509661336993673,-0.000507836612391919,0.00102274373382086,72388,71316,trees__temperature,Adults,0.000257453560714469,0.000390454815516621,0.659368383954557,0.509661336993673,-0.000507836612391919,0.00102274373382086,0,2.71050543121376e-19
temperature,trees,fire_cumulative_mortality_pct,baseline,Adults,0.00104433310128228,0.000291531735293541,3.58222784984541,0.000340899747326009,0.000472931844843424,0.00161573435772114,72388,71316,trees__temperature,Adults,0.00104433310128228,0.000291531735293541,3.58222784984541,0.000340899747326009,0.000472931844843424,0.00161573435772114,1.95156391047391e-18,1.0842021724855e-19
temperature,trees,full_survey_period_years,baseline,Adults,0.00802380661077112,0.000624973079393609,12.8386435757463,1.09512326360205e-37,0.00679886140044471,0.00924875182109753,72388,71316,trees__temperature,Adults,0.00802380661077112,0.000624973079393609,12.8386435757463,1.09512326360205e-37,0.00679886140044471,0.00924875182109753,0,3.25260651745651e-19
temperature,trees,insect_cumulative_mortality_pct,baseline,Adults,0.00170114318623948,0.000402551063263146,4.2259065780369,2.38271779758622e-05,0.000912144406748948,0.00249014196573001,72388,71316,trees__temperature,Adults,0.00170114318623948,0.000402551063263146,4.2259065780369,2.38271779758622e-05,0.000912144406748948,0.00249014196573001,3.03576608295941e-18,1.62630325872826e-19
