site_id,latitude,longitude,source
2998469010690,47.0916,-107.89807,FIA
2998708010690,47.010527,-107.829208,FIA
2998489010690,47.098901,-107.822028,FIA
3000270010690,48.465772,-113.250609,FIA
3000582010690,48.334755,-113.278569,FIA
2999337010690,48.900093,-113.39695,FIA
3000797010690,46.706105,-109.358988,FIA
3000882010690,46.726663,-109.228802,FIA
3001064010690,46.657375,-109.172248,FIA
3000929010690,46.715988,-109.179429,FIA
3006830010690,46.210161,-113.318759,FIA
3003138010690,46.604954,-113.334256,FIA
3002680010690,46.644334,-113.673106,FIA
3002700010690,46.64434,-113.594698,FIA
3002805010690,46.670544,-113.425986,FIA
3002974010690,46.608564,-113.62433,FIA
3003013010690,46.611204,-113.547404,FIA
3003048010690,46.614663,-113.471813,FIA
3003233010690,46.551779,-113.742916,FIA
3003268010690,46.558275,-113.658435,FIA
3003315010690,46.558908,-113.631067,FIA
3007103010690,46.164092,-113.538328,FIA
3004718010690,46.436609,-113.291903,FIA
3003554010690,46.505189,-113.808349,FIA
3003794010690,46.520879,-113.395842,FIA
3006313010690,46.239619,-113.541811,FIA
3003862010690,46.523311,-113.088232,FIA
3004422010690,46.441768,-113.713949,FIA
3004462010690,46.438375,-113.666913,FIA
3010965010690,46.496813,-111.86349,FIA
3010821010690,46.506066,-112.04872400000001,FIA
3014642010690,45.954139,-111.971166,FIA
3014834010690,45.908752,-111.908485,FIA
3012515010690,46.283205,-112.280727,FIA
3011988010690,46.308548,-112.183912,FIA
3014216010690,46.051286,-111.978037,FIA
3014800010690,45.9221,-112.032511,FIA
3015567010690,47.134805,-110.621007,FIA
3015754010690,47.09938,-110.53165,FIA
3015919010690,47.047299,-110.559753,FIA
3016096010690,47.011274,-110.552156,FIA
3016478010690,46.95163,-110.492202,FIA
3016695010690,46.897192,-110.608243,FIA
3016774010690,46.918196,-110.46231,FIA
3017151010690,46.857338,-110.354031,FIA
3017306010690,46.822176,-110.523571,FIA
3017511010690,46.825277,-110.261326,FIA
3017687010690,46.776073,-110.476821,FIA
3017814010690,46.781414,-110.298605,FIA
3017839010690,46.764688,-110.217626,FIA
3018097010690,46.71822,-110.42373,FIA
3018194010690,46.725564,-110.290167,FIA
3018254010690,46.727372,-110.158543,FIA
3022969010690,47.722088,-113.874475,FIA
3023218010690,47.703393,-113.79346,FIA
3019830010690,47.813902,-113.80072,FIA
3020542010690,47.721679,-113.818442,FIA
3020309010690,47.779561,-113.732122,FIA
3020957010690,47.689101,-113.714064,FIA
3018642010690,47.777539,-114.260522,FIA
3018580010690,47.947343,-114.325217,FIA
3019021010690,47.875271,-114.439942,FIA
3018702010690,47.946646,-114.183281,FIA
3018835010690,47.782219,-113.808363,FIA
3019991010690,47.767583,-114.453244,FIA
3020027010690,47.775375,-114.399467,FIA
3019715010690,47.82837,-114.475658,FIA
3020069010690,47.959944,-114.264289,FIA
3019288010690,47.86868,-114.309211,FIA
3020125010690,47.765789,-114.147688,FIA
3019795010690,47.817174,-113.957213,FIA
3020394010690,47.751791,-114.512724,FIA
3019218010690,47.90857,-114.321864,FIA
3019264010690,47.874813,-114.379779,FIA
3020700010690,47.689369,-113.992625,FIA
3020747010690,47.694563,-113.859632,FIA
3021547010690,47.491265,-114.004599,FIA
3022209010690,47.146558,-114.108464,FIA
3022036010690,47.184315,-113.965428,FIA
3022094010690,47.194092,-113.899958,FIA
3023872010690,47.718601,-112.922187,FIA
3024448010690,47.569841,-112.939339,FIA
3024612010690,47.585752,-112.732442,FIA
3024832010690,47.520426,-112.93486,FIA
3025571010690,47.426738,-112.715284,FIA
3030434010690,46.905997,-112.755072,FIA
3029627010690,47.001938,-112.38725,FIA
3031074010690,46.852573,-112.656257,FIA
3029950010690,46.943717,-112.507951,FIA
3026145010690,47.345728,-112.994667,FIA
3026354010690,47.345631,-112.662344,FIA
3029536010690,46.986689,-112.715629,FIA
3027133010690,47.257705,-112.580284,FIA
3027189010690,47.264732,-112.457551,FIA
3027442010690,47.200991,-112.93378,FIA
3027675010690,47.209775,-112.462648,FIA
3032148010690,46.897302,-112.332033,FIA
3024632010690,47.563659,-112.643969,FIA
3030180010690,46.955957,-112.237541,FIA
3028975010690,46.867966,-111.931094,FIA
3029444010690,47.044305,-111.794825,FIA
3033771010690,46.549827,-112.176102,FIA
3026407010690,47.363807,-112.519876,FIA
3029016010690,47.086589,-111.804088,FIA
3033080010690,46.63846,-112.30215,FIA
3031271010690,46.852977,-112.189261,FIA
3029786010690,47.163191,-112.372968,FIA
3029376010690,47.030247,-112.190559,FIA
3032275010690,46.767384,-111.782671,FIA
3033385010690,46.630529,-111.64875,FIA
3031344010690,46.868302,-111.998021,FIA
3028889010690,47.0755,-112.250843,FIA
3030277010690,46.962797,-112.186434,FIA
3031312010690,46.86163,-112.039882,FIA
3027978010690,46.995322,-112.174,FIA
3029341010690,47.05118,-112.252908,FIA
3031391010690,47.087111,-111.871662,FIA
3028864010690,47.075601,-112.321978,FIA
3028039010690,47.166547,-112.056371,FIA
3029267010690,46.9537,-112.568689,FIA
3030666010690,46.91472,-112.381058,FIA
3030710010690,46.766061,-112.238426,FIA
3030321010690,46.718713,-111.91413,FIA
3032072010690,46.7788,-112.306838,FIA
3031722010690,46.824294,-112.17814,FIA
3031751010690,46.821836,-112.061402,FIA
3032200010690,46.777412,-111.997651,FIA
3032224010690,46.769019,-111.925459,FIA
3032561010690,46.727306,-112.323917,FIA
3033733010690,46.548449,-112.221728,FIA
3032914010690,46.665816,-112.096256,FIA
3033456010690,46.586141,-112.231712,FIA
3033681010690,46.591452,-111.712251,FIA
3036494010690,48.976804,-115.273696,FIA
3036564010690,48.975368,-115.238214,FIA
3037388010690,48.9269,-115.57168,FIA
3037759010690,48.91558,-115.154325,FIA
3037870010690,48.931124,-114.955766,FIA
3038351010690,48.891012,-115.654558,FIA
3038398010690,48.891079,-115.584979,FIA
3038509010690,48.880219,-115.375232,FIA
3038908010690,48.873532,-114.904923,FIA
3038974010690,48.865724,-114.82343,FIA
3039786010690,48.824025,-115.284402,FIA
3039821010690,48.824413,-115.250326,FIA
3039854010690,48.824572,-115.145408,FIA
3039955010690,48.837106,-115.033191,FIA
3040259010690,48.800465,-116.047816,FIA
