run_id,report_file,source_file,producer_script,generated_at_utc,n_models,n_model_tables,n_raw_figures,n_marginal_effect_figures,n_embedded_pngs,report_size_bytes,sjplot_version,ggeffects_version,covariance,four_plotted_drivers,retained_control
20260822_cumulative_mortality_site_cwd_all_groups_v01,09_analysis/results/model_runs/20260822_cumulative_mortality_site_cwd_all_groups_v01/preliminary_results.html,09_analysis/scripts/templates/preliminary_cumulative_mortality_full_report.Rmd,09_analysis/scripts/08_fit_preliminary_models_and_report.R,2026-08-26T15:22:47Z,12,3,12,12,24,7506369,2.9.0,2.3.2,HC1 clustered by stable_plot_id,fire_cumulative_mortality_pct;insect_cumulative_mortality_pct;disease_cumulative_mortality_pct;cumulative_site_CWD_mm,full_survey_period_years
