DAMAGE_AGENT_CD,official_label,scientific_name_or_other,official_group_code,agent_group,is_insect_agent,threshold,region,source,source_pdf_page,definition_source_version,manual_version_applicability,code_status,review_status
0,No Damage,,0,No Damage,FALSE,,All,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10000,General Insects,,10000,General Insects,TRUE,Any damage to the terminal leader; damage >=20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage >=20% of the foliage with >=50% of the leaf/needle affected.,All,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10001,thrips,,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10002,Pine tip moth,,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10003,wasp,,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10004,Chinese rose beetle,Adoretus sinicus,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10005,rose beetle,Adoretus versutus,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10006,coconut hispid beetle,Brontispa longissima,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10007,clerid beetle,Cleridae,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10008,weevil,Curculionidae,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10009,green rose chafer,Dichelonyx backi,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10010,Allegheny mound ant,Formica exsectoides,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10011,ant,Formicidae,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10012,stick insect,Graeffea crovanii,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10013,Hulodes cranea,Hulodes cranea,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10014,conifer swift moth,Korsheltellus gracilis,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10015,Caroline shortnosed weevil,Lophothetes spp.,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",940,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10016,coconut rhinoceros beetle,Oryctes rhinoceros,10000,General Insects,TRUE,Any damage to the terminal leader; damage >=20% of the roots or boles with >20% of the circumference affected; damage >20% of the multiple-stems (on multi-stemmed woodland species) with >20% of the circumference affected; >20% of the branches affected; damage >=20% of the foliage with >=50% of the leaf/needle affected.,PNWRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10017,bagworm moth,Psychidae,10000,General Insects,TRUE,Any damage to the terminal leader; damage >=20% of the foliage with >=50% of the leaf/needle affected.,NRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10018,coconut palm weevil,Rhobdoscelus asperipennis,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10019,scarab,Scarabaeidae,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10020,ash white fly,Siphoninus phillyreae,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10021,conifer seedling weevil,Steremnius carinatus,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10022,pyralid moth,Thliptoceras octoquttale,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
10023,wood wasps,Siricidae spp.,10000,General Insects,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11000,Bark Beetles,,11000,Bark Beetles,TRUE,"Any evidence of a successful attack (successful attacks generally exhibit boring dust, many pitch tubes and/or fading crowns).",All,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11001,roundheaded pine beetle,Dendroctonus adjunctus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11002,western pine beetle,Dendroctonus brevicomis,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11003,southern pine beetle,Dendroctonus frontalis,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11004,Jeffrey pine beetle,Dendroctonus jeffreyi,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11005,lodgepole pine beetle,Dendroctonus murrayanae,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11006,mountain pine beetle,Dendroctonus ponderosae,11000,Bark Beetles,TRUE,Any evidence of a successful attack.,NRS; RMRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11007,Douglas-fir beetle,Dendroctonus pseudotsugae,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11008,Allegheny spruce beetle,Dendroctonus punctatus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11009,spruce beetle,Dendroctonus rufipennis,11000,Bark Beetles,TRUE,Any evidence of a successful attack.,PNWRS; RMRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",941,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11010,eastern larch beetle,Dendroctonus simplex,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11011,black turpentine beetle,Dendroctonus terebrans,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11012,red turpentine beetle,Dendroctonus valens,11000,Bark Beetles,TRUE,Any evidence of a successful attack.,NRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11013,Dryocoetes affaber,Dryocoetes affaber,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11014,Dryocoetes autographus,Dryocoetes autographus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11015,western balsam bark beetle,Dryocoetes confusus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11016,Dryocoetes sechelti,Dryocoetes sechelti,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11017,ash bark beetles,Hylesinus spp.,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11018,native elm bark beetle,Hylurgopinus rufipes,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11019,pinon ips,Ips confusus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11020,small southern pine engraver,Ips avulsus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11021,sixspined ips,Ips calligraphus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11022,emarginate ips,Ips emarginatus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11023,southern pine engraver beetle,Ips grandicollis,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11024,Orthotomicus latidens,Orthotomicus latidens,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11025,Arizona five-spined ips,Ips lecontei,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11026,Monterey pine ips,Ips mexicanus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11027,California fivespined ips,Ips paraconfusus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11028,northern spruce engraver beetle,Ips perturbatus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11029,pine engraver,Ips pini,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11030,Ips engraver beetles,Ips spp.,11000,Bark Beetles,TRUE,Any evidence of a successful attack.,NRS; PNWRS-AK; RMRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11031,Ips tridens,Ips tridens,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11032,western ash bark beetle,Leperisinus californicus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11033,Oregon ash bark beetle,Leperisinus oregonus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11034,Orthotomicus caelatus,Orthotomicus caelatus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11035,cedar bark beetles,Phloeosinus spp.,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11036,western cedar bark beetle,Phloeosinus punctatus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",942,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11037,tip beetles,Pityogenes spp.,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11038,Douglas-fir twig beetle,Pityophthorus pseudotsugae,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11039,twig beetles,Pityophthorus spp.,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11040,foureyed spruce bark beetle,Polygraphus rufipennis,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11041,fir root bark beetle,Pseudohylesinum granulatus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11042,Pseudohylesinus dispar,Pseudohylesinus dispar,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11043,Douglas-fir pole beetle,Pseudohylesinus nebulosus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11044,silver fir beetle,Pseudohylesinus sericeus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11045,small European elm bark beetle,Scolytus multistriatus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11046,spruce engraver,Scolytus piceae,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11047,hickory bark beetle,Scolytus quadrispinosus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11048,true fir bark beetles,Scolytus spp.,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11049,Douglas-fir engraver,Scolytus unispinosus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11050,fir engraver,Scolytus ventralis,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11051,striped ambrosia beetle,Tryachykele lineatum,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11052,Sitka spruce engraver beetle,Ips conncinnus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11053,four-eyed bark beetle,Polygraphus spp.,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11054,hemlock beetle,Pseudohylesinus tsugae,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11055,spruce ips,Ips pilifrons,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11056,(smaller) Mexican pine beetle,Dendroctonus mexicanus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11057,banded elm bark beetle,Scolytus schevyrewi,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11058,redbay ambrosia beetle,Xyleborus glabratus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11059,southern cypress beetle,Phloeosinus taxodii,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11060,Mediterranean pine engraver,Orthotomicus erosus,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11800,other bark beetle (known),other bark beetle (known),11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11900,unknown bark beetle,unknown bark beetle,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
11999,western bark beetle complex,western bark beetle complex,11000,Bark Beetles,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",943,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12000,Defoliators,,12000,Defoliators,TRUE,Any damage to the terminal leader; damage >=20% of the foliage with >=50% of the leaf/needle affected.,All,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12001,casebearer,,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12002,leaftier,,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12003,loopers,,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12004,needleminers,,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12005,sawflies,,12000,Defoliators,TRUE,Any damage to the terminal leader; damage >=20% of the foliage with >=50% of the leaf/needle affected.,NRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12006,skeletonizer,,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12007,larger elm leaf beetle,Monocesta coryli,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12008,spanworm,,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12009,webworm,,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12010,pine false webworm,Acantholyda erythrocephala,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12011,western blackheaded budworm,Acleris gloverana,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12012,eastern blackheaded budworm,Acleris variana,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12013,whitefly,Aleyrodoidae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12014,fall cankerworm,Alsophila pometaria,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12015,alder flea beetle,Altica ambiens,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12016,mountain mahogany looper,Anacamptodes clivinaria profanata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12017,birch leaffolder,Ancylis disigerana,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",944,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
