DAMAGE_AGENT_CD,official_label,scientific_name_or_other,official_group_code,agent_group,is_insect_agent,threshold,region,source,source_pdf_page,definition_source_version,manual_version_applicability,code_status,review_status
12104,lodgepole sawfly,Neodiprion burkei,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12105,blackheaded pine sawfly,Neodiprion excitans,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12106,pine infesting sawflies,Neodiprion fulviceps,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12107,redheaded pine sawfly,Neodiprion lecontei,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12109,ponderosa pine sawfly,Neodiprion mundus,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12110,white pine sawfly,Neodiprion pinetum,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12111,jack pine sawfly,Neodiprion pratti banksianae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12112,Virginia pine sawfly,Neodiprion pratti pratti,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12113,European pine sawfly,Neodiprion sertifer,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12114,loblolly pine sawfly,Neodiprion taedae linearis,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12115,hemlock sawfly,Neodiprion tsugae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12116,pine butterfly,Neophasia menapia,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12117,false hemlock looper,Nepytia canosaria,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12118,California tortoiseshell,Nymphalis californica,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12119,locust leafminer,Odontota dorsalis,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12120,Bruce spanworm,Operophtera bruceata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12121,rusty tussock moth,Orgyia antiqua,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12122,whitemarked tussock moth,Orgyia leucostigma,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12123,Douglas-fir tussock moth,Orgyia pseudotsugata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12124,western tussock moth,Orgyia vetusta,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12125,spring cankerworm,Paleacrita vernata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",948,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12126,black citrus swallowtail butterfly,Papilio polytes,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12127,maple leafcutter,Paraclemensia acerifoliella,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12128,pine tussock moth,Parorgyia grisefacta,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12129,poinciana looper,Pericyma cruegeri,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12130,half-wing geometer,Phigalia titea,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12131,Phoberia moth,Phoberia atomaris,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12132,California oakworm,Phryganidia californica,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12133,European snout beetle,Phyllobius oblongus,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12134,citrus leafminer,Phyllocnistis citrella,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12135,aspen leafminer,Phyllocnistis populiella,12000,Defoliators,TRUE,Any damage to the terminal leader; damage >=20% of the foliage with >=50% of the leaf/needle affected.,PNWRS-AK,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12136,yellowheaded spruce sawfly,Pikonema alaskensis,12000,Defoliators,TRUE,Any damage to the terminal leader; damage >=20% of the foliage with >=50% of the leaf/needle affected.,NRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12137,tenlined June beetle,Polyphylla decemlineata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12138,Japanese beetle,Popillia japonica,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12139,larch sawfly,Pristiphora erichsonii,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12140,mountain-ash sawfly,Pristiphora geniculata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12141,elm leaf beetle,Pyrrhalta luteola,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12142,spearmarked black moth,Rheumaptera hastata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12143,giant silkworm moth,Saturniidae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12144,redhumped caterpillar,Schizura concinna,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12145,redbanded thrips,Selenothrips rubrocinctus,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12146,green larch looper,Semiothisa sexmaculata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12147,maple leafroller,Sparganothis acerivorana,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12148,redhumped oakworm,Symmerista canicosta,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12149,orangehumped mapleworm,Symmerista leucitys,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12150,spruce needleminer (west),Taniva albolineana,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12151,maple webworm,Tetralopha asperatella,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",949,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12152,pine webworm,Tetralopha robustella,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12153,introduced basswood thrips,Thrips calcaratus,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12154,bagworm,Thyridopteryx ephemeraeformis,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12155,leafroller/seed moth,Tortricidae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12156,willow defoliation,Tortricidae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12157,euonymus caterpillar,Yponomeuta spp.,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12158,spruce bud moth,Zeiraphera canadensis,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12159,larch bud moth,Zeiraphera improbana,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12160,pine needle sheathminer,Zelleria haimbachi,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12161,cypress looper,Anacamptodes pergracilis,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12162,Chrysomela leaf beetle,Chrysomela spp.,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12163,pine colaspis,Colaspis pini,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12164,saddleback looper,Ectropis crepuscularia,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12165,birch leaf roller,Epinotia solandriana,12000,Defoliators,TRUE,Any damage to the terminal leader; damage >=20% of the foliage with >=50% of the leaf/needle affected.,PNWRS-AK,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12166,New Mexico fir looper,Galenara consimilis,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12167,striped alder sawfly,Hemichroa crocea,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12168,greenstriped looper,Melanoplophia imitata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12169,willow leaf blotchminer,Micrurapteryx salicifoliella,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12170,pine sawfly,Neodiprion autmnalis,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12171,pinon sawfly,Neodiprion edulicolus,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12172,Neodiprion gilletti,Neodiprion gilletti,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12173,Neodiprion ventralis,Neodiprion ventralis,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12174,pine looper,Phaeoura mexicanaria,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12175,Zadiprion rohweri,Zadiprion rohweri,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12176,bull pine sawfly,Zadiprion townsendi,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12177,Douglas-fir budmoth,Zeiraphera hesperiana,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12178,western oak looper,Lambdina fiscellaria somniaria,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",950,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12179,phantom hemlock looper,Nepytia phantasmaria,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12180,tent caterpillar,Malacosoma spp.,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12181,Abbot's sawfly,Neodiprion abbotii,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12182,slash pine sawfly,Neodiprion merkeli,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12183,sand pine sawfly,Neodiprion pratti,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12184,melalueca leaf weevil,Oxyops vitiosa,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12185,cypress leaf beetle,Systena marginalis,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12186,Nepytia janetae,Nepytia janetae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12187,agromyzid fly,Agromyza viridula,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12188,elm sawfly,Cimbex americana,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12189,june beetle,Phyllophaga spp.,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12190,hickory tussock moth,Halisidota caryae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12191,pin oak sawfly,Caliroa lineata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12192,palmerworm,Dichomeris ligulella,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12193,pitch pine looper,Lambdina athasaria pellucidaria,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12194,red pine sawfly,Neodiprion nanulus nanulus,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12195,pine tube moth,Argyrotaenia pinatubana,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12196,baldcypress leafroller,Archips goyerana,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12197,winter moth,Operophtera brumata,12000,Defoliators,TRUE,Any occurrence.,NRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12198,basswood thrips,Neohydatothrips tiliae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12199,noctuid moth,Xylomyges simplex (Walker),12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12200,pyralid moth,Palpita magniferalis,12000,Defoliators,TRUE,Any damage to the terminal leader; damage >=20% of the foliage with >=50% of the leaf/needle affected.,NRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12201,pacific silver fir budmoth,Zeiraphera spp.,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12202,red pine needle midge,Thecodiplosis piniresinosae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12203,western hemlock looper,Lambdina fiscellaria lugubrosa,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12204,lodgepole pine sawfly,Neodiprion nanulus contortae,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12205,silverspotted tiger moth,Lophocampa argentata,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",951,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12206,green alder sawfly,Monsoma pulveratum,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",952,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12207,conifer sawflies,conifer sawflies,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",952,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12208,ambermarked birch leafminer,Profenusa thomsoni,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",952,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12209,cycad blue butterfly,Chilades pandava,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",952,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12300,budworm,budworms,12000,Defoliators,TRUE,Any damage to the terminal leader; damage >=20% of the foliage with >=50% of the leaf/needle affected.,PNWRS,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",952,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12800,other defloiater (known),other defloiater (known),12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",952,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
12900,unknown defoliator,unknown defoliator,12000,Defoliators,TRUE,,,"USDA Forest Service FIADB User Guides, Database Description v9.4, Appendix H",952,FIADB Database Description 9.4 (2025-08),not_established_by_source_appendix,current_in_v9.4,official_v9.4_definition_only
